,Back_9_Lowest_Round_RANK THIS WEEK,Back_9_Lowest_Round_RANK LAST WEEK,Back_9_Lowest_Round_PLAYER NAME,Back_9_Lowest_Round_ROUNDS,Back_9_Lowest_Round_LOW RND
0,1,1,John Rollins,97,28
1,T2,T2,Robert Allenby,95,29
2,T2,T2,Briny Baird,98,29
3,T2,T2,Olin Browne,99,29
4,T2,T2,Harrison Frazar,105,29
5,T2,T2,Tom Lehman,69,29
6,T2,T2,José María Olazábal,55,29
7,T2,T2,Lee Westwood,50,29
8,T2,T2,Brett Wetterich,76,29
9,T10,T10,Stephen Ames,82,30
10,T10,T10,Woody Austin,100,30
11,T10,T10,Craig Barlow,81,30
12,T10,T10,Rich Beem,66,30
13,T10,T10,Jason Bohn,91,30
14,T10,T10,Bart Bryant,91,30
15,T10,T10,Mark Calcavecchia,92,30
16,T10,T10,Chad Campbell,95,30
17,T10,T10,Tim Clark,92,30
18,T10,T10,Ben Crane,78,30
19,T10,T10,Glen Day,80,30
20,T10,T10,Joe Durant,81,30
21,T10,T10,Brad Faxon,75,30
22,T10,T10,Jim Furyk,94,30
23,T10,T10,Sergio Garcia,73,30
24,T10,T10,Brian Gay,101,30
25,T10,T10,Bill Glasson,54,30
26,T10,T10,Lucas Glover,88,30
27,T10,T10,Dudley Hart,84,30
28,T10,T10,Ryuji Imada,78,30
29,T10,T10,Freddie Jacobson,72,30
30,T10,T10,Brendan Jones,81,30
31,T10,T10,Neal Lancaster,95,30
32,T10,T10,Justin Leonard,78,30
33,T10,T10,Davis Love III,80,30
34,T10,T10,Steve Lowery,100,30
35,T10,T10,Jeff Maggert,79,30
36,T10,T10,Shigeki Maruyama,99,30
37,T10,T10,Geoff Ogilvy,97,30
38,T10,T10,Ryan Palmer,101,30
39,T10,T10,Jesper Parnevik,84,30
40,T10,T10,Corey Pavin,77,30
41,T10,T10,Pat Perez,89,30
42,T10,T10,Craig Perks,67,30
43,T10,T10,Carl Pettersson,109,30
44,T10,T10,Ted Purdy,122,30
45,T10,T10,Brett Quigley,96,30
46,T10,T10,Tag Ridings,93,30
47,T10,T10,Justin Rose,99,30
48,T10,T10,John Senden,101,30
49,T10,T10,Joey Sindelar,104,30
50,T10,T10,Hidemichi Tanaka,106,30
51,T10,T10,David Toms,87,30
52,T10,T10,Charles Warren,89,30
53,T10,T10,Dean Wilson,86,30
54,T10,T10,Mark Wilson,74,30
55,T10,T10,Tiger Woods,76,30
56,T57,T57,Steve Allan,102,31
57,T57,T57,Michael Allen,90,31
58,T57,T57,Chris Anderson,66,31
59,T57,T57,Billy Andrade,83,31
60,T57,T57,Stuart Appleby,84,31
61,T57,T57,Arjun Atwal,65,31
62,T57,T57,Aaron Baddeley,84,31
63,T57,T57,Doug Barron,70,31
64,T57,T57,Brian Bateman,98,31
65,T57,T57,Cameron Beckman,96,31
66,T57,T57,Justin Bolli,65,31
67,T57,T57,Jeff Brehaut,71,31
68,T57,T57,Danny Briggs,70,31
69,T57,T57,D.J. Brigman,76,31
70,T57,T57,Jonathan Byrd,103,31
71,T57,T57,K.J. Choi,78,31
72,T57,T57,Daniel Chopra,108,31
73,T57,T57,Stewart Cink,98,31
74,T57,T57,Paul Claxton,79,31
75,T57,T57,Gavin Coles,70,31
76,T57,T57,Fred Couples,72,31
77,T57,T57,Ben Curtis,65,31
78,T57,T57,John Daly,78,31
79,T57,T57,Robert Damron,89,31
80,T57,T57,Marco Dawson,82,31
81,T57,T57,Chris DiMarco,83,31
82,T57,T57,Luke Donald,67,31
83,T57,T57,James Driscoll,73,31
84,T57,T57,Steve Elkington,67,31
85,T57,T57,Todd Fischer,99,31
86,T57,T57,Carlos Franco,78,31
87,T57,T57,Brent Geiberger,61,31
88,T57,T57,Tom Gillis,77,31
89,T57,T57,Retief Goosen,71,31
90,T57,T57,Paul Gow,78,31
91,T57,T57,Mathias Grönberg,60,31
92,T57,T57,Scott Gutschewski,86,31
93,T57,T57,Padraig Harrington,50,31
94,T57,T57,J.P. Hayes,63,31
95,T57,T57,David Hearn,68,31
96,T57,T57,Scott Hend,75,31
97,T57,T57,J.J. Henry,102,31
98,T57,T57,Mark Hensby,70,31
99,T57,T57,Tim Herron,100,31
100,T57,T57,Charles Howell III,95,31
101,T57,T57,Lee Janzen,75,31
102,T57,T57,Brandt Jobe,96,31
103,T57,T57,Zach Johnson,96,31
104,T57,T57,Richard Johnson,50,31
105,T57,T57,Steve Jones,56,31
106,T57,T57,Kent Jones,99,31
107,T57,T57,Jonathan Kaye,77,31
108,T57,T57,Jerry Kelly,101,31
109,T57,T57,Matt Kuchar,60,31
110,T57,T57,Hank Kuehne,84,31
111,T57,T57,Stephen Leaney,89,31
112,T57,T57,J.L. Lewis,98,31
113,T57,T57,Peter Lonard,85,31
114,T57,T57,Michael Long,72,31
115,T57,T57,Hunter Mahan,103,31
116,T57,T57,Len Mattiace,86,31
117,T57,T57,Billy Mayfair,114,31
118,T57,T57,Scott McCarron,78,31
119,T57,T57,Phil Mickelson,81,31
120,T57,T57,Kevin Na,88,31
121,T57,T57,Sean O'Hair,103,31
122,T57,T57,Arron Oberholser,65,31
123,T57,T57,Joe Ogilvie,103,31
124,T57,T57,Rod Pampling,89,31
125,T57,T57,Brenden Pappas,51,31
126,T57,T57,Dennis Paulson,63,31
127,T57,T57,Tom Pernice Jr.,111,31
128,T57,T57,Kenny Perry,82,31
129,T57,T57,Tim Petrovic,97,31
130,T57,T57,D.A. Points,94,31
131,T57,T57,Ian Poulter,62,31
132,T57,T57,Phillip Price,77,31
133,T57,T57,Rob Rashell,65,31
134,T57,T57,Chris Riley,67,31
135,T57,T57,Loren Roberts,54,31
136,T57,T57,Rory Sabbatini,81,31
137,T57,T57,Adam Scott,72,31
138,T57,T57,Patrick Sheehan,114,31
139,T57,T57,Heath Slocum,103,31
140,T57,T57,Jeff Sluman,94,31
141,T57,T57,Chris Smith,93,31
142,T57,T57,Darron Stiles,78,31
143,T57,T57,Steve Stricker,62,31
144,T57,T57,Kevin Sutherland,89,31
145,T57,T57,Hideto Tanihara,50,31
146,T57,T57,Vaughn Taylor,99,31
147,T57,T57,Roland Thatcher,75,31
148,T57,T57,Mario Tiziani,67,31
149,T57,T57,D.J. Trahan,81,31
150,T57,T57,Kirk Triplett,55,31
151,T57,T57,Omar Uresti,84,31
152,T57,T57,Bo Van Pelt,112,31
153,T57,T57,Scott Verplank,87,31
154,T57,T57,Duffy Waldorf,86,31
155,T57,T57,Mike Weir,71,31
156,T157,T157,Jason Allred,75,32
157,T157,T157,Tommy Armour III,103,32
158,T157,T157,Paul Azinger,66,32
159,T157,T157,Mark Brooks,72,32
160,T157,T157,Tom Byrum,83,32
161,T157,T157,Alex Cejka,84,32
162,T157,T157,José Coceres,56,32
163,T157,T157,John Cook,72,32
164,T157,T157,Matt Davidson,53,32
165,T157,T157,Brian Davis,75,32
166,T157,T157,John Elliott,58,32
167,T157,T157,Bob Estes,92,32
168,T157,T157,Steve Flesch,90,32
169,T157,T157,Dan Forsman,52,32
170,T157,T157,Fred Funk,102,32
171,T157,T157,Robert Gamez,91,32
172,T157,T157,Matt Gogel,78,32
173,T157,T157,Jay Haas,54,32
174,T157,T157,Hunter Haas,83,32
175,T157,T157,Todd Hamilton,94,32
176,T157,T157,Jeff Hart,63,32
177,T157,T157,Bob Heintz,67,32
178,T157,T157,Glen Hnatiuk,59,32
179,T157,T157,Bradley Hughes,52,32
180,T157,T157,John Huston,90,32
181,T157,T157,Skip Kendall,80,32
182,T157,T157,Bernhard Langer,67,32
183,T157,T157,Franklin Langham,91,32
184,T157,T157,Thomas Levet,54,32
185,T157,T157,Frank Lickliter II,100,32
186,T157,T157,Will MacKenzie,75,32
187,T157,T157,Andrew Magee,82,32
188,T157,T157,Rocco Mediate,73,32
189,T157,T157,Shaun Micheel,81,32
190,T157,T157,Larry Mize,54,32
191,T157,T157,Mark O'Meara,66,32
