,First_Tee_Early_Par_4_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Par_4_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Par_4_Scoring_Average_PLAYER NAME,First_Tee_Early_Par_4_Scoring_Average_ROUNDS,First_Tee_Early_Par_4_Scoring_Average_AVG,First_Tee_Early_Par_4_Scoring_Average_TOTAL STROKES,First_Tee_Early_Par_4_Scoring_Average_TOTAL HOLES
0,T1,T1,Phil Mickelson,81,3.93,822,209
1,T1,T1,Tiger Woods,76,3.93,350,89
2,T3,T3,Jim Furyk,94,3.94,1106,281
3,T3,T3,Justin Rose,99,3.94,1175,298
4,T5,T5,Stuart Appleby,84,3.95,864,219
5,T5,T5,Olin Browne,99,3.95,1046,265
6,T5,T5,Dudley Hart,84,3.95,948,240
7,T5,T5,Vijay Singh,111,3.95,817,207
8,T5,T5,David Toms,87,3.95,821,208
9,T10,T10,Doug Barron,70,3.96,987,249
10,T10,T10,Dan Forsman,52,3.96,657,166
11,T10,T10,Stephen Leaney,89,3.96,867,219
12,T10,T10,Scott Verplank,87,3.96,1049,265
13,T14,T14,Jeff Brehaut,71,3.97,755,190
14,T14,T14,Richard Johnson,50,3.97,464,117
15,T14,T14,Adam Scott,72,3.97,782,197
16,T17,T17,José Coceres,56,3.98,677,170
17,T17,T17,Davis Love III,80,3.98,823,207
18,T17,T17,Bo Van Pelt,112,3.98,1455,366
19,T20,T20,Hunter Haas,83,3.99,922,231
20,T20,T20,Charles Howell III,95,3.99,1133,284
21,T22,T22,Paul Azinger,66,4.0,829,207
22,T22,T22,Bart Bryant,91,4.0,1455,364
23,T22,T22,Luke Donald,67,4.0,788,197
24,T22,T22,Steve Elkington,67,4.0,992,248
25,T22,T22,Brian Gay,101,4.0,1197,299
26,T22,T22,Scott Gutschewski,86,4.0,1209,302
27,T22,T22,Tim Herron,100,4.0,1488,372
28,T22,T22,Billy Mayfair,114,4.0,1619,405
29,T22,T22,Mark O'Meara,66,4.0,908,227
30,T22,T22,José María Olazábal,55,4.0,688,172
31,T22,T22,Kenny Perry,82,4.0,736,184
32,T22,T22,Brett Quigley,96,4.0,1007,252
