,Tenth_Tee_Early_Round_2_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_2_Scoring_Average_AVG,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Shigeki Maruyama,66.8,334,5
1,2,2,Phil Mickelson,67.25,269,4
2,3,3,John Senden,67.67,609,9
3,T4,T4,Brandt Jobe,68.0,408,6
4,T4,T4,Tiger Woods,68.0,136,2
5,6,6,Brett Wetterich,68.38,547,8
6,T7,T7,Mark Calcavecchia,68.4,342,5
7,T7,T7,Luke Donald,68.4,342,5
8,T9,T9,Arjun Atwal,68.5,274,4
9,T9,T9,Tom Lehman,68.5,411,6
10,T9,T9,Arron Oberholser,68.5,274,4
11,12,12,Charles Howell III,68.57,480,7
12,13,13,Rocco Mediate,68.67,618,9
13,14,14,Geoff Ogilvy,68.71,481,7
14,15,15,Scott Verplank,68.75,275,4
15,16,16,Will MacKenzie,68.8,344,5
16,T17,T17,Tim Herron,68.83,413,6
17,T17,T17,Bob Tway,68.83,413,6
18,19,19,Corey Pavin,69.0,207,3
19,T20,T20,Tim Clark,69.17,415,6
20,T20,T20,Retief Goosen,69.17,415,6
21,T20,T20,Ryuji Imada,69.17,415,6
22,T23,T23,Stuart Appleby,69.25,277,4
23,T23,T23,Chad Campbell,69.25,277,4
24,25,25,Joey Snyder III,69.29,485,7
25,T26,T26,Glen Day,69.33,416,6
26,T26,T26,Matt Kuchar,69.33,208,3
27,T26,T26,José María Olazábal,69.33,208,3
28,T29,T29,Dudley Hart,69.43,486,7
29,T29,T29,Phillip Price,69.43,486,7
30,T31,T31,Tom Byrum,69.5,417,6
31,T31,T31,Charles Warren,69.5,278,4
32,33,33,Harrison Frazar,69.56,626,9
33,34,34,Hank Kuehne,69.6,348,5
34,T35,T35,Ben Crane,69.67,209,3
35,T35,T35,Steve Jones,69.67,209,3
36,T35,T35,Kent Jones,69.67,418,6
37,T35,T35,Justin Rose,69.67,418,6
38,T39,T39,Briny Baird,69.75,558,8
39,T39,T39,Sergio Garcia,69.75,279,4
40,T39,T39,Franklin Langham,69.75,558,8
41,T39,T39,David Toms,69.75,279,4
42,43,43,Vijay Singh,69.78,628,9
43,T44,T44,Jeff Brehaut,69.8,349,5
44,T44,T44,Bob Estes,69.8,349,5
45,T44,T44,Bernhard Langer,69.8,349,5
46,T44,T44,Pat Perez,69.8,349,5
47,T44,T44,Kevin Sutherland,69.8,349,5
48,49,49,Len Mattiace,69.83,419,6
49,50,50,Brett Quigley,69.88,559,8
50,T51,T51,Billy Andrade,70.0,700,10
51,T51,T51,Craig Barlow,70.0,280,4
52,T51,T51,James Driscoll,70.0,210,3
53,T51,T51,Mathias Grönberg,70.0,350,5
54,T51,T51,Hunter Haas,70.0,490,7
55,T51,T51,Loren Roberts,70.0,70,1
56,T51,T51,Bo Van Pelt,70.0,630,9
57,58,58,Neal Lancaster,70.11,631,9
58,T59,T59,Bart Bryant,70.13,561,8
59,T59,T59,Daniel Chopra,70.13,561,8
60,61,61,Dean Wilson,70.14,491,7
61,T62,T62,Aaron Baddeley,70.17,421,6
62,T62,T62,Padraig Harrington,70.17,421,6
63,T62,T62,Kevin Na,70.17,421,6
64,65,65,Michael Long,70.2,351,5
65,T66,T66,Kenny Perry,70.25,281,4
66,T66,T66,Adam Scott,70.25,281,4
67,T68,T68,Tommy Armour III,70.29,492,7
68,T68,T68,Davis Love III,70.29,492,7
69,T70,T70,Brent Geiberger,70.33,211,3
70,T70,T70,Justin Leonard,70.33,211,3
71,T72,T72,Fred Funk,70.38,563,8
72,T72,T72,Sean O'Hair,70.38,563,8
73,T72,T72,Heath Slocum,70.38,563,8
74,75,75,J.P. Hayes,70.4,352,5
75,T76,T76,Jerry Kelly,70.43,493,7
76,T76,T76,Chris Smith,70.43,493,7
77,T78,T78,Chris DiMarco,70.5,141,2
78,T78,T78,Joe Durant,70.5,282,4
79,T78,T78,Jim Furyk,70.5,423,6
