,Total_Eagles_RANK THIS WEEK,Total_Eagles_RANK LAST WEEK,Total_Eagles_PLAYER NAME,Total_Eagles_ROUNDS,Total_Eagles_TOTAL
0,1,1,Kevin Stadler,96,19
1,2,2,D.J. Trahan,81,18
2,3,3,Joey Snyder III,102,16
3,T4,T4,Harrison Frazar,105,15
4,T4,T4,Billy Mayfair,114,15
5,T6,T6,Brian Davis,75,14
6,T6,T6,Steve Lowery,100,14
7,T8,T8,Brenden Pappas,51,13
8,T8,T8,Vijay Singh,111,13
9,T10,T10,Brian Bateman,98,12
10,T10,T10,Jason Bohn,91,12
11,T10,T10,Mathias Grönberg,60,12
12,T10,T10,Scott Gutschewski,86,12
13,T10,T10,Charles Howell III,95,12
14,T10,T10,Michael Long,72,12
15,T10,T10,John Rollins,97,12
16,T17,T17,Steve Allan,102,11
17,T17,T17,Woody Austin,100,11
18,T17,T17,Aaron Baddeley,84,11
19,T17,T17,Jonathan Byrd,103,11
20,T17,T17,Ben Crane,78,11
21,T17,T17,James Driscoll,73,11
22,T17,T17,Lucas Glover,88,11
23,T17,T17,Shigeki Maruyama,99,11
24,T17,T17,Sean O'Hair,103,11
25,T17,T17,Joe Ogilvie,103,11
26,T17,T17,Jesper Parnevik,84,11
27,T17,T17,D.A. Points,94,11
28,T17,T17,Tag Ridings,93,11
29,T17,T17,Bo Van Pelt,112,11
30,T31,T31,Robert Allenby,95,10
31,T31,T31,Craig Barlow,81,10
32,T31,T31,Hunter Haas,83,10
33,T31,T31,Mark Hensby,70,10
34,T31,T31,Davis Love III,80,10
35,T31,T31,Tiger Woods,76,10
36,T37,T37,Briny Baird,98,9
37,T37,T37,Bart Bryant,91,9
38,T37,T37,Fred Couples,72,9
39,T37,T37,Carlos Franco,78,9
40,T37,T37,Tom Pernice Jr.,111,9
41,T37,T37,John Senden,101,9
42,T37,T37,David Toms,87,9
43,T37,T37,Nick Watney,91,9
44,T45,T45,Michael Allen,90,8
45,T45,T45,Arjun Atwal,65,8
46,T45,T45,Mark Calcavecchia,92,8
47,T45,T45,Tim Clark,92,8
48,T45,T45,Bob Estes,92,8
49,T45,T45,Brent Geiberger,61,8
50,T45,T45,Dudley Hart,84,8
51,T45,T45,David Hearn,68,8
52,T45,T45,Scott Hend,75,8
53,T45,T45,Brandt Jobe,96,8
54,T45,T45,Bernhard Langer,67,8
55,T45,T45,Frank Lickliter II,100,8
56,T45,T45,Peter Lonard,85,8
57,T45,T45,Andrew Magee,82,8
