,Par_5_Eagle_Leaders_RANK THIS WEEK,Par_5_Eagle_Leaders_RANK LAST WEEK,Par_5_Eagle_Leaders_PLAYER NAME,Par_5_Eagle_Leaders_ROUNDS,Par_5_Eagle_Leaders_TOTAL,Par_5_Eagle_Leaders_TOTAL PAR 5 HOLES,Par_5_Eagle_Leaders_TOTAL HOLE OUTS
0,1,1,Kevin Stadler,96,17,328,
1,2,2,D.J. Trahan,81,16,260,3.0
2,T3,T3,Billy Mayfair,114,15,363,2.0
3,T3,T3,Joey Snyder III,102,15,330,2.0
4,T5,T5,Brian Davis,75,13,269,1.0
5,T5,T5,Harrison Frazar,105,13,343,1.0
6,T7,T7,Brian Bateman,98,12,320,1.0
7,T7,T7,Jason Bohn,91,12,295,4.0
8,T7,T7,Scott Gutschewski,86,12,274,2.0
9,T7,T7,Steve Lowery,100,12,334,1.0
10,T11,T11,Aaron Baddeley,84,11,279,1.0
11,T11,T11,Lucas Glover,88,11,294,2.0
12,T11,T11,Mathias Grönberg,60,11,187,3.0
13,T11,T11,Charles Howell III,95,11,294,1.0
14,T11,T11,Sean O'Hair,103,11,313,1.0
15,T11,T11,Joe Ogilvie,103,11,330,
16,T11,T11,Brenden Pappas,51,11,173,
17,T11,T11,John Rollins,97,11,310,5.0
18,T19,T19,Michael Long,72,10,230,2.0
19,T19,T19,Davis Love III,80,10,236,3.0
20,T19,T19,D.A. Points,94,10,308,1.0
21,T19,T19,Vijay Singh,111,10,349,
22,T19,T19,Bo Van Pelt,112,10,377,2.0
23,T24,T24,Robert Allenby,95,9,294,1.0
24,T24,T24,Woody Austin,100,9,326,2.0
25,T24,T24,Bart Bryant,91,9,277,
26,T24,T24,Jonathan Byrd,103,9,328,
27,T24,T24,Fred Couples,72,9,224,
28,T24,T24,Ben Crane,78,9,210,3.0
29,T24,T24,James Driscoll,73,9,250,1.0
30,T24,T24,Carlos Franco,78,9,264,2.0
31,T24,T24,Hunter Haas,83,9,270,1.0
32,T24,T24,Jesper Parnevik,84,9,274,1.0
33,T24,T24,Tag Ridings,93,9,318,2.0
34,T24,T24,John Senden,101,9,336,1.0
35,T36,T36,Steve Allan,102,8,332,2.0
36,T36,T36,Craig Barlow,81,8,268,2.0
37,T36,T36,Tim Clark,92,8,269,2.0
38,T36,T36,Scott Hend,75,8,248,2.0
39,T36,T36,Mark Hensby,70,8,205,1.0
40,T36,T36,Brandt Jobe,96,8,296,
41,T36,T36,Bernhard Langer,67,8,216,1.0
42,T36,T36,Frank Lickliter II,100,8,331,4.0
43,T36,T36,Tom Pernice Jr.,111,8,362,1.0
44,T36,T36,Tim Petrovic,97,8,310,2.0
45,T36,T36,David Toms,87,8,238,1.0
46,T36,T36,Nick Watney,91,8,306,2.0
47,T36,T36,Brett Wetterich,76,8,248,
48,T49,T49,Michael Allen,90,7,294,2.0
49,T49,T49,Chris Anderson,66,7,216,1.0
50,T49,T49,Bob Estes,92,7,285,
51,T49,T49,Brent Geiberger,61,7,189,
52,T49,T49,Dudley Hart,84,7,284,1.0
53,T49,T49,David Hearn,68,7,228,
54,T49,T49,Shigeki Maruyama,99,7,305,2.0
55,T49,T49,Rocco Mediate,73,7,243,1.0
56,T49,T49,Shaun Micheel,81,7,268,1.0
57,T49,T49,Kevin Na,88,7,293,
58,T49,T49,Geoff Ogilvy,97,7,303,
59,T49,T49,Ted Purdy,122,7,382,1.0
60,T49,T49,Rory Sabbatini,81,7,233,
61,T49,T49,Jeff Sluman,94,7,324,2.0
62,T49,T49,Chris Smith,93,7,327,
63,T49,T49,Vaughn Taylor,99,7,335,1.0
64,T49,T49,Charlie Wi,67,7,229,1.0
65,T49,T49,Tiger Woods,76,7,234,
66,T67,T67,Tommy Armour III,103,6,345,1.0
67,T67,T67,Arjun Atwal,65,6,213,2.0
68,T67,T67,Briny Baird,98,6,317,
69,T67,T67,Mark Calcavecchia,92,6,284,
70,T67,T67,Daniel Chopra,108,6,351,1.0
71,T67,T67,John Daly,78,6,244,2.0
72,T67,T67,Chris DiMarco,83,6,238,3.0
73,T67,T67,Steve Flesch,90,6,278,1.0
74,T67,T67,Bob Heintz,67,6,228,2.0
75,T67,T67,J.J. Henry,102,6,337,
76,T67,T67,John Huston,90,6,288,
77,T67,T67,Brendan Jones,81,6,268,
78,T67,T67,Jerry Kelly,101,6,324,1.0
79,T67,T67,Peter Lonard,85,6,268,
80,T67,T67,Kenny Perry,82,6,231,2.0
81,T67,T67,Justin Rose,99,6,324,2.0
82,T67,T67,Charles Warren,89,6,298,1.0
83,T67,T67,Jay Williamson,53,6,189,2.0
84,T85,T85,Jason Allred,75,5,247,1.0
85,T85,T85,Billy Andrade,83,5,290,
86,T85,T85,K.J. Choi,78,5,223,
87,T85,T85,Robert Damron,89,5,310,1.0
88,T85,T85,Jim Furyk,94,5,288,1.0
89,T85,T85,Retief Goosen,71,5,188,1.0
90,T85,T85,Padraig Harrington,50,5,153,1.0
91,T85,T85,Freddie Jacobson,72,5,226,
92,T85,T85,Hank Kuehne,84,5,273,
93,T85,T85,Neal Lancaster,95,5,326,1.0
94,T85,T85,Thomas Levet,54,5,165,
95,T85,T85,J.L. Lewis,98,5,328,1.0
96,T85,T85,Andrew Magee,82,5,266,
97,T85,T85,Hunter Mahan,103,5,330,
98,T85,T85,Greg Owen,84,5,280,
99,T85,T85,Dennis Paulson,63,5,222,
100,T85,T85,Ian Poulter,62,5,173,1.0
101,T85,T85,Adam Scott,72,5,210,
102,T85,T85,Heath Slocum,103,5,323,
103,T85,T85,Hideto Tanihara,50,5,159,2.0
104,T85,T85,Mario Tiziani,67,5,219,
105,T85,T85,Dean Wilson,86,5,292,2.0
106,T107,T107,Cameron Beckman,96,4,310,2.0
107,T107,T107,Jeff Brehaut,71,4,229,
108,T107,T107,Chad Campbell,95,4,279,2.0
