,Par_4_Scoring_Average_RANK THIS WEEK,Par_4_Scoring_Average_RANK LAST WEEK,Par_4_Scoring_Average_PLAYER NAME,Par_4_Scoring_Average_ROUNDS,Par_4_Scoring_Average_AVG,Par_4_Scoring_Average_TOTAL STROKES,Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Tiger Woods,76,3.92,3194,814
1,2,2,Vijay Singh,111,3.96,4701,1186
2,3,3,Phil Mickelson,81,3.97,3205,807
3,T4,T4,Jim Furyk,94,3.99,4048,1015
4,T4,T4,David Toms,87,3.99,3354,840
5,T6,T6,Olin Browne,99,4.0,4016,1003
6,T6,T6,Marco Dawson,82,4.0,3424,855
7,T6,T6,Dan Forsman,52,4.0,2066,516
8,T6,T6,Sergio Garcia,73,4.0,3041,760
9,T6,T6,Richard Johnson,50,4.0,2118,530
10,T6,T6,Kenny Perry,82,4.0,3566,892
11,T12,T12,Tim Herron,100,4.01,4247,1060
12,T12,T12,Billy Mayfair,114,4.01,4700,1171
13,T12,T12,Geoff Ogilvy,97,4.01,4022,1003
14,T12,T12,Bob Tway,87,4.01,3599,897
15,T16,T16,Jeff Brehaut,71,4.02,2825,702
16,T16,T16,Stewart Cink,98,4.02,3918,974
17,T16,T16,Scott Gutschewski,86,4.02,3534,879
18,T16,T16,Dudley Hart,84,4.02,3581,890
19,T16,T16,J.J. Henry,102,4.02,4238,1054
20,T16,T16,Ryuji Imada,78,4.02,3336,829
21,T16,T16,Justin Leonard,78,4.02,3367,837
22,T16,T16,José María Olazábal,55,4.02,2333,580
23,T16,T16,Justin Rose,99,4.02,4020,1000
24,T16,T16,John Senden,101,4.02,4195,1043
25,T16,T16,Joey Sindelar,104,4.02,4341,1080
26,T16,T16,Scott Verplank,87,4.02,3793,943
27,T28,T28,Stuart Appleby,84,4.03,3562,883
28,T28,T28,Arjun Atwal,65,4.03,2786,692
29,T28,T28,Doug Barron,70,4.03,2949,732
30,T28,T28,Jason Bohn,91,4.03,3912,970
31,T28,T28,Bart Bryant,91,4.03,4032,1001
32,T28,T28,Ben Crane,78,4.03,3289,816
33,T28,T28,Chris DiMarco,83,4.03,3296,818
34,T28,T28,Bob Estes,92,4.03,4007,995
35,T28,T28,Harrison Frazar,105,4.03,4294,1065
36,T28,T28,Brandt Jobe,96,4.03,3973,987
37,T28,T28,Zach Johnson,96,4.03,4186,1038
38,T28,T28,Jonathan Kaye,77,4.03,3164,785
39,T28,T28,Davis Love III,80,4.03,3267,811
40,T28,T28,Shigeki Maruyama,99,4.03,4299,1067
41,T28,T28,Sean O'Hair,103,4.03,4338,1076
42,T28,T28,Arron Oberholser,65,4.03,2735,678
43,T28,T28,Tom Pernice Jr.,111,4.03,4569,1133
44,T28,T28,Heath Slocum,103,4.03,4266,1058
45,T28,T28,Joey Snyder III,102,4.03,4183,1037
