,Front_9_Par_3_Scoring_Average_RANK THIS WEEK,Front_9_Par_3_Scoring_Average_RANK LAST WEEK,Front_9_Par_3_Scoring_Average_PLAYER NAME,Front_9_Par_3_Scoring_Average_ROUNDS,Front_9_Par_3_Scoring_Average_AVG,Front_9_Par_3_Scoring_Average_TOTAL STROKES,Front_9_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Bill Glasson,54,2.94,317,108
1,T2,T2,Jeff Brehaut,71,2.96,409,138
2,T2,T2,Chad Campbell,95,2.96,557,188
3,T2,T2,Ben Crane,78,2.96,450,152
4,T5,T5,Stewart Cink,98,2.97,529,178
5,T5,T5,Luke Donald,67,2.97,345,116
6,T5,T5,Jim Furyk,94,2.97,547,184
7,T5,T5,Lee Janzen,75,2.97,446,150
8,T5,T5,Corey Pavin,77,2.97,440,148
9,T10,T10,Woody Austin,100,2.98,602,202
10,T10,T10,Steve Elkington,67,2.98,423,142
11,T10,T10,Jeff Hart,63,2.98,382,128
12,T10,T10,Mark Wilson,74,2.98,429,144
13,T14,T14,Bob Estes,92,2.99,574,192
14,T14,T14,Brad Faxon,75,2.99,431,144
15,T14,T14,Kenny Perry,82,2.99,479,160
16,T14,T14,Kirk Triplett,55,2.99,311,104
17,T18,T18,Kent Jones,99,3.0,607,202
18,T18,T18,Phil Mickelson,81,3.0,432,144
19,T18,T18,Carl Pettersson,109,3.0,641,214
20,T21,T21,Tommy Armour III,103,3.01,645,214
21,T21,T21,Briny Baird,98,3.01,601,200
22,T21,T21,Gavin Coles,70,3.01,434,144
23,T21,T21,Thomas Levet,54,3.01,319,106
24,T21,T21,Larry Mize,54,3.01,307,102
25,T21,T21,Phillip Price,77,3.01,458,152
26,T21,T21,Loren Roberts,54,3.01,325,108
27,T21,T21,Hidemichi Tanaka,106,3.01,626,208
28,T29,T29,Stephen Ames,82,3.02,483,160
29,T29,T29,Doug Barron,70,3.02,441,146
30,T29,T29,Jason Bohn,91,3.02,568,188
31,T29,T29,Bart Bryant,91,3.02,543,180
32,T29,T29,Tom Byrum,83,3.02,514,170
33,T29,T29,Lucas Glover,88,3.02,531,176
34,T29,T29,J.P. Hayes,63,3.02,392,130
35,T29,T29,Richard Johnson,50,3.02,314,104
36,T29,T29,Matt Kuchar,60,3.02,381,126
37,T29,T29,Billy Mayfair,114,3.02,677,224
38,T29,T29,Arron Oberholser,65,3.02,392,130
39,T29,T29,Geoff Ogilvy,97,3.02,562,186
40,T29,T29,Justin Rose,99,3.02,573,190
41,T29,T29,Vijay Singh,111,3.02,659,218
42,T29,T29,Heath Slocum,103,3.02,610,202
43,T29,T29,Duffy Waldorf,86,3.02,483,160
