,Tenth_Tee_Early_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_1_Scoring_Average_AVG,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Tom Lehman,67.0,67,1
1,T1,T1,Lee Westwood,67.0,134,2
2,3,3,Larry Mize,67.5,135,2
3,T4,T4,Marco Dawson,67.75,271,4
4,T4,T4,Phillip Price,67.75,271,4
5,6,6,Carlos Franco,68.0,340,5
6,7,7,Kenny Perry,68.29,478,7
7,8,8,Jesper Parnevik,68.4,342,5
8,T9,T9,Bart Bryant,68.5,137,2
9,T9,T9,Mathias Grönberg,68.5,137,2
10,T9,T9,J.P. Hayes,68.5,274,4
11,12,12,Darron Stiles,68.75,275,4
12,13,13,Tiger Woods,68.8,688,10
13,T14,T14,Jason Bohn,69.0,414,6
14,T14,T14,Mark Calcavecchia,69.0,207,3
15,T14,T14,Sergio Garcia,69.0,276,4
16,17,17,D.J. Trahan,69.2,346,5
17,18,18,Ben Crane,69.25,277,4
18,19,19,Steve Jones,69.33,208,3
19,20,20,Carl Pettersson,69.43,486,7
20,21,21,Cameron Beckman,69.5,278,4
21,22,22,Scott Gutschewski,69.6,348,5
22,T23,T23,Aaron Baddeley,69.67,418,6
23,T23,T23,Robert Gamez,69.67,418,6
24,T25,T25,John Huston,69.75,279,4
25,T25,T25,Phil Mickelson,69.75,279,4
26,T25,T25,Kirk Triplett,69.75,279,4
27,T28,T28,Briny Baird,69.8,698,10
28,T28,T28,Steve Elkington,69.8,349,5
29,T30,T30,Alex Cejka,69.83,419,6
30,T30,T30,Richard Johnson,69.83,419,6
31,32,32,Vijay Singh,69.86,489,7
32,T33,T33,Jerry Kelly,69.88,559,8
33,T33,T33,David Toms,69.88,559,8
34,T35,T35,Stewart Cink,70.0,490,7
35,T35,T35,Robert Damron,70.0,420,6
36,T35,T35,Brent Geiberger,70.0,280,4
37,T35,T35,Retief Goosen,70.0,70,1
38,T35,T35,Arron Oberholser,70.0,140,2
39,T35,T35,Tom Pernice Jr.,70.0,420,6
40,T35,T35,Ted Purdy,70.0,420,6
41,T35,T35,Charlie Wi,70.0,420,6
42,T43,T43,Tom Byrum,70.2,351,5
43,T43,T43,Luke Donald,70.2,351,5
44,T43,T43,Freddie Jacobson,70.2,351,5
45,46,46,Dean Wilson,70.22,632,9
46,47,47,Greg Owen,70.25,281,4
47,T48,T48,Jonathan Byrd,70.33,422,6
48,T48,T48,Davis Love III,70.33,211,3
49,T48,T48,Joe Ogilvie,70.33,422,6
50,T51,T51,Glen Day,70.4,352,5
51,T51,T51,Todd Hamilton,70.4,352,5
52,T53,T53,Tim Herron,70.43,493,7
53,T53,T53,Shaun Micheel,70.43,493,7
54,T55,T55,Mark Hensby,70.5,141,2
55,T55,T55,Kent Jones,70.5,423,6
56,T55,T55,Brenden Pappas,70.5,564,8
57,58,58,Andrew Magee,70.56,635,9
58,T59,T59,Michael Allen,70.57,494,7
59,T59,T59,Zach Johnson,70.57,494,7
60,T61,T61,Geoff Ogilvy,70.6,353,5
61,T61,T61,John Rollins,70.6,706,10
62,T63,T63,Brad Faxon,70.67,212,3
63,T63,T63,Ryuji Imada,70.67,424,6
64,T63,T63,Billy Mayfair,70.67,424,6
65,T63,T63,José María Olazábal,70.67,212,3
66,T67,T67,Chad Campbell,70.71,495,7
67,T67,T67,Matt Gogel,70.71,495,7
68,T67,T67,Kevin Sutherland,70.71,495,7
69,70,70,Shigeki Maruyama,70.73,778,11
70,T71,T71,Daniel Chopra,70.75,283,4
71,T71,T71,John Senden,70.75,283,4
72,T71,T71,Tjaart van der Walt,70.75,283,4
73,T71,T71,Mike Weir,70.75,283,4
74,T75,T75,Rich Beem,70.83,425,6
75,T75,T75,Joey Sindelar,70.83,425,6
76,77,77,Justin Rose,70.88,567,8
77,T78,T78,José Coceres,71.0,284,4
78,T78,T78,Dan Forsman,71.0,213,3
79,T78,T78,Harrison Frazar,71.0,355,5
80,T78,T78,Jeff Maggert,71.0,142,2
81,T78,T78,Hunter Mahan,71.0,852,12
82,T78,T78,Corey Pavin,71.0,355,5
83,T78,T78,Brett Quigley,71.0,568,8
84,85,85,J.L. Lewis,71.1,711,10
85,T86,T86,Hunter Haas,71.11,640,9
86,T86,T86,Kevin Na,71.11,640,9
87,T86,T86,Roland Thatcher,71.11,640,9
88,T89,T89,Paul Claxton,71.14,498,7
89,T89,T89,Scott Hend,71.14,498,7
90,T89,T89,Justin Leonard,71.14,498,7
91,T89,T89,Pat Perez,71.14,498,7
92,T93,T93,K.J. Choi,71.17,427,6
93,T93,T93,D.A. Points,71.17,427,6
94,T95,T95,Jim Carter,71.2,356,5
95,T95,T95,Omar Uresti,71.2,356,5
96,T97,T97,Doug Barron,71.25,285,4
97,T97,T97,John Cook,71.25,570,8
