,Total_Birdies_RANK THIS WEEK,Total_Birdies_RANK LAST WEEK,Total_Birdies_PLAYER NAME,Total_Birdies_ROUNDS,Total_Birdies_TOTAL
0,1,1,Ted Purdy,122,437
1,2,2,Vijay Singh,111,432
2,3,3,Bo Van Pelt,112,425
3,4,4,Billy Mayfair,114,410
4,5,5,Patrick Sheehan,114,405
5,6,6,Harrison Frazar,105,391
6,7,7,Tim Herron,100,387
7,8,8,Joey Sindelar,104,385
8,9,9,Carl Pettersson,109,382
9,10,10,Ryan Palmer,101,380
10,11,11,Daniel Chopra,108,379
11,12,12,Hunter Mahan,103,378
12,13,13,Vaughn Taylor,99,376
13,14,14,Woody Austin,100,373
14,15,15,Tom Pernice Jr.,111,372
15,16,16,Joe Ogilvie,103,370
16,T17,T17,Tag Ridings,93,364
17,T17,T17,Hidemichi Tanaka,106,364
18,19,19,Geoff Ogilvy,97,361
19,20,20,Kent Jones,99,360
20,21,21,John Senden,101,357
21,T22,T22,Jonathan Byrd,103,355
22,T22,T22,Jim Furyk,94,355
23,T22,T22,Sean O'Hair,103,355
24,25,25,Zach Johnson,96,354
25,26,26,Frank Lickliter II,100,352
26,T27,T27,Justin Rose,99,350
27,T27,T27,Heath Slocum,103,350
28,29,29,Scott Verplank,87,348
29,T30,T30,Steve Lowery,100,347
30,T30,T30,Shigeki Maruyama,99,347
31,32,32,J.J. Henry,102,345
32,T33,T33,J.L. Lewis,98,344
33,T33,T33,Chris Smith,93,344
34,T35,T35,Briny Baird,98,343
35,T35,T35,Neal Lancaster,95,343
36,37,37,Olin Browne,99,341
37,38,38,Tim Clark,92,340
38,T39,T39,Tommy Armour III,103,339
39,T39,T39,Todd Fischer,99,339
40,T39,T39,John Rollins,97,339
41,42,42,Tiger Woods,76,338
42,T43,T43,Mark Calcavecchia,92,337
43,T43,T43,Jerry Kelly,101,337
44,45,45,Brett Quigley,96,336
45,46,46,Bart Bryant,91,335
46,T47,T47,Robert Gamez,91,334
47,T47,T47,Brandt Jobe,96,334
48,T47,T47,Joey Snyder III,102,334
49,T50,T50,Steve Allan,102,333
50,T50,T50,Kevin Stadler,96,333
51,T52,T52,Cameron Beckman,96,331
52,T52,T52,Charles Warren,89,331
53,T54,T54,Chad Campbell,95,330
54,T54,T54,Brian Gay,101,330
55,56,56,Robert Allenby,95,329
56,57,57,Brian Bateman,98,327
57,58,58,Phil Mickelson,81,326
58,59,59,John Huston,90,320
59,60,60,Jeff Sluman,94,318
60,T61,T61,Stewart Cink,98,317
61,T61,T61,Pat Perez,89,317
62,T61,T61,Nick Watney,91,317
63,T61,T61,Dean Wilson,86,317
64,T65,T65,Jason Bohn,91,316
65,T65,T65,Lucas Glover,88,316
66,T65,T65,Scott Gutschewski,86,316
67,T68,T68,Bob Estes,92,314
68,T68,T68,Rod Pampling,89,314
69,T70,T70,Michael Allen,90,311
70,T70,T70,Fred Funk,102,311
71,T70,T70,David Toms,87,311
72,73,73,Todd Hamilton,94,310
73,T74,T74,Billy Andrade,83,309
74,T74,T74,Dudley Hart,84,309
75,T74,T74,Tim Petrovic,97,309
76,77,77,Marco Dawson,82,308
77,78,78,Charles Howell III,95,307
78,79,79,Kenny Perry,82,306
79,80,80,Kevin Sutherland,89,305
80,81,81,Duffy Waldorf,86,304
81,82,82,D.A. Points,94,300
82,T83,T83,Aaron Baddeley,84,297
83,T83,T83,Stephen Leaney,89,297
84,85,85,Omar Uresti,84,293
85,86,86,Kevin Na,88,292
86,87,87,Bob Tway,87,291
87,88,88,Hunter Haas,83,288
88,89,89,Robert Damron,89,287
89,90,90,Greg Owen,84,284
90,91,91,Joe Durant,81,283
91,T92,T92,Stuart Appleby,84,282
92,T92,T92,John Daly,78,282
93,T92,T92,Peter Lonard,85,282
94,T92,T92,Darron Stiles,78,282
95,96,96,Hank Kuehne,84,281
96,T97,T97,Ben Crane,78,280
97,T97,T97,Davis Love III,80,280
98,99,99,Brett Wetterich,76,279
99,100,100,Jonathan Kaye,77,276
100,101,101,Ryuji Imada,78,275
101,T102,T102,Craig Barlow,81,274
102,T102,T102,Steve Flesch,90,274
103,T102,T102,Jesper Parnevik,84,274
104,T102,T102,Rory Sabbatini,81,274
105,106,106,Brendan Jones,81,270
106,107,107,Justin Leonard,78,268
107,108,108,D.J. Trahan,81,267
108,109,109,Brian Davis,75,266
109,T110,T110,Stephen Ames,82,265
110,T110,T110,Tom Byrum,83,265
111,T112,T112,Arjun Atwal,65,264
112,T112,T112,Franklin Langham,91,264
113,T114,T114,Will MacKenzie,75,263
114,T114,T114,Jeff Maggert,79,263
115,T116,T116,Chris DiMarco,83,262
116,T116,T116,Phillip Price,77,262
117,118,118,Scott Hend,75,261
118,T119,T119,Alex Cejka,84,260
119,T119,T119,Glen Day,80,260
120,121,121,Brad Faxon,75,259
121,T122,T122,Fred Couples,72,258
122,T122,T122,Carlos Franco,78,258
123,T124,T124,Bob Heintz,67,257
124,T124,T124,Andrew Magee,82,257
125,T126,T126,K.J. Choi,78,254
126,T126,T126,Sergio Garcia,73,254
127,T128,T128,Paul Claxton,79,253
128,T128,T128,Scott McCarron,78,253
129,T130,T130,Paul Gow,78,251
130,T130,T130,Lee Janzen,75,251
131,T130,T130,Shaun Micheel,81,251
132,T130,T130,Mark Wilson,74,251
133,134,134,Tom Gillis,77,250
134,135,135,Roland Thatcher,75,249
135,T136,T136,Doug Barron,70,248
136,T136,T136,Jeff Brehaut,71,248
137,T136,T136,Rocco Mediate,73,248
138,T136,T136,Corey Pavin,77,248
139,140,140,Matt Gogel,78,245
140,141,141,Len Mattiace,86,244
141,142,142,Adam Scott,72,242
142,143,143,Mark Hensby,70,241
143,T144,T144,Freddie Jacobson,72,239
144,T144,T144,Skip Kendall,80,239
145,T144,T144,Steve Stricker,62,239
146,147,147,Gavin Coles,70,237
147,148,148,Paul Azinger,66,234
148,149,149,John Cook,72,233
149,T150,T150,D.J. Brigman,76,229
150,T150,T150,Retief Goosen,71,229
151,T150,T150,David Hearn,68,229
152,153,153,Tom Lehman,69,227
153,154,154,James Driscoll,73,226
154,155,155,Jason Allred,75,224
155,156,156,J.P. Hayes,63,223
156,157,157,Steve Elkington,67,222
157,158,158,Bernhard Langer,67,218
158,T159,T159,Justin Bolli,65,217
159,T159,T159,Charlie Wi,67,217
160,T161,T161,Michael Long,72,216
161,T161,T161,Mario Tiziani,67,216
162,T163,T163,Arron Oberholser,65,215
163,T163,T163,Mike Weir,71,215
164,165,165,Mark Brooks,72,211
165,166,166,Danny Briggs,70,209
166,167,167,Luke Donald,67,205
167,168,168,Brenden Pappas,51,204
168,169,169,Chris Anderson,66,202
169,170,170,Dennis Paulson,63,198
170,171,171,Mathias Grönberg,60,197
171,T172,T172,Rich Beem,66,193
172,T172,T172,Mark O'Meara,66,193
173,T174,T174,Richard Johnson,50,192
174,T174,T174,Craig Perks,67,192
175,176,176,José María Olazábal,55,191
176,T177,T177,Rob Rashell,65,190
177,T177,T177,Tjaart van der Walt,56,190
178,179,179,Matt Kuchar,60,189
179,T180,T180,Dan Forsman,52,188
180,T180,T180,Chris Riley,67,188
181,182,182,Ben Curtis,65,187
182,183,183,John Elliott,58,186
183,T184,T184,Glen Hnatiuk,59,183
184,T184,T184,Kirk Triplett,55,183
185,186,186,Loren Roberts,54,182
186,T187,T187,José Coceres,56,181
187,T187,T187,Jeff Hart,63,181
188,189,189,Ian Poulter,62,178
189,190,190,Brent Geiberger,61,177
190,191,191,Jay Williamson,53,171
191,192,192,Jay Haas,54,168
192,193,193,Padraig Harrington,50,162
193,T194,T194,Matt Davidson,53,161
194,T194,T194,Bradley Hughes,52,161
195,196,196,Larry Mize,54,158
196,197,197,Jim Carter,62,156
197,198,198,Lee Westwood,50,155
198,T199,T199,Bill Glasson,54,154
199,T199,T199,Thomas Levet,54,154
200,201,201,Hideto Tanihara,50,140
201,202,202,Steve Jones,56,139
