,Front_9_Scoring_Average_RANK THIS WEEK,Front_9_Scoring_Average_RANK LAST WEEK,Front_9_Scoring_Average_PLAYER NAME,Front_9_Scoring_Average_ROUNDS,Front_9_Scoring_Average_AVG,Front_9_Scoring_Average_TOTAL STROKES,Front_9_Scoring_Average_TOTAL HOLES
0,1,1,Vijay Singh,111,34.46,3756,109
1,2,2,David Toms,87,34.53,2659,77
2,3,3,Ben Crane,78,34.54,2556,74
3,4,4,Tiger Woods,76,34.55,2557,74
4,T5,T5,Phil Mickelson,81,34.69,2567,74
5,T5,T5,Kenny Perry,82,34.69,2775,80
6,7,7,Steve Elkington,67,34.75,2328,67
7,8,8,Luke Donald,67,34.82,2089,60
8,9,9,Sergio Garcia,73,34.85,2370,68
9,10,10,Tim Herron,100,34.9,3455,99
10,T11,T11,Stewart Cink,98,34.91,3142,90
11,T11,T11,Jim Furyk,94,34.91,3247,93
12,13,13,Billy Mayfair,114,34.93,3842,110
13,14,14,Richard Johnson,50,34.94,1747,50
14,15,15,Geoff Ogilvy,97,34.95,3250,93
15,T16,T16,Stuart Appleby,84,34.98,2798,80
16,T16,T16,Scott Verplank,87,34.98,3008,86
17,T18,T18,Bart Bryant,91,35.0,3185,91
18,T18,T18,Scott Gutschewski,86,35.0,2870,82
19,20,20,Tim Clark,92,35.03,3048,87
20,T21,T21,Mark Calcavecchia,92,35.07,3156,90
21,T21,T21,Dudley Hart,84,35.07,2946,84
22,23,23,Bob Estes,92,35.08,3227,92
23,24,24,Arjun Atwal,65,35.09,2281,65
24,T25,T25,Mathias Grönberg,60,35.1,2036,58
25,T25,T25,Arron Oberholser,65,35.1,2211,63
26,T27,T27,Marco Dawson,82,35.11,2879,82
27,T27,T27,Brad Faxon,75,35.11,2493,71
28,T27,T27,Harrison Frazar,105,35.11,3546,101
29,T27,T27,Shigeki Maruyama,99,35.11,3441,98
30,T27,T27,Rod Pampling,89,35.11,2949,84
31,T27,T27,Phillip Price,77,35.11,2563,73
32,T33,T33,Woody Austin,100,35.12,3512,100
33,T33,T33,Chris DiMarco,83,35.12,2634,75
34,T33,T33,Carl Pettersson,109,35.12,3688,105
35,36,36,Justin Leonard,78,35.13,2635,75
36,37,37,Brandt Jobe,96,35.14,3233,92
37,38,38,Dan Forsman,52,35.16,1758,50
38,39,39,Dean Wilson,86,35.17,3025,86
39,40,40,Jason Bohn,91,35.19,3202,91
40,T41,T41,Jeff Brehaut,71,35.21,2359,67
41,T41,T41,José María Olazábal,55,35.21,1866,53
42,T43,T43,Olin Browne,99,35.22,3346,95
43,T43,T43,Brett Wetterich,76,35.22,2606,74
44,45,45,Omar Uresti,84,35.23,2959,84
45,46,46,Gavin Coles,70,35.24,2467,70
46,T47,T47,Davis Love III,80,35.25,2644,75
47,T47,T47,Ryan Palmer,101,35.25,3419,97
48,49,49,Ryuji Imada,78,35.26,2750,78
49,T50,T50,Padraig Harrington,50,35.27,1693,48
50,T50,T50,Zach Johnson,96,35.27,3351,95
51,T50,T50,Brenden Pappas,51,35.27,1799,51
52,T50,T50,Brett Quigley,96,35.27,3245,92
53,T50,T50,Mark Wilson,74,35.27,2469,70
54,T55,T55,Joe Durant,81,35.28,2858,81
55,T55,T55,Lucas Glover,88,35.28,3034,86
56,T55,T55,Charles Howell III,95,35.28,3175,90
57,T58,T58,Brian Davis,75,35.29,2647,75
58,T58,T58,Justin Rose,99,35.29,3353,95
59,T58,T58,Bo Van Pelt,112,35.29,3952,112
60,T61,T61,Stephen Leaney,89,35.3,3036,86
61,T61,T61,J.L. Lewis,98,35.3,3459,98
62,T61,T61,Hidemichi Tanaka,106,35.3,3601,102
63,64,64,D.A. Points,94,35.31,3178,90
64,T65,T65,Stephen Ames,82,35.33,2791,79
65,T65,T65,Chad Campbell,95,35.33,3250,92
66,T65,T65,Sean O'Hair,103,35.33,3498,99
67,T65,T65,Darron Stiles,78,35.33,2685,76
68,T65,T65,Kevin Sutherland,89,35.33,3074,87
69,T70,T70,Robert Gamez,91,35.34,3216,91
70,T70,T70,Will MacKenzie,75,35.34,2580,73
71,72,72,Daniel Chopra,108,35.35,3676,104
72,73,73,Briny Baird,98,35.36,3395,96
73,T74,T74,Adam Scott,72,35.37,2405,68
74,T74,T74,John Senden,101,35.37,3502,99
75,T76,T76,Matt Kuchar,60,35.38,2123,60
76,T76,T76,Heath Slocum,103,35.38,3503,99
77,T76,T76,Nick Watney,91,35.38,3149,89
78,T76,T76,Charlie Wi,67,35.38,2300,65
79,80,80,Carlos Franco,78,35.39,2690,76
80,T81,T81,Robert Allenby,95,35.4,3151,89
81,T81,T81,Tommy Armour III,103,35.4,3646,103
82,T83,T83,Billy Andrade,83,35.41,2939,83
83,T83,T83,Jonathan Byrd,103,35.41,3506,99
84,T83,T83,John Huston,90,35.41,3045,86
85,86,86,Jerry Kelly,101,35.42,3507,99
86,T87,T87,Aaron Baddeley,84,35.44,2906,82
87,T87,T87,Doug Barron,70,35.44,2481,70
88,T87,T87,Kent Jones,99,35.44,3438,97
89,T87,T87,Jesper Parnevik,84,35.44,2906,82
90,T87,T87,Jeff Sluman,94,35.44,3331,94
91,T92,T92,Tom Byrum,83,35.45,2942,83
92,T92,T92,Tom Pernice Jr.,111,35.45,3793,107
93,T92,T92,Kevin Stadler,96,35.45,3261,92
94,T92,T92,Steve Stricker,62,35.45,2198,62
95,T92,T92,Vaughn Taylor,99,35.45,3510,99
96,T92,T92,Bob Tway,87,35.45,2942,83
97,98,98,Duffy Waldorf,86,35.46,2908,82
98,T99,T99,Fred Funk,102,35.47,3582,101
99,T99,T99,Neal Lancaster,95,35.47,3370,95
100,T99,T99,Rocco Mediate,73,35.47,2589,73
101,T99,T99,Tim Petrovic,97,35.47,3299,93
102,T103,T103,Hunter Haas,83,35.48,2803,79
103,T103,T103,Corey Pavin,77,35.48,2590,73
104,T103,T103,D.J. Trahan,81,35.48,2732,77
105,T106,T106,Craig Barlow,81,35.49,2733,77
106,T106,T106,Retief Goosen,71,35.49,2165,61
107,T108,T108,Chris Anderson,66,35.5,2201,62
108,T108,T108,Steve Lowery,100,35.5,3408,96
109,T110,T110,Paul Claxton,79,35.51,2805,79
110,T110,T110,J.P. Hayes,63,35.51,2237,63
111,T110,T110,Bernhard Langer,67,35.51,2379,67
112,T113,T113,Bob Heintz,67,35.52,2380,67
113,T113,T113,J.J. Henry,102,35.52,3552,100
114,T113,T113,Ted Purdy,122,35.52,4334,122
115,T113,T113,Patrick Sheehan,114,35.52,3907,110
116,T113,T113,Joey Sindelar,104,35.52,3694,104
117,118,118,Joe Ogilvie,103,35.53,3517,99
118,T119,T119,Glen Day,80,35.54,2772,78
119,T119,T119,Tom Lehman,69,35.54,2381,67
120,T119,T119,Pat Perez,89,35.54,3163,89
121,122,122,Greg Owen,84,35.55,2844,80
122,T123,T123,Todd Fischer,99,35.56,3449,97
123,T123,T123,Joey Snyder III,102,35.56,3485,98
124,T125,T125,Brian Bateman,98,35.57,3344,94
125,T125,T125,Shaun Micheel,81,35.57,2810,79
126,T127,T127,Paul Gow,78,35.58,2633,74
127,T127,T127,Glen Hnatiuk,59,35.58,1957,55
128,129,129,Alex Cejka,84,35.59,2883,81
129,T130,T130,Steve Flesch,90,35.6,3026,85
130,T130,T130,Brian Gay,101,35.6,3524,99
131,T130,T130,David Hearn,68,35.6,2421,68
132,T130,T130,Kevin Na,88,35.6,3062,86
133,T130,T130,Rory Sabbatini,81,35.6,2777,78
134,T135,T135,K.J. Choi,78,35.62,2600,73
135,T135,T135,Lee Janzen,75,35.62,2600,73
136,T135,T135,Loren Roberts,54,35.62,1888,53
137,T138,T138,Cameron Beckman,96,35.63,3278,92
138,T138,T138,Tag Ridings,93,35.63,3242,91
139,T140,T140,Matt Gogel,78,35.64,2709,76
140,T140,T140,Jeff Hart,63,35.64,2174,61
141,T140,T140,Peter Lonard,85,35.64,2994,84
142,143,143,Fred Couples,72,35.65,2424,68
143,144,144,Chris Smith,93,35.67,3317,93
144,145,145,Mario Tiziani,67,35.68,2319,65
145,T146,T146,James Driscoll,73,35.69,2534,71
146,T146,T146,Freddie Jacobson,72,35.69,2534,71
147,T148,T148,Michael Long,72,35.7,2499,70
148,T148,T148,Jay Williamson,53,35.7,1892,53
149,150,150,Hunter Mahan,103,35.71,3607,101
150,T151,T151,Brendan Jones,81,35.72,2822,79
151,T151,T151,Frank Lickliter II,100,35.72,3429,96
152,153,153,Scott Hend,75,35.73,2608,73
153,T154,T154,Robert Damron,89,35.74,3181,89
154,T154,T154,Larry Mize,54,35.74,1787,50
155,T156,T156,Paul Azinger,66,35.76,2360,66
156,T156,T156,John Rollins,97,35.76,3397,95
157,T156,T156,Charles Warren,89,35.76,3111,87
158,T159,T159,Skip Kendall,80,35.77,2790,78
159,T159,T159,Mike Weir,71,35.77,2361,66
160,161,161,Scott McCarron,78,35.78,2648,74
161,T162,T162,John Cook,72,35.8,2506,70
162,T162,T162,Brent Geiberger,61,35.8,2112,59
163,T162,T162,Jay Haas,54,35.8,1826,51
164,T165,T165,Jonathan Kaye,77,35.81,2650,74
165,T165,T165,Kirk Triplett,55,35.81,1862,52
166,167,167,John Daly,78,35.82,2722,76
167,T168,T168,Justin Bolli,65,35.83,2257,63
168,T168,T168,Tom Gillis,77,35.83,2687,75
169,T170,T170,Franklin Langham,91,35.84,3118,87
170,T170,T170,Jeff Maggert,79,35.84,2652,74
171,172,172,Hank Kuehne,84,35.85,2868,80
172,173,173,Tjaart van der Walt,56,35.86,2008,56
173,T174,T174,Steve Allan,102,35.87,3515,98
174,T174,T174,Michael Allen,90,35.87,3228,90
