,Final_Round_Performance_RANK THIS WEEK,Final_Round_Performance_RANK LAST WEEK,Final_Round_Performance_PLAYER NAME,Final_Round_Performance_EVENTS,Final_Round_Performance_%
48,T47,T47,Lucas Glover,28,62.5
49,T47,T47,Retief Goosen,18,62.5
50,T47,T47,Glen Hnatiuk,21,62.5
51,T47,T47,Justin Leonard,24,62.5
52,53,53,Chad Campbell,27,61.9
53,T54,T54,Jeff Brehaut,23,61.54
54,T54,T54,Hank Kuehne,30,61.54
55,T54,T54,José María Olazábal,16,61.54
56,T54,T54,Mike Weir,23,61.54
57,T58,T58,Dudley Hart,29,61.11
58,T58,T58,David Toms,25,61.11
59,60,60,Heath Slocum,29,60.87
60,T61,T61,John Huston,31,60.0
61,T61,T61,Jerry Kelly,31,60.0
62,T61,T61,Joey Snyder III,31,60.0
63,T61,T61,Kevin Stadler,33,60.0
64,T61,T61,Hidemichi Tanaka,34,60.0
65,T66,T66,Fred Funk,30,59.09
66,T66,T66,Jim Furyk,26,59.09
67,T66,T66,Tim Herron,28,59.09
68,T69,T69,D.J. Brigman,26,58.33
69,T69,T69,Tom Pernice Jr.,32,58.33
70,T69,T69,Mark Wilson,25,58.33
71,72,72,Bart Bryant,26,57.89
72,T73,T73,Tim Clark,26,57.14
73,T73,T73,Tom Lehman,20,57.14
74,T75,T75,Billy Andrade,26,56.25
75,T75,T75,Chris DiMarco,24,56.25
76,T75,T75,Joe Durant,25,56.25
77,T75,T75,Sergio Garcia,20,56.25
78,T79,T79,Brian Bateman,32,55.56
79,T79,T79,Jason Bohn,28,55.56
80,T79,T79,Bob Heintz,24,55.56
81,T79,T79,Neal Lancaster,31,55.56
82,T79,T79,Billy Mayfair,31,55.56
83,T84,T84,Doug Barron,24,54.55
84,T84,T84,James Driscoll,26,54.55
85,T84,T84,Matt Gogel,28,54.55
86,T84,T84,Justin Rose,28,54.55
87,T84,T84,Patrick Sheehan,35,54.55
88,T89,T89,Tom Byrum,27,53.33
89,T89,T89,Brian Davis,23,53.33
90,91,91,Cameron Beckman,31,52.94
91,T92,T92,J.L. Lewis,30,52.63
92,T92,T92,Hunter Mahan,34,52.63
93,T94,T94,Harrison Frazar,31,52.38
94,T94,T94,Carl Pettersson,34,52.38
95,T96,T96,Stuart Appleby,25,50.0
96,T96,T96,Justin Bolli,24,50.0
97,T96,T96,Danny Briggs,29,50.0
98,T96,T96,Luke Donald,18,50.0
99,T96,T96,John Elliott,25,50.0
100,T96,T96,Todd Fischer,35,50.0
101,T96,T96,Tom Gillis,28,50.0
102,T96,T96,Scott Gutschewski,27,50.0
103,T96,T96,Todd Hamilton,31,50.0
104,T96,T96,J.P. Hayes,22,50.0
105,T96,T96,Bradley Hughes,20,50.0
106,T96,T96,Zach Johnson,30,50.0
107,T96,T96,Brendan Jones,28,50.0
108,T96,T96,Skip Kendall,32,50.0
109,T96,T96,Stephen Leaney,29,50.0
110,T96,T96,Michael Long,26,50.0
111,T96,T96,Sean O'Hair,29,50.0
112,T96,T96,Arron Oberholser,21,50.0
113,T96,T96,Brenden Pappas,15,50.0
114,T96,T96,Jeff Sluman,28,50.0
115,T96,T96,Scott Verplank,25,50.0
116,T117,T117,Tommy Armour III,29,47.83
117,T117,T117,Joey Sindelar,29,47.83
118,T119,T119,Frank Lickliter II,33,47.37
119,T119,T119,Ryan Palmer,32,47.37
120,T121,T121,K.J. Choi,24,47.06
121,T121,T121,Peter Lonard,27,47.06
122,T121,T121,Adam Scott,19,47.06
123,T124,T124,John Daly,25,46.67
124,T124,T124,Mark Hensby,21,46.67
125,T124,T124,Rory Sabbatini,26,46.67
126,127,127,Paul Gow,27,46.15
127,T128,T128,Paul Claxton,29,45.45
128,T128,T128,Jay Haas,16,45.45
129,T128,T128,John Senden,29,45.45
130,T131,T131,Daniel Chopra,34,45.0
131,T131,T131,Rod Pampling,26,45.0
132,T133,T133,Stephen Ames,24,44.44
133,T133,T133,Briny Baird,33,44.44
134,T133,T133,Marco Dawson,23,44.44
135,T133,T133,Scott Hend,28,44.44
136,T133,T133,Matt Kuchar,21,44.44
137,T133,T133,Thomas Levet,20,44.44
138,T133,T133,Larry Mize,18,44.44
139,T133,T133,Kenny Perry,23,44.44
140,141,141,Arjun Atwal,17,43.75
141,T142,T142,Geoff Ogilvy,26,43.48
142,T142,T142,Bo Van Pelt,33,43.48
143,T144,T144,Bill Glasson,21,42.86
144,T144,T144,Hunter Haas,28,42.86
145,T144,T144,Steve Jones,20,42.86
146,T144,T144,Andrew Magee,29,42.86
147,T144,T144,Ted Purdy,34,42.86
148,T144,T144,Rob Rashell,25,42.86
149,T144,T144,Chris Smith,32,42.86
150,T144,T144,D.J. Trahan,28,42.86
151,T144,T144,Nick Watney,31,42.86
152,153,153,John Rollins,30,42.11
153,T154,T154,Will MacKenzie,25,41.67
154,T154,T154,Roland Thatcher,26,41.67
155,T156,T156,Paul Azinger,22,40.0
156,T156,T156,Craig Barlow,26,40.0
157,T156,T156,Mark Brooks,28,40.0
158,T156,T156,Carlos Franco,25,40.0
159,T156,T156,David Hearn,24,40.0
160,T156,T156,Ryuji Imada,25,40.0
161,T156,T156,Ian Poulter,20,40.0
162,T156,T156,Chris Riley,25,40.0
163,T156,T156,Steve Stricker,21,40.0
164,T165,T165,Steve Lowery,32,38.89
165,T165,T165,Pat Perez,28,38.89
166,167,167,Woody Austin,30,38.1
167,T168,T168,Chris Anderson,25,37.5
168,T168,T168,Jeff Maggert,25,37.5
169,T168,T168,Scott McCarron,24,37.5
170,T168,T168,Duffy Waldorf,28,37.5
171,T172,T172,Steve Allan,32,36.84
172,T172,T172,Kevin Sutherland,26,36.84
173,T174,T174,Mathias Grönberg,19,36.36
174,T174,T174,Mario Tiziani,23,36.36
175,T174,T174,Charlie Wi,23,36.36
176,177,177,Freddie Jacobson,23,35.71
177,T178,T178,Robert Gamez,28,35.29
178,T178,T178,Kent Jones,32,35.29
179,180,180,Mark Calcavecchia,27,35.0
180,T181,T181,Ben Curtis,24,33.33
181,T181,T181,Matt Davidson,20,33.33
182,T181,T181,Jeff Hart,23,33.33
183,T181,T181,Jesper Parnevik,24,33.33
184,T181,T181,Craig Perks,27,33.33
185,T181,T181,Brett Quigley,31,33.33
186,T181,T181,Hideto Tanihara,20,33.33
187,T181,T181,Kirk Triplett,18,33.33
188,189,189,Steve Flesch,30,31.25
189,T190,T190,Alex Cejka,31,30.77
190,T190,T190,Gavin Coles,22,30.77
191,T190,T190,Phillip Price,25,30.77
192,T193,T193,José Coceres,22,28.57
193,T193,T193,Franklin Langham,31,28.57
194,195,195,Shaun Micheel,29,27.27
195,196,196,Mark O'Meara,21,25.0
196,197,197,Dean Wilson,27,23.53
197,198,198,Darron Stiles,26,23.08
198,199,199,Len Mattiace,34,20.0
199,200,200,Lee Westwood,15,18.18
200,201,201,Brett Wetterich,28,10.0
201,202,202,Jason Allred,29,0.0
