,Final_Round_Performance_RANK THIS WEEK,Final_Round_Performance_RANK LAST WEEK,Final_Round_Performance_PLAYER NAME,Final_Round_Performance_EVENTS,Final_Round_Performance_%
0,1,1,Tiger Woods,21,94.44
1,2,2,Charles Warren,31,86.67
2,3,3,Corey Pavin,23,80.0
3,4,4,Bernhard Langer,19,78.57
4,5,5,Ben Crane,21,77.78
5,6,6,Glen Day,27,76.92
6,7,7,Vijay Singh,30,76.0
7,T8,T8,Aaron Baddeley,27,75.0
8,T8,T8,Dennis Paulson,24,75.0
9,10,10,Greg Owen,24,73.68
10,T11,T11,Jonathan Kaye,24,73.33
11,T11,T11,Kevin Na,32,73.33
12,T11,T11,D.A. Points,33,73.33
13,14,14,Bob Estes,25,72.73
14,T15,T15,Fred Couples,22,71.43
15,T15,T15,Brad Faxon,23,71.43
16,T17,T17,John Cook,26,70.0
17,T17,T17,Brent Geiberger,21,70.0
18,T17,T17,Padraig Harrington,15,70.0
19,T17,T17,Charles Howell III,29,70.0
20,T17,T17,Loren Roberts,18,70.0
21,T17,T17,Vaughn Taylor,32,70.0
22,T23,T23,Robert Allenby,31,68.75
23,T23,T23,Rocco Mediate,24,68.75
24,T23,T23,Tag Ridings,31,68.75
25,T23,T23,Omar Uresti,27,68.75
26,27,27,Phil Mickelson,21,68.42
27,T28,T28,Jonathan Byrd,31,68.18
28,T28,T28,Brandt Jobe,27,68.18
29,T28,T28,Shigeki Maruyama,29,68.18
30,T31,T31,Michael Allen,30,66.67
31,T31,T31,Jim Carter,25,66.67
32,T31,T31,Steve Elkington,20,66.67
33,T31,T31,Dan Forsman,17,66.67
34,T31,T31,Brian Gay,33,66.67
35,T31,T31,Richard Johnson,16,66.67
36,T31,T31,Davis Love III,24,66.67
37,T31,T31,Joe Ogilvie,30,66.67
38,T31,T31,Bob Tway,26,66.67
39,T31,T31,Tjaart van der Walt,19,66.67
40,T41,T41,Olin Browne,29,65.0
41,T41,T41,J.J. Henry,32,65.0
42,43,43,Tim Petrovic,32,64.71
43,T44,T44,Stewart Cink,26,63.64
44,T44,T44,Lee Janzen,26,63.64
45,T44,T44,Jay Williamson,16,63.64
46,T47,T47,Rich Beem,26,62.5
47,T47,T47,Robert Damron,28,62.5
