,Late_Par_4_Scoring_Average_RANK THIS WEEK,Late_Par_4_Scoring_Average_RANK LAST WEEK,Late_Par_4_Scoring_Average_PLAYER NAME,Late_Par_4_Scoring_Average_ROUNDS,Late_Par_4_Scoring_Average_AVG,Late_Par_4_Scoring_Average_TOTAL STROKES,Late_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Tiger Woods,76,3.93,2335,594
1,2,2,Vijay Singh,111,3.96,3138,793
2,3,3,Marco Dawson,82,3.97,1574,396
3,T4,T4,Joe Durant,81,3.98,1745,438
4,T4,T4,David Hearn,68,3.98,1302,327
5,T4,T4,Brandt Jobe,96,3.98,1795,451
6,T4,T4,Mark Wilson,74,3.98,1519,382
7,T8,T8,Sergio Garcia,73,3.99,1979,496
8,T8,T8,Phil Mickelson,81,3.99,1892,474
9,T8,T8,Joey Sindelar,104,3.99,2281,571
10,T11,T11,Ben Crane,78,4.0,1719,430
11,T11,T11,Jonathan Kaye,77,4.0,1483,371
12,T11,T11,Sean O'Hair,103,4.0,1971,493
13,T11,T11,Darron Stiles,78,4.0,1687,422
14,T11,T11,Steve Stricker,62,4.0,1313,328
15,T11,T11,Vaughn Taylor,99,4.0,2050,512
16,T11,T11,Bob Tway,87,4.0,1819,455
17,T18,T18,Arjun Atwal,65,4.01,1243,310
18,T18,T18,Olin Browne,99,4.01,2096,523
19,T18,T18,Jim Furyk,94,4.01,2440,608
20,T18,T18,Heath Slocum,103,4.01,1862,464
21,T22,T22,Stewart Cink,98,4.02,1868,465
22,T22,T22,Brian Davis,75,4.02,1477,367
23,T22,T22,Bob Estes,92,4.02,1706,424
24,T22,T22,Lucas Glover,88,4.02,1624,404
25,T22,T22,Matt Gogel,78,4.02,1505,374
26,T22,T22,J.J. Henry,102,4.02,1919,477
27,T22,T22,Zach Johnson,96,4.02,2135,531
28,T22,T22,Richard Johnson,50,4.02,1281,319
29,T22,T22,Billy Mayfair,114,4.02,2338,582
30,T22,T22,Geoff Ogilvy,97,4.02,2165,539
31,T22,T22,Kenny Perry,82,4.02,2269,565
32,T22,T22,Phillip Price,77,4.02,1259,313
33,T22,T22,Charles Warren,89,4.02,1763,439
34,T35,T35,Jeff Brehaut,71,4.03,1523,378
35,T35,T35,Jonathan Byrd,103,4.03,1835,455
36,T35,T35,K.J. Choi,78,4.03,1758,436
