,First_Tee_Late_Par_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_3_Scoring_Average_ROUNDS,First_Tee_Late_Par_3_Scoring_Average_AVG,First_Tee_Late_Par_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,José María Olazábal,55,2.88,225,78
1,2,2,Mark Brooks,72,2.92,152,52
2,T3,T3,Aaron Baddeley,84,2.95,271,92
3,T3,T3,Chad Campbell,95,2.95,387,131
4,T3,T3,Ben Crane,78,2.95,342,116
5,T3,T3,Scott Hend,75,2.95,277,94
6,T7,T7,Tom Byrum,83,2.96,269,91
7,T7,T7,Brenden Pappas,51,2.96,213,72
8,T9,T9,Brad Faxon,75,2.97,309,104
9,T9,T9,Mark O'Meara,66,2.97,214,72
10,T11,T11,Stewart Cink,98,2.98,378,127
11,T11,T11,Jim Furyk,94,2.98,525,176
12,T11,T11,Robert Gamez,91,2.98,274,92
13,T11,T11,Jeff Maggert,79,2.98,238,80
14,T15,T15,Fred Funk,102,2.99,413,138
15,T15,T15,Lucas Glover,88,2.99,338,113
16,T15,T15,David Hearn,68,2.99,206,69
17,T15,T15,Jerry Kelly,101,2.99,442,148
18,T19,T19,Jason Bohn,91,3.0,372,124
19,T19,T19,Carlos Franco,78,3.0,264,88
20,T19,T19,Mathias Grönberg,60,3.0,228,76
21,T19,T19,Tom Lehman,69,3.0,180,60
22,T19,T19,Mario Tiziani,67,3.0,135,45
23,T19,T19,Omar Uresti,84,3.0,231,77
24,T19,T19,Charlie Wi,67,3.0,243,81
25,T26,T26,Fred Couples,72,3.01,274,91
26,T26,T26,Glen Day,80,3.01,232,77
27,T26,T26,Matt Gogel,78,3.01,232,77
28,T26,T26,Kenny Perry,82,3.01,517,172
29,T26,T26,Duffy Waldorf,86,3.01,244,81
30,T31,T31,Doug Barron,70,3.02,281,93
31,T31,T31,Todd Hamilton,94,3.02,381,126
32,T31,T31,J.J. Henry,102,3.02,380,126
