,Early_Par_3_Scoring_Average_RANK THIS WEEK,Early_Par_3_Scoring_Average_RANK LAST WEEK,Early_Par_3_Scoring_Average_PLAYER NAME,Early_Par_3_Scoring_Average_ROUNDS,Early_Par_3_Scoring_Average_AVG,Early_Par_3_Scoring_Average_TOTAL STROKES,Early_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Loren Roberts,54,2.9,278,96
1,2,2,Kirk Triplett,55,2.92,269,92
2,T3,T3,Corey Pavin,77,2.93,419,143
3,T3,T3,Mark Wilson,74,2.93,392,134
4,T5,T5,Bart Bryant,91,2.95,520,176
5,T5,T5,Jim Furyk,94,2.95,433,147
6,T7,T7,Arjun Atwal,65,2.97,433,146
7,T7,T7,Matt Kuchar,60,2.97,339,114
8,T9,T9,Luke Donald,67,2.98,325,109
9,T9,T9,Bob Estes,92,2.98,650,218
10,T9,T9,Carlos Franco,78,2.98,444,149
11,T9,T9,Bill Glasson,54,2.98,352,118
12,T9,T9,J.P. Hayes,63,2.98,378,127
13,T9,T9,Shigeki Maruyama,99,2.98,557,187
14,T15,T15,Olin Browne,99,2.99,569,190
15,T15,T15,Ben Crane,78,2.99,434,145
16,T15,T15,Chris DiMarco,83,2.99,380,127
17,T15,T15,Heath Slocum,103,2.99,687,230
18,T19,T19,Brad Faxon,75,3.0,417,139
19,T19,T19,Harrison Frazar,105,3.0,570,190
20,T19,T19,Hunter Haas,83,3.0,498,166
21,T19,T19,Bob Heintz,67,3.0,387,129
22,T19,T19,Tim Herron,100,3.0,607,202
23,T19,T19,Freddie Jacobson,72,3.0,333,111
24,T19,T19,Phil Mickelson,81,3.0,354,118
25,T19,T19,Carl Pettersson,109,3.0,636,212
26,T19,T19,Phillip Price,77,3.0,528,176
27,T19,T19,Vaughn Taylor,99,3.0,607,202
28,T19,T19,Tiger Woods,76,3.0,234,78
29,T30,T30,Stephen Ames,82,3.01,536,178
30,T30,T30,Chad Campbell,95,3.01,566,188
31,T30,T30,Stewart Cink,98,3.01,575,191
32,T30,T30,Gavin Coles,70,3.01,460,153
33,T30,T30,Jeff Hart,63,3.01,385,128
34,T30,T30,Kent Jones,99,3.01,656,218
35,T30,T30,Tag Ridings,93,3.01,539,179
36,T30,T30,Justin Rose,99,3.01,563,187
37,T30,T30,Rory Sabbatini,81,3.01,466,155
38,T30,T30,Kevin Sutherland,89,3.01,560,186
39,T40,T40,Robert Gamez,91,3.02,620,205
40,T40,T40,Richard Johnson,50,3.02,251,83
41,T40,T40,Jerry Kelly,101,3.02,586,194
42,T40,T40,Steve Lowery,100,3.02,598,198
43,T40,T40,Patrick Sheehan,114,3.02,757,251
44,T40,T40,Mario Tiziani,67,3.02,456,151
45,T40,T40,Brett Wetterich,76,3.02,426,141
46,T47,T47,Briny Baird,98,3.03,631,208
