,First_Tee_Early_Par_5_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Par_5_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Par_5_Scoring_Average_PLAYER NAME,First_Tee_Early_Par_5_Scoring_Average_ROUNDS,First_Tee_Early_Par_5_Scoring_Average_AVG,First_Tee_Early_Par_5_Scoring_Average_TOTAL STROKES,First_Tee_Early_Par_5_Scoring_Average_TOTAL HOLES
0,T1,T1,Retief Goosen,71,4.45,267,60
1,T1,T1,Adam Scott,72,4.45,258,58
2,T3,T3,Scott Gutschewski,86,4.49,431,96
3,T3,T3,Scott Verplank,87,4.49,328,73
4,5,5,Richard Johnson,50,4.5,162,36
5,6,6,Scott McCarron,78,4.51,320,71
6,T7,T7,John Daly,78,4.52,348,77
7,T7,T7,Vijay Singh,111,4.52,276,61
8,9,9,Jason Bohn,91,4.53,344,76
9,T10,T10,James Driscoll,73,4.54,418,92
10,T10,T10,Kevin Sutherland,89,4.54,418,92
11,T10,T10,Nick Watney,91,4.54,431,95
12,T13,T13,Paul Claxton,79,4.55,350,77
13,T13,T13,Glen Hnatiuk,59,4.55,323,71
14,T13,T13,Zach Johnson,96,4.55,396,87
15,T13,T13,Billy Mayfair,114,4.55,510,112
16,T17,T17,Robert Allenby,95,4.56,397,87
17,T17,T17,Phil Mickelson,81,4.56,269,59
18,T19,T19,Woody Austin,100,4.57,635,139
19,T19,T19,Lucas Glover,88,4.57,503,110
20,T19,T19,Duffy Waldorf,86,4.57,462,101
21,T22,T22,Tim Clark,92,4.58,339,74
22,T22,T22,John Huston,90,4.58,389,85
23,24,24,Brenden Pappas,51,4.59,211,46
24,T25,T25,Brian Bateman,98,4.6,460,100
25,T25,T25,Ben Crane,78,4.6,290,63
26,T25,T25,Mathias Grönberg,60,4.6,267,58
27,T25,T25,John Senden,101,4.6,566,123
28,T25,T25,Brett Wetterich,76,4.6,267,58
29,T30,T30,Justin Bolli,65,4.61,286,62
