,Front_9_Round_2_Scoring_Average_RANK THIS WEEK,Front_9_Round_2_Scoring_Average_RANK LAST WEEK,Front_9_Round_2_Scoring_Average_PLAYER NAME,Front_9_Round_2_Scoring_Average_AVG,Front_9_Round_2_Scoring_Average_TOTAL STROKES,Front_9_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,34.2,684,20
1,2,2,John Senden,34.25,959,28
2,3,3,Phil Mickelson,34.26,651,19
3,T4,T4,Dudley Hart,34.32,755,22
4,T4,T4,Kenny Perry,34.32,755,22
5,T6,T6,Justin Rose,34.52,932,27
6,T6,T6,Kevin Sutherland,34.52,863,25
7,8,8,Scott Verplank,34.57,795,23
8,9,9,Vijay Singh,34.59,1003,29
9,10,10,Luke Donald,34.63,554,16
10,11,11,Mark Calcavecchia,34.64,866,25
11,12,12,Billy Mayfair,34.67,1040,30
12,13,13,Mark Wilson,34.71,833,24
13,14,14,Jerry Kelly,34.72,1007,29
14,T15,T15,Steve Flesch,34.74,938,27
15,T15,T15,Phillip Price,34.74,799,23
16,T17,T17,Brad Faxon,34.77,765,22
17,T17,T17,Scott Gutschewski,34.77,904,26
18,T19,T19,Stuart Appleby,34.78,800,23
19,T19,T19,Stephen Leaney,34.78,939,27
20,T19,T19,Arron Oberholser,34.78,626,18
21,T22,T22,Tommy Armour III,34.79,1009,29
22,T22,T22,Jonathan Byrd,34.79,1009,29
23,T22,T22,Tim Clark,34.79,835,24
24,T22,T22,Steve Elkington,34.79,661,19
25,26,26,Tim Herron,34.81,940,27
26,T27,T27,Stephen Ames,34.82,766,22
27,T27,T27,Arjun Atwal,34.82,592,17
28,T29,T29,Sergio Garcia,34.83,627,18
29,T29,T29,Tag Ridings,34.83,1045,30
30,31,31,Ben Crane,34.84,662,19
31,32,32,Brian Davis,34.86,767,22
32,T33,T33,Dan Forsman,34.88,558,16
33,T33,T33,Dean Wilson,34.88,907,26
34,T35,T35,J.P. Hayes,34.9,733,21
35,T35,T35,Steve Stricker,34.9,733,21
36,37,37,Bo Van Pelt,34.91,1152,33
37,38,38,Ryuji Imada,34.92,873,25
38,T39,T39,Neal Lancaster,34.93,1013,29
39,T39,T39,Brett Quigley,34.93,1048,30
40,T41,T41,Corey Pavin,34.95,769,22
41,T41,T41,David Toms,34.95,734,21
42,T43,T43,Zach Johnson,34.97,1014,29
43,T43,T43,Nick Watney,34.97,1049,30
44,T45,T45,Stewart Cink,35.0,840,24
45,T45,T45,Brandt Jobe,35.0,910,26
46,T45,T45,Lee Westwood,35.0,490,14
47,T48,T48,Hank Kuehne,35.04,946,27
48,T48,T48,Shigeki Maruyama,35.04,981,28
49,50,50,Charlie Wi,35.05,736,21
