,First_Tee_Late_Round_5_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_5_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_5_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_5_Scoring_Average_AVG,First_Tee_Late_Round_5_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_5_Scoring_Average_TOTAL ROUNDS
0,1,1,Justin Leonard,67.0,67,1
1,T2,T2,Tim Clark,69.0,69,1
2,T2,T2,Loren Roberts,69.0,69,1
3,T2,T2,John Senden,69.0,69,1
4,5,5,Jerry Kelly,70.0,70,1
5,T6,T6,Jim Furyk,71.0,71,1
6,T6,T6,Ryuji Imada,71.0,71,1
7,T6,T6,Davis Love III,71.0,71,1
8,T6,T6,Phil Mickelson,71.0,71,1
9,T6,T6,Ian Poulter,71.0,71,1
10,11,11,Peter Lonard,72.0,72,1
11,T12,T12,Freddie Jacobson,73.0,73,1
12,T12,T12,Joe Ogilvie,73.0,73,1
13,T12,T12,Ted Purdy,73.0,73,1
14,T12,T12,Chris Riley,73.0,73,1
15,T12,T12,Scott Verplank,73.0,73,1
16,17,17,Robert Damron,77.0,77,1
17,18,18,Chris Smith,78.0,78,1
