,Late_Round_2_Scoring_Average_RANK THIS WEEK,Late_Round_2_Scoring_Average_RANK LAST WEEK,Late_Round_2_Scoring_Average_PLAYER NAME,Late_Round_2_Scoring_Average_AVG,Late_Round_2_Scoring_Average_TOTAL STROKES,Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Phil Mickelson,68.73,756,11
1,2,2,Tiger Woods,68.76,1169,17
2,3,3,Ben Crane,68.86,482,7
3,4,4,Justin Rose,69.0,759,11
4,T5,T5,Vijay Singh,69.08,829,12
5,T5,T5,Scott Verplank,69.08,829,12
6,7,7,John Senden,69.2,1038,15
7,8,8,Nick Watney,69.29,970,14
8,9,9,Mark Wilson,69.33,832,12
9,T10,T10,Arron Oberholser,69.4,694,10
10,T10,T10,Steve Stricker,69.4,694,10
11,12,12,Zach Johnson,69.41,1180,17
12,13,13,Joey Sindelar,69.53,1043,15
13,14,14,Dudley Hart,69.55,765,11
14,15,15,Mathias Grönberg,69.57,487,7
15,16,16,Justin Leonard,69.58,835,12
16,17,17,Robert Damron,69.64,975,14
17,18,18,Ted Purdy,69.77,907,13
18,T19,T19,Arjun Atwal,69.8,698,10
19,T19,T19,Kevin Sutherland,69.8,1047,15
20,T21,T21,Tim Clark,69.82,768,11
21,T21,T21,Tag Ridings,69.82,768,11
22,23,23,Kenny Perry,69.86,978,14
23,24,24,Paul Gow,69.88,559,8
24,T25,T25,Steve Elkington,70.0,770,11
25,T25,T25,Fred Funk,70.0,840,12
26,T25,T25,Sergio Garcia,70.0,560,8
27,T25,T25,Tim Herron,70.0,700,10
28,29,29,Steve Allan,70.06,1121,16
29,T30,T30,Woody Austin,70.08,841,12
30,T30,T30,Neal Lancaster,70.08,911,13
31,T30,T30,Sean O'Hair,70.08,841,12
32,T30,T30,Hidemichi Tanaka,70.08,911,13
33,34,34,Brandt Jobe,70.1,701,10
34,T35,T35,Todd Fischer,70.11,1332,19
35,T35,T35,Jim Furyk,70.11,631,9
36,T37,T37,Glen Hnatiuk,70.13,561,8
37,T37,T37,Bradley Hughes,70.13,561,8
38,39,39,Jeff Sluman,70.15,912,13
39,40,40,Chad Campbell,70.2,1053,15
40,41,41,Aaron Baddeley,70.23,913,13
41,42,42,Stewart Cink,70.25,1124,16
42,43,43,José María Olazábal,70.3,703,10
43,T44,T44,Olin Browne,70.31,1125,16
44,T44,T44,Jonathan Kaye,70.31,914,13
45,46,46,J.L. Lewis,70.32,1336,19
46,T47,T47,Robert Gamez,70.33,844,12
47,T47,T47,Corey Pavin,70.33,844,12
48,49,49,Brian Davis,70.36,774,11
49,T50,T50,Joe Ogilvie,70.4,704,10
50,T50,T50,Loren Roberts,70.4,704,10
51,52,52,Glen Day,70.42,845,12
52,53,53,Billy Mayfair,70.43,986,14
53,T54,T54,Retief Goosen,70.44,634,9
54,T54,T54,J.J. Henry,70.44,1127,16
55,T54,T54,Brett Quigley,70.44,1127,16
56,57,57,Doug Barron,70.45,775,11
57,58,58,Greg Owen,70.46,916,13
58,T59,T59,Tommy Armour III,70.47,1057,15
59,T59,T59,Brian Gay,70.47,1198,17
60,T59,T59,Kent Jones,70.47,1057,15
61,T59,T59,Vaughn Taylor,70.47,1198,17
62,63,63,Marco Dawson,70.5,846,12
63,64,64,Jerry Kelly,70.53,1340,19
64,T65,T65,Hunter Mahan,70.56,1129,16
65,T65,T65,Brenden Pappas,70.56,635,9
66,T65,T65,Carl Pettersson,70.56,1270,18
67,T65,T65,Kirk Triplett,70.56,635,9
68,69,69,Joe Durant,70.57,988,14
69,70,70,Bob Estes,70.58,847,12
70,T71,T71,Scott Gutschewski,70.6,706,10
71,T71,T71,Jay Williamson,70.6,706,10
72,T73,T73,Rocco Mediate,70.63,565,8
73,T73,T73,Larry Mize,70.63,565,8
74,T75,T75,Lee Janzen,70.64,989,14
75,T75,T75,Bo Van Pelt,70.64,777,11
76,77,77,Tim Petrovic,70.65,1201,17
77,T78,T78,Chris Anderson,70.67,848,12
78,T78,T78,Matt Gogel,70.67,1060,15
79,80,80,David Hearn,70.7,707,10
80,81,81,John Cook,70.71,990,14
81,82,82,Bernhard Langer,70.73,778,11
82,T83,T83,Bill Glasson,70.75,566,8
83,T83,T83,Darron Stiles,70.75,849,12
84,85,85,Stephen Leaney,70.77,920,13
85,86,86,Frank Lickliter II,70.82,1204,17
86,87,87,Pat Perez,70.83,850,12
87,88,88,D.J. Trahan,70.85,921,13
88,T89,T89,Jonathan Byrd,70.88,1134,16
89,T89,T89,John Rollins,70.88,1134,16
90,T91,T91,Brad Faxon,70.89,638,9
91,T91,T91,Mark Hensby,70.89,638,9
92,T93,T93,Will MacKenzie,70.91,780,11
93,T93,T93,Geoff Ogilvy,70.91,780,11
94,T95,T95,Craig Barlow,70.92,922,13
95,T95,T95,Gavin Coles,70.92,851,12
96,T95,T95,Duffy Waldorf,70.92,851,12
97,T95,T95,Charles Warren,70.92,922,13
98,T99,T99,Robert Allenby,70.93,1064,15
99,T99,T99,D.A. Points,70.93,993,14
100,T101,T101,Shigeki Maruyama,70.94,1206,17
101,T101,T101,Shaun Micheel,70.94,1135,16
102,T101,T101,Chris Smith,70.94,1206,17
103,T104,T104,K.J. Choi,71.0,852,12
104,T104,T104,Fred Couples,71.0,568,8
105,T104,T104,Freddie Jacobson,71.0,639,9
106,T104,T104,Jesper Parnevik,71.0,852,12
107,T104,T104,Phillip Price,71.0,639,9
108,T104,T104,Lee Westwood,71.0,426,6
109,T110,T110,Mark Calcavecchia,71.07,995,14
110,T110,T110,Harrison Frazar,71.07,1066,15
111,T110,T110,Dean Wilson,71.07,995,14
112,T113,T113,Billy Andrade,71.08,853,12
113,T113,T113,Jim Carter,71.08,853,12
114,115,115,Carlos Franco,71.09,782,11
115,T116,T116,Davis Love III,71.1,711,10
116,T116,T116,Rob Rashell,71.1,711,10
117,T118,T118,Jason Bohn,71.13,1067,15
118,T118,T118,Dan Forsman,71.13,569,8
119,T120,T120,Jay Haas,71.14,498,7
120,T120,T120,Hunter Haas,71.14,996,14
121,122,122,David Toms,71.15,925,13
122,T123,T123,Chris DiMarco,71.17,854,12
123,T123,T123,Thomas Levet,71.17,854,12
124,125,125,Tjaart van der Walt,71.3,713,10
125,T126,T126,John Huston,71.33,1070,15
126,T126,T126,Adam Scott,71.33,642,9
127,128,128,José Coceres,71.36,785,11
128,129,129,Bob Tway,71.43,1000,14
129,T130,T130,Tom Byrum,71.45,786,11
130,T130,T130,Brendan Jones,71.45,786,11
131,132,132,Joey Snyder III,71.5,858,12
132,T133,T133,D.J. Brigman,71.54,930,13
133,T133,T133,Charles Howell III,71.54,930,13
134,T135,T135,Bart Bryant,71.55,787,11
135,T135,T135,Michael Long,71.55,787,11
136,137,137,Tom Pernice Jr.,71.57,1002,14
137,138,138,Kevin Stadler,71.59,1217,17
138,139,139,Stephen Ames,71.6,716,10
139,T140,T140,Briny Baird,71.64,1003,14
140,T140,T140,Justin Bolli,71.64,788,11
141,T142,T142,Cameron Beckman,71.67,860,12
142,T142,T142,Jeff Hart,71.67,860,12
143,T142,T142,Heath Slocum,71.67,1075,15
144,145,145,Patrick Sheehan,71.69,1147,16
145,146,146,Ryan Palmer,71.73,1076,15
146,T147,T147,Luke Donald,71.75,574,8
147,T147,T147,Dennis Paulson,71.75,574,8
148,149,149,Brent Geiberger,71.78,646,9
