,First_Tee_Late_Round_4_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_4_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_4_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_4_Scoring_Average_AVG,First_Tee_Late_Round_4_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_4_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Mark Brooks,66.0,66,1
1,T1,T1,Glen Day,66.0,198,3
2,T1,T1,Skip Kendall,66.0,66,1
3,T4,T4,Michael Allen,67.0,134,2
4,T4,T4,Hunter Mahan,67.0,67,1
5,T4,T4,Mario Tiziani,67.0,67,1
6,T7,T7,Hank Kuehne,68.0,68,1
7,T7,T7,Heath Slocum,68.0,544,8
8,T7,T7,Omar Uresti,68.0,204,3
9,T7,T7,Charles Warren,68.0,340,5
10,T11,T11,Ben Crane,68.4,684,10
11,T11,T11,Lucas Glover,68.4,342,5
12,T13,T13,J.J. Henry,68.43,479,7
13,T13,T13,Tiger Woods,68.43,958,14
14,15,15,Tom Gillis,68.5,137,2
15,T16,T16,Padraig Harrington,68.6,343,5
16,T16,T16,Tim Petrovic,68.6,343,5
17,T18,T18,Jeff Hart,69.0,69,1
18,T18,T18,Lee Janzen,69.0,207,3
19,T18,T18,Rocco Mediate,69.0,276,4
20,T18,T18,David Toms,69.0,897,13
21,T18,T18,Tjaart van der Walt,69.0,138,2
22,T18,T18,Charlie Wi,69.0,138,2
23,T24,T24,D.A. Points,69.25,277,4
24,T24,T24,Steve Stricker,69.25,277,4
25,26,26,J.P. Hayes,69.33,208,3
26,T27,T27,Chris Anderson,69.5,139,2
27,T27,T27,D.J. Brigman,69.5,139,2
28,T27,T27,Nick Watney,69.5,417,6
29,30,30,Vijay Singh,69.55,1391,20
30,T31,T31,John Cook,69.6,348,5
31,T31,T31,Bob Estes,69.6,348,5
32,T33,T33,Aaron Baddeley,69.67,418,6
33,T33,T33,Ryan Palmer,69.67,418,6
34,T33,T33,Brenden Pappas,69.67,209,3
35,36,36,Brad Faxon,69.75,558,8
36,37,37,Bart Bryant,69.78,628,9
37,T38,T38,Robert Allenby,69.86,489,7
38,T38,T38,Jeff Brehaut,69.86,489,7
39,T40,T40,Rich Beem,70.0,70,1
40,T40,T40,Carlos Franco,70.0,350,5
41,T40,T40,Bradley Hughes,70.0,70,1
42,T40,T40,Brendan Jones,70.0,140,2
43,44,44,Jim Furyk,70.12,1192,17
44,45,45,Bob Tway,70.13,561,8
45,46,46,Doug Barron,70.17,421,6
46,47,47,Scott McCarron,70.2,351,5
47,48,48,Joe Ogilvie,70.25,562,8
48,T49,T49,José Coceres,70.33,211,3
49,T49,T49,Paul Gow,70.33,211,3
50,T49,T49,Scott Gutschewski,70.33,422,6
51,T49,T49,David Hearn,70.33,211,3
52,T49,T49,Jeff Maggert,70.33,422,6
53,T49,T49,Rod Pampling,70.33,633,9
54,T49,T49,Justin Rose,70.33,633,9
55,56,56,Chris DiMarco,70.38,563,8
56,T57,T57,Fred Couples,70.4,352,5
57,T57,T57,Matt Gogel,70.4,352,5
58,T57,T57,Jonathan Kaye,70.4,352,5
59,60,60,Neal Lancaster,70.43,493,7
60,T61,T61,Jason Allred,70.5,141,2
61,T61,T61,Olin Browne,70.5,564,8
62,T61,T61,Brent Geiberger,70.5,141,2
63,T61,T61,Bob Heintz,70.5,141,2
64,T61,T61,Ryuji Imada,70.5,282,4
65,T61,T61,Brandt Jobe,70.5,564,8
66,T61,T61,J.L. Lewis,70.5,423,6
67,T61,T61,Corey Pavin,70.5,423,6
68,T61,T61,Loren Roberts,70.5,282,4
69,70,70,Shigeki Maruyama,70.56,635,9
70,71,71,Joe Durant,70.57,494,7
71,72,72,Billy Mayfair,70.6,706,10
72,T73,T73,Mark Calcavecchia,70.67,424,6
73,T73,T73,Robert Damron,70.67,212,3
74,T73,T73,Fred Funk,70.67,636,9
75,T73,T73,Sergio Garcia,70.67,636,9
76,T73,T73,Chris Riley,70.67,212,3
77,T78,T78,Arron Oberholser,70.75,566,8
78,T78,T78,Darron Stiles,70.75,566,8
79,80,80,Marco Dawson,70.78,637,9
80,T81,T81,Matt Kuchar,70.8,354,5
81,T81,T81,Tag Ridings,70.8,354,5
82,83,83,Steve Elkington,70.86,496,7
83,T84,T84,Steve Allan,70.88,567,8
84,T84,T84,Vaughn Taylor,70.88,567,8
85,86,86,Davis Love III,70.9,709,10
86,T87,T87,Chad Campbell,71.0,710,10
87,T87,T87,Matt Davidson,71.0,71,1
88,T87,T87,Brian Davis,71.0,426,6
89,T87,T87,Robert Gamez,71.0,284,4
90,T87,T87,Glen Hnatiuk,71.0,71,1
91,T87,T87,John Huston,71.0,497,7
92,T87,T87,Jerry Kelly,71.0,639,9
93,T87,T87,Tom Lehman,71.0,142,2
94,T87,T87,Thomas Levet,71.0,142,2
95,T87,T87,Frank Lickliter II,71.0,213,3
96,T87,T87,Will MacKenzie,71.0,142,2
97,T87,T87,Craig Perks,71.0,142,2
98,T87,T87,Ted Purdy,71.0,426,6
99,T87,T87,Mark Wilson,71.0,355,5
100,101,101,Bo Van Pelt,71.08,853,12
101,102,102,Stephen Leaney,71.1,711,10
102,103,103,Shaun Micheel,71.14,498,7
103,104,104,Brett Wetterich,71.17,427,6
104,105,105,Jason Bohn,71.25,855,12
105,106,106,Kenny Perry,71.33,1070,15
106,T107,T107,Scott Hend,71.5,286,4
107,T107,T107,Bernhard Langer,71.5,429,6
108,T107,T107,Steve Lowery,71.5,572,8
109,T107,T107,Kevin Stadler,71.5,286,4
110,T107,T107,Roland Thatcher,71.5,286,4
111,112,112,Tom Pernice Jr.,71.56,644,9
112,113,113,Billy Andrade,71.57,501,7
113,114,114,Brian Gay,71.63,573,8
114,115,115,Geoff Ogilvy,71.64,1003,14
115,T116,T116,Richard Johnson,71.67,430,6
116,T116,T116,Justin Leonard,71.67,645,9
117,T116,T116,Michael Long,71.67,215,3
118,T116,T116,Greg Owen,71.67,645,9
119,T116,T116,Phillip Price,71.67,215,3
120,121,121,Sean O'Hair,71.7,717,10
121,122,122,D.J. Trahan,71.71,502,7
122,T123,T123,Stewart Cink,71.75,574,8
123,T123,T123,Paul Claxton,71.75,287,4
124,T123,T123,Zach Johnson,71.75,574,8
125,T123,T123,Phil Mickelson,71.75,861,12
126,T123,T123,Jay Williamson,71.75,287,4
127,T128,T128,John Daly,71.8,359,5
128,T128,T128,Harrison Frazar,71.8,718,10
129,T128,T128,Pat Perez,71.8,718,10
130,T128,T128,Chris Smith,71.8,359,5
131,T132,T132,Mark Hensby,71.83,431,6
132,T132,T132,Kevin Na,71.83,431,6
133,T132,T132,Scott Verplank,71.83,862,12
134,135,135,Joey Snyder III,71.86,503,7
135,136,136,Jeff Sluman,71.88,575,8
136,137,137,Luke Donald,71.89,647,9
137,T138,T138,Stephen Ames,72.0,504,7
138,T138,T138,Cameron Beckman,72.0,216,3
139,T138,T138,K.J. Choi,72.0,504,7
140,T138,T138,Dennis Paulson,72.0,72,1
141,142,142,Tim Clark,72.09,793,11
142,143,143,Dean Wilson,72.1,721,10
143,144,144,Freddie Jacobson,72.13,577,8
144,T145,T145,Craig Barlow,72.14,505,7
145,T145,T145,Todd Fischer,72.14,505,7
146,T147,T147,Briny Baird,72.17,433,6
147,T147,T147,Tim Herron,72.17,866,12
148,T147,T147,Kent Jones,72.17,433,6
149,T147,T147,Kirk Triplett,72.17,433,6
150,T151,T151,Alex Cejka,72.25,289,4
151,T151,T151,Duffy Waldorf,72.25,289,4
152,T153,T153,Daniel Chopra,72.29,506,7
153,T153,T153,Steve Flesch,72.29,506,7
154,T153,T153,Joey Sindelar,72.29,506,7
155,156,156,Woody Austin,72.3,723,10
156,T157,T157,Paul Azinger,72.33,217,3
157,T157,T157,James Driscoll,72.33,217,3
158,T157,T157,Mathias Grönberg,72.33,434,6
159,T157,T157,Kevin Sutherland,72.33,434,6
160,T161,T161,Charles Howell III,72.38,579,8
161,T161,T161,Rory Sabbatini,72.38,579,8
162,T163,T163,Tommy Armour III,72.4,362,5
163,T163,T163,Carl Pettersson,72.4,724,10
164,T163,T163,John Senden,72.4,362,5
165,T166,T166,Dan Forsman,72.5,145,2
166,T166,T166,Franklin Langham,72.5,435,6
167,T166,T166,José María Olazábal,72.5,435,6
168,T166,T166,Ian Poulter,72.5,290,4
169,T166,T166,Mike Weir,72.5,290,4
170,171,171,Arjun Atwal,72.6,363,5
171,T172,T172,Stuart Appleby,72.67,872,12
172,T172,T172,Andrew Magee,72.67,436,6
173,T174,T174,Jay Haas,72.75,291,4
174,T174,T174,John Rollins,72.75,582,8
175,176,176,Brett Quigley,72.78,655,9
176,T177,T177,Brian Bateman,72.8,364,5
177,T177,T177,Hidemichi Tanaka,72.8,364,5
178,179,179,Dudley Hart,72.82,801,11
179,180,180,Todd Hamilton,72.86,510,7
180,T181,T181,Jonathan Byrd,73.0,146,2
181,T181,T181,Tom Byrum,73.0,219,3
182,T181,T181,Jim Carter,73.0,73,1
183,T181,T181,Retief Goosen,73.0,438,6
184,T181,T181,Hunter Haas,73.0,292,4
185,T181,T181,Peter Lonard,73.0,438,6
186,T181,T181,Mark O'Meara,73.0,146,2
187,188,188,Gavin Coles,73.25,293,4
188,189,189,Patrick Sheehan,73.33,220,3
189,190,190,Adam Scott,73.36,807,11
190,191,191,Jesper Parnevik,73.5,588,8
191,192,192,Danny Briggs,73.67,221,3
192,193,193,Ben Curtis,73.75,295,4
193,194,194,Larry Mize,74.0,222,3
194,195,195,Lee Westwood,74.17,445,6
195,196,196,Steve Jones,74.67,224,3
196,T197,T197,Bill Glasson,75.5,151,2
197,T197,T197,Len Mattiace,75.5,151,2
