,25_Final_Round_Performance_RANK THIS WEEK,25_Final_Round_Performance_RANK LAST WEEK,25_Final_Round_Performance_PLAYER NAME,25_Final_Round_Performance_EVENTS,25_Final_Round_Performance_% TIMES IMPROVED,25_Final_Round_Performance_# OF TIMES IMPROVED
59,T60,T60,Brian Bateman,32,66.7,10.0
60,T60,T60,Jeff Brehaut,23,66.7,4.0
61,T60,T60,Luke Donald,18,66.7,2.0
62,T60,T60,Brent Geiberger,21,66.7,6.0
63,T60,T60,Lucas Glover,28,66.7,6.0
64,T60,T60,Retief Goosen,18,66.7,4.0
65,T60,T60,Charles Howell III,29,66.7,6.0
66,T60,T60,Jerry Kelly,31,66.7,6.0
67,T60,T60,Joey Snyder III,31,66.7,8.0
68,T60,T60,D.J. Trahan,28,66.7,4.0
69,70,70,Jonathan Byrd,31,64.7,11.0
70,71,71,Tommy Armour III,29,64.3,9.0
71,T72,T72,Daniel Chopra,34,63.6,7.0
72,T72,T72,Robert Damron,28,63.6,7.0
73,T72,T72,Tim Herron,28,63.6,7.0
74,T72,T72,Zach Johnson,30,63.6,7.0
75,T76,T76,Matt Gogel,28,62.5,5.0
76,T76,T76,J.J. Henry,32,62.5,10.0
77,T76,T76,Ryuji Imada,25,62.5,5.0
78,T76,T76,Justin Rose,28,62.5,10.0
79,T76,T76,Jay Williamson,16,62.5,5.0
80,T76,T76,Mark Wilson,25,62.5,5.0
81,T82,T82,Tom Byrum,27,61.5,8.0
82,T82,T82,Harrison Frazar,31,61.5,8.0
83,T84,T84,Jason Bohn,28,60.0,6.0
84,T84,T84,D.J. Brigman,26,60.0,6.0
85,T84,T84,Fred Funk,30,60.0,9.0
86,T84,T84,Bradley Hughes,20,60.0,3.0
87,T84,T84,Brendan Jones,28,60.0,6.0
88,T84,T84,Hank Kuehne,30,60.0,6.0
89,T84,T84,Tom Lehman,20,60.0,6.0
90,T84,T84,Shigeki Maruyama,29,60.0,9.0
91,T84,T84,Adam Scott,19,60.0,3.0
92,T84,T84,Heath Slocum,29,60.0,9.0
93,T84,T84,Duffy Waldorf,28,60.0,6.0
94,T95,T95,Briny Baird,33,58.3,7.0
95,T95,T95,J.L. Lewis,30,58.3,7.0
96,T95,T95,Carl Pettersson,34,58.3,7.0
97,T95,T95,John Rollins,30,58.3,7.0
98,T99,T99,Paul Azinger,22,57.1,4.0
99,T99,T99,Freddie Jacobson,23,57.1,4.0
100,T99,T99,Joey Sindelar,29,57.1,8.0
101,T102,T102,John Daly,25,55.6,5.0
102,T102,T102,Scott Gutschewski,27,55.6,5.0
103,T102,T102,Dudley Hart,29,55.6,5.0
104,T102,T102,Michael Long,26,55.6,5.0
105,T102,T102,Brenden Pappas,15,55.6,5.0
106,T102,T102,Patrick Sheehan,35,55.6,10.0
107,T108,T108,Cameron Beckman,31,53.8,7.0
108,T108,T108,Sean O'Hair,29,53.8,7.0
109,T110,T110,Frank Lickliter II,33,53.3,8.0
110,T110,T110,Tom Pernice Jr.,32,53.3,8.0
111,112,112,John Senden,29,52.9,9.0
112,T113,T113,Stephen Ames,24,50.0,6.0
113,T113,T113,Chris Anderson,25,50.0,3.0
114,T113,T113,Billy Andrade,26,50.0,4.0
115,T113,T113,Arjun Atwal,17,50.0,5.0
116,T113,T113,Justin Bolli,24,50.0,5.0
117,T113,T113,Danny Briggs,29,50.0,3.0
118,T113,T113,Alex Cejka,31,50.0,4.0
119,T113,T113,Brian Davis,23,50.0,5.0
120,T113,T113,Joe Durant,25,50.0,6.0
121,T113,T113,John Elliott,25,50.0,3.0
122,T113,T113,Sergio Garcia,20,50.0,2.0
123,T113,T113,Bill Glasson,21,50.0,3.0
124,T113,T113,Jay Haas,16,50.0,4.0
125,T113,T113,Todd Hamilton,31,50.0,6.0
126,T113,T113,David Hearn,24,50.0,3.0
127,T113,T113,Bob Heintz,24,50.0,3.0
128,T113,T113,Kent Jones,32,50.0,5.0
129,T113,T113,Skip Kendall,32,50.0,4.0
130,T113,T113,Franklin Langham,31,50.0,4.0
131,T113,T113,Jeff Maggert,25,50.0,5.0
132,T113,T113,Hunter Mahan,34,50.0,7.0
133,T113,T113,Arron Oberholser,21,50.0,3.0
134,T113,T113,Ryan Palmer,32,50.0,6.0
135,T113,T113,Rod Pampling,26,50.0,5.0
136,T113,T113,Craig Perks,27,50.0,2.0
137,T113,T113,Phillip Price,25,50.0,3.0
138,T113,T113,Brett Quigley,31,50.0,3.0
139,T113,T113,Rory Sabbatini,26,50.0,4.0
140,T113,T113,Jeff Sluman,28,50.0,6.0
141,T113,T113,Chris Smith,32,50.0,4.0
142,T113,T113,Roland Thatcher,26,50.0,4.0
143,T113,T113,David Toms,25,50.0,2.0
144,T113,T113,Kirk Triplett,18,50.0,1.0
145,T146,T146,Marco Dawson,23,46.2,6.0
146,T146,T146,Geoff Ogilvy,26,46.2,6.0
147,T148,T148,K.J. Choi,24,45.5,5.0
148,T148,T148,Todd Fischer,35,45.5,5.0
149,T148,T148,Paul Gow,27,45.5,5.0
150,T148,T148,Peter Lonard,27,45.5,5.0
151,T148,T148,Jesper Parnevik,24,45.5,5.0
152,T153,T153,Carlos Franco,25,44.4,4.0
153,T153,T153,Hunter Haas,28,44.4,4.0
154,T153,T153,Andrew Magee,29,44.4,4.0
155,T153,T153,Ted Purdy,34,44.4,8.0
156,T153,T153,Chris Riley,25,44.4,4.0
157,T158,T158,Craig Barlow,26,42.9,3.0
158,T158,T158,Doug Barron,24,42.9,3.0
159,T158,T158,Chris DiMarco,24,42.9,3.0
160,T158,T158,Mathias Grönberg,19,42.9,3.0
161,T158,T158,Steve Jones,20,42.9,3.0
162,T158,T158,Stephen Leaney,29,42.9,3.0
163,T158,T158,Thomas Levet,20,42.9,3.0
164,T158,T158,Ian Poulter,20,42.9,3.0
165,T158,T158,Rob Rashell,25,42.9,3.0
166,T167,T167,Rich Beem,26,40.0,2.0
167,T167,T167,Mark Calcavecchia,27,40.0,4.0
168,T167,T167,Gavin Coles,22,40.0,4.0
169,T167,T167,Matt Davidson,20,40.0,2.0
170,T167,T167,Tom Gillis,28,40.0,4.0
171,T167,T167,Scott Hend,28,40.0,2.0
172,T167,T167,Scott McCarron,24,40.0,4.0
173,T167,T167,Darron Stiles,26,40.0,2.0
174,T167,T167,Kevin Sutherland,26,40.0,4.0
175,T167,T167,Bo Van Pelt,33,40.0,4.0
176,T167,T167,Nick Watney,31,40.0,4.0
177,178,178,Steve Lowery,32,38.5,5.0
178,T179,T179,Jeff Hart,23,37.5,3.0
179,T179,T179,J.P. Hayes,22,37.5,3.0
180,181,181,Robert Gamez,28,36.4,4.0
181,T182,T182,Woody Austin,30,33.3,4.0
182,T182,T182,Mark Brooks,28,33.3,3.0
183,T182,T182,José Coceres,22,33.3,1.0
184,T182,T182,Mark Hensby,21,33.3,3.0
185,T182,T182,Matt Kuchar,21,33.3,1.0
186,T182,T182,Steve Stricker,21,33.3,2.0
187,T182,T182,Hideto Tanihara,20,33.3,2.0
188,T182,T182,Mario Tiziani,23,33.3,3.0
189,T182,T182,Brett Wetterich,28,33.3,1.0
190,T182,T182,Charlie Wi,23,33.3,3.0
191,T192,T192,Will MacKenzie,25,30.0,3.0
192,T192,T192,Mark O'Meara,21,30.0,3.0
193,T194,T194,Steve Allan,32,28.6,4.0
194,T194,T194,Steve Flesch,30,28.6,2.0
195,T194,T194,Shaun Micheel,29,28.6,2.0
196,T194,T194,Pat Perez,28,28.6,2.0
197,T194,T194,Lee Westwood,15,28.6,2.0
198,199,199,Len Mattiace,34,22.2,2.0
199,200,200,Ben Curtis,24,20.0,1.0
200,201,201,Dean Wilson,27,14.3,1.0
201,202,202,Jason Allred,29,0.0,
