,Par_4_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_4_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_4_Birdie_or_Better_Leaders_PLAYER NAME,Par_4_Birdie_or_Better_Leaders_ROUNDS,Par_4_Birdie_or_Better_Leaders_%,Par_4_Birdie_or_Better_Leaders_PAR 4 BIRDIES OR BETTER,Par_4_Birdie_or_Better_Leaders_PAR 4 HOLES
0,1,1,Tiger Woods,76,22.36,182,814
1,2,2,Phil Mickelson,81,20.69,167,807
2,3,3,David Toms,87,20.12,169,840
3,4,4,Kenny Perry,82,19.84,177,892
4,5,5,Brenden Pappas,51,19.81,107,540
5,6,6,Tim Herron,100,19.34,205,1060
6,7,7,Scott Gutschewski,86,19.11,168,879
7,8,8,Arjun Atwal,65,18.93,131,692
8,9,9,Tag Ridings,93,18.82,179,951
9,10,10,Richard Johnson,50,18.68,99,530
10,11,11,Scott Verplank,87,18.56,175,943
11,12,12,Vijay Singh,111,18.55,220,1186
12,13,13,Marco Dawson,82,18.36,157,855
13,14,14,Steve Stricker,62,18.33,121,660
14,15,15,Geoff Ogilvy,97,18.15,182,1003
15,16,16,Hunter Haas,83,18.13,151,833
16,17,17,Harrison Frazar,105,18.12,193,1065
17,18,18,Dan Forsman,52,18.02,93,516
18,19,19,Ryan Palmer,101,18.01,186,1033
19,20,20,Brad Faxon,75,17.97,138,768
20,21,21,Freddie Jacobson,72,17.96,139,774
21,22,22,Hunter Mahan,103,17.86,192,1075
22,23,23,Mark Wilson,74,17.79,129,725
23,24,24,Ben Crane,78,17.77,145,816
24,25,25,Mark Calcavecchia,92,17.73,173,976
25,26,26,Zach Johnson,96,17.63,183,1038
26,27,27,Doug Barron,70,17.62,129,732
27,T28,T28,Paul Azinger,66,17.6,122,693
28,T28,T28,Fred Couples,72,17.6,129,733
29,30,30,Lucas Glover,88,17.57,159,905
30,T31,T31,Justin Leonard,78,17.56,147,837
31,T31,T31,Darron Stiles,78,17.56,141,803
32,33,33,Brett Wetterich,76,17.5,137,783
33,34,34,Bob Tway,87,17.39,156,897
34,35,35,Patrick Sheehan,114,17.38,200,1151
35,36,36,Vaughn Taylor,99,17.37,182,1048
36,T37,T37,Olin Browne,99,17.35,174,1003
37,T37,T37,Stewart Cink,98,17.35,169,974
38,39,39,Jim Furyk,94,17.34,176,1015
39,40,40,Jonathan Kaye,77,17.32,136,785
40,41,41,Charles Warren,89,17.31,158,913
41,42,42,Will MacKenzie,75,17.3,133,769
42,43,43,Sean O'Hair,103,17.29,186,1076
43,44,44,Ted Purdy,122,17.23,229,1329
44,45,45,Chris Smith,93,17.2,166,965
45,46,46,Davis Love III,80,17.14,139,811
46,47,47,Dudley Hart,84,17.08,152,890
47,48,48,Tim Clark,92,17.02,162,952
48,49,49,John Rollins,97,17.01,173,1017
49,50,50,Chris DiMarco,83,16.99,139,818
50,51,51,John Huston,90,16.98,154,907
51,52,52,Joe Ogilvie,103,16.93,179,1057
52,53,53,Steve Lowery,100,16.92,170,1005
53,54,54,Ryuji Imada,78,16.89,140,829
54,55,55,Aaron Baddeley,84,16.88,146,865
55,56,56,Mark Hensby,70,16.86,128,759
56,57,57,Joey Sindelar,104,16.85,182,1080
57,T58,T58,Jonathan Byrd,103,16.84,178,1057
58,T58,T58,Sergio Garcia,73,16.84,128,760
59,T60,T60,Michael Allen,90,16.82,162,963
60,T60,T60,Brandt Jobe,96,16.82,166,987
61,T60,T60,Billy Mayfair,114,16.82,197,1171
62,63,63,Arron Oberholser,65,16.81,114,678
63,T64,T64,José Coceres,56,16.78,96,572
64,T64,T64,Shigeki Maruyama,99,16.78,179,1067
65,66,66,Stuart Appleby,84,16.76,148,883
66,67,67,Roland Thatcher,75,16.73,127,759
67,68,68,José María Olazábal,55,16.72,97,580
68,69,69,Hank Kuehne,84,16.71,141,844
69,70,70,Bob Heintz,67,16.69,118,707
70,71,71,Jeff Maggert,79,16.67,133,798
71,T72,T72,Kent Jones,99,16.65,169,1015
72,T72,T72,Bo Van Pelt,112,16.65,198,1189
73,74,74,Cameron Beckman,96,16.62,161,969
74,75,75,Justin Rose,99,16.6,166,1000
75,T76,T76,Peter Lonard,85,16.59,151,910
76,T76,T76,Joey Snyder III,102,16.59,172,1037
77,78,78,Brian Davis,75,16.58,129,778
78,79,79,Kirk Triplett,55,16.55,91,550
79,80,80,Jeff Brehaut,71,16.52,116,702
80,81,81,Duffy Waldorf,86,16.49,144,873
81,82,82,Kevin Na,88,16.46,149,905
82,83,83,Carl Pettersson,109,16.44,180,1095
83,84,84,Tom Gillis,77,16.43,129,785
84,T85,T85,Robert Allenby,95,16.41,157,957
85,T85,T85,Glen Day,80,16.41,136,829
86,87,87,Bart Bryant,91,16.38,164,1001
87,88,88,John Senden,101,16.3,170,1043
88,89,89,Pat Perez,89,16.27,158,971
89,90,90,Rod Pampling,89,16.22,150,925
90,91,91,D.J. Trahan,81,16.2,132,815
91,92,92,Craig Barlow,81,16.19,130,803
92,93,93,Robert Gamez,91,16.17,156,965
93,94,94,Justin Bolli,65,16.16,107,662
94,95,95,Luke Donald,67,16.13,110,682
