,Round_2_Scoring_Average_RANK THIS WEEK,Round_2_Scoring_Average_RANK LAST WEEK,Round_2_Scoring_Average_PLAYER NAME,Round_2_Scoring_Average_AVG,Round_2_Scoring_Average_TOTAL STROKES,Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Phil Mickelson,68.21,1296,19
1,2,2,Tiger Woods,68.85,1377,20
2,3,3,John Senden,68.96,1931,28
3,4,4,Arjun Atwal,69.12,1175,17
4,5,5,Scott Verplank,69.17,1591,23
5,6,6,Tim Herron,69.3,1871,27
6,7,7,Ben Crane,69.37,1318,19
7,8,8,Kevin Sutherland,69.4,1735,25
8,9,9,Justin Rose,69.41,1874,27
9,10,10,Billy Mayfair,69.57,2087,30
10,11,11,Vijay Singh,69.59,2018,29
11,12,12,Jim Furyk,69.64,1741,25
12,13,13,Brandt Jobe,69.69,1812,26
13,T14,T14,Tim Clark,69.75,1674,24
14,T14,T14,Retief Goosen,69.75,1116,16
15,16,16,Rocco Mediate,69.76,1465,21
16,T17,T17,Dudley Hart,69.82,1536,22
17,T17,T17,Loren Roberts,69.82,1187,17
18,19,19,Arron Oberholser,69.89,1258,18
19,20,20,Zach Johnson,69.97,2029,29
20,21,21,Bo Van Pelt,70.03,2311,33
21,T22,T22,Corey Pavin,70.05,1541,22
22,T22,T22,Steve Stricker,70.05,1471,21
23,T24,T24,Sergio Garcia,70.06,1261,18
24,T24,T24,Kent Jones,70.06,2172,31
25,26,26,Shigeki Maruyama,70.07,1962,28
26,27,27,Kenny Perry,70.09,1542,22
27,28,28,Justin Leonard,70.18,1544,22
28,29,29,Luke Donald,70.19,1123,16
29,30,30,Craig Barlow,70.2,1755,25
30,T31,T31,Tommy Armour III,70.24,2037,29
31,T31,T31,Mark Calcavecchia,70.24,1756,25
32,T31,T31,Jerry Kelly,70.24,2037,29
33,T31,T31,Neal Lancaster,70.24,2037,29
34,35,35,Jeff Sluman,70.26,1897,27
35,T36,T36,José María Olazábal,70.27,1054,15
36,T36,T36,Dean Wilson,70.27,1827,26
37,38,38,Bob Estes,70.28,1757,25
38,39,39,David Toms,70.29,1476,21
39,40,40,Nick Watney,70.3,2109,30
40,T41,T41,Olin Browne,70.32,1969,28
41,T41,T41,Ted Purdy,70.32,2391,34
42,43,43,Joey Sindelar,70.34,2040,29
43,44,44,Stewart Cink,70.38,1689,24
44,T45,T45,Chad Campbell,70.42,1831,26
45,T45,T45,Will MacKenzie,70.42,1690,24
46,T47,T47,Joey Snyder III,70.43,2113,30
47,T47,T47,Lee Westwood,70.43,986,14
48,49,49,Davis Love III,70.45,1550,22
49,T50,T50,Harrison Frazar,70.47,2114,30
50,T50,T50,Brett Quigley,70.47,2114,30
51,T50,T50,Tag Ridings,70.47,2114,30
52,T53,T53,Glen Day,70.48,1762,25
53,T53,T53,Stephen Leaney,70.48,1903,27
54,T53,T53,Greg Owen,70.48,1621,23
55,56,56,Mathias Grönberg,70.5,1269,18
56,57,57,Sean O'Hair,70.52,1904,27
57,58,58,Steve Elkington,70.53,1340,19
58,T59,T59,Scott Gutschewski,70.54,1834,26
59,T59,T59,Mark Wilson,70.54,1693,24
60,T61,T61,Adam Scott,70.56,1270,18
61,T61,T61,Bob Tway,70.56,1764,25
62,63,63,Paul Gow,70.58,1694,24
63,64,64,Stuart Appleby,70.61,1624,23
64,65,65,Ryuji Imada,70.64,1766,25
65,T66,T66,K.J. Choi,70.67,1484,21
66,T66,T66,Hunter Haas,70.67,1908,27
67,T66,T66,Charles Howell III,70.67,1908,27
68,T69,T69,Bradley Hughes,70.68,1343,19
69,T69,T69,Bernhard Langer,70.68,1343,19
70,T71,T71,Woody Austin,70.69,2050,29
71,T71,T71,Dan Forsman,70.69,1131,16
72,73,73,Robert Gamez,70.71,1980,28
73,T74,T74,Robert Allenby,70.72,2051,29
74,T74,T74,Bill Glasson,70.72,1273,18
75,T74,T74,Frank Lickliter II,70.72,2051,29
76,T74,T74,Chris Smith,70.72,2263,32
77,T74,T74,Vaughn Taylor,70.72,2051,29
