,Birdie_or_Better_Percentage_-_125-150_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_125-150_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_125-150_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_125-150_ya_ROUNDS,Birdie_or_Better_Percentage_-_125-150_ya_%,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL HOLES
71,T71,T71,Woody Austin,100,18.75,51,272
72,T71,T71,Justin Bolli,65,18.75,30,160
73,T74,T74,D.J. Brigman,76,18.65,36,193
74,T74,T74,Ted Purdy,122,18.65,58,311
75,76,76,José María Olazábal,55,18.58,21,113
76,77,77,J.P. Hayes,63,18.56,31,167
77,78,78,Len Mattiace,86,18.53,43,232
78,79,79,Jerry Kelly,101,18.35,40,218
79,80,80,Matt Kuchar,60,18.34,31,169
80,81,81,J.J. Henry,102,18.15,51,281
81,82,82,Stuart Appleby,84,18.0,36,200
82,83,83,Jonathan Byrd,103,17.97,53,295
83,84,84,Stephen Leaney,89,17.95,35,195
84,T85,T85,John Huston,90,17.93,45,251
85,T85,T85,Bernhard Langer,67,17.93,26,145
86,87,87,Joe Durant,81,17.89,34,190
87,T88,T88,Dudley Hart,84,17.84,43,241
88,T88,T88,Omar Uresti,84,17.84,33,185
89,90,90,D.J. Trahan,81,17.81,39,219
90,T91,T91,Bob Estes,92,17.78,40,225
91,T91,T91,Jeff Hart,63,17.78,24,135
92,T93,T93,Mark Calcavecchia,92,17.73,39,220
93,T93,T93,Brent Geiberger,61,17.73,25,141
94,95,95,Brett Quigley,96,17.72,45,254
95,96,96,Lee Westwood,50,17.71,17,96
96,97,97,Jesper Parnevik,84,17.68,35,198
97,T98,T98,Olin Browne,99,17.65,42,238
98,T98,T98,José Coceres,56,17.65,24,136
99,100,100,Harrison Frazar,105,17.63,52,295
100,101,101,Jeff Maggert,79,17.51,31,177
101,102,102,Brian Davis,75,17.5,28,160
102,103,103,Tom Gillis,77,17.48,36,206
103,104,104,Paul Azinger,66,17.42,31,178
104,105,105,Steve Lowery,100,17.41,47,270
105,106,106,Neal Lancaster,95,17.37,41,236
106,T107,T107,Briny Baird,98,17.28,47,272
107,T107,T107,Rocco Mediate,73,17.28,33,191
108,T107,T107,Dean Wilson,86,17.28,42,243
109,110,110,Bart Bryant,91,17.27,38,220
110,111,111,Brian Bateman,98,17.23,46,267
111,112,112,Mathias Grönberg,60,17.22,31,180
112,T113,T113,Will MacKenzie,75,17.21,42,244
113,T113,T113,Hunter Mahan,103,17.21,53,308
114,T115,T115,Jeff Brehaut,71,17.07,35,205
115,T115,T115,Tag Ridings,93,17.07,49,287
116,117,117,Tom Byrum,83,17.03,39,229
117,T118,T118,Mark Hensby,70,17.01,25,147
118,T118,T118,J.L. Lewis,98,17.01,41,241
119,120,120,Patrick Sheehan,114,16.97,56,330
120,T121,T121,Carlos Franco,78,16.93,32,189
121,T121,T121,Joey Snyder III,102,16.93,53,313
122,123,123,Jason Allred,75,16.92,33,195
123,124,124,Charlie Wi,67,16.76,30,179
124,T125,T125,Joe Ogilvie,103,16.74,39,233
125,T125,T125,Tim Petrovic,97,16.74,40,239
126,T127,T127,Steve Elkington,67,16.67,26,156
127,T127,T127,David Hearn,68,16.67,36,216
128,T127,T127,Bob Heintz,67,16.67,32,192
129,T127,T127,Kirk Triplett,55,16.67,21,126
130,131,131,John Rollins,97,16.59,38,229
131,132,132,Ben Curtis,65,16.54,21,127
132,133,133,Padraig Harrington,50,16.53,20,121
133,T134,T134,Phillip Price,77,16.49,32,194
134,T134,T134,John Senden,101,16.49,48,291
135,136,136,Brian Gay,101,16.48,43,261
136,137,137,Justin Rose,99,16.32,47,288
137,138,138,Mike Weir,71,16.24,19,117
138,139,139,Charles Howell III,95,16.18,33,204
139,140,140,Craig Barlow,81,16.15,31,192
140,141,141,Zach Johnson,96,16.14,36,223
141,T142,T142,Marco Dawson,82,16.12,44,273
142,T142,T142,Charles Warren,89,16.12,39,242
143,144,144,Joey Sindelar,104,15.99,47,294
144,145,145,Alex Cejka,84,15.98,31,194
145,146,146,Matt Davidson,53,15.97,23,144
146,147,147,Scott McCarron,78,15.96,30,188
147,148,148,Thomas Levet,54,15.89,17,107
148,149,149,Arron Oberholser,65,15.86,23,145
149,150,150,Billy Mayfair,114,15.82,50,316
150,151,151,Vijay Singh,111,15.81,37,234
151,152,152,Steve Jones,56,15.75,23,146
152,153,153,Jim Carter,62,15.72,25,159
153,154,154,Lee Janzen,75,15.7,27,172
154,155,155,Heath Slocum,103,15.69,40,255
155,156,156,Shaun Micheel,81,15.68,29,185
156,157,157,Mark Brooks,72,15.61,27,173
157,158,158,Todd Fischer,99,15.55,37,238
158,159,159,Jeff Sluman,94,15.54,39,251
159,160,160,Ryan Palmer,101,15.48,39,252
160,161,161,Rod Pampling,89,15.12,31,205
161,162,162,Fred Funk,102,15.05,31,206
162,163,163,Jason Bohn,91,14.96,38,254
163,164,164,Michael Long,72,14.89,28,188
164,165,165,Sergio Garcia,73,14.84,23,155
165,T166,T166,Daniel Chopra,108,14.63,43,294
166,T166,T166,Lucas Glover,88,14.63,36,246
167,168,168,Fred Couples,72,14.49,20,138
168,169,169,Loren Roberts,54,14.39,20,139
169,T170,T170,John Elliott,58,14.29,27,189
170,T170,T170,Roland Thatcher,75,14.29,27,189
171,T170,T170,Nick Watney,91,14.29,36,252
172,173,173,Hank Kuehne,84,14.22,30,211
173,174,174,Freddie Jacobson,72,14.2,24,169
174,175,175,Michael Allen,90,14.17,36,254
175,176,176,John Daly,78,14.11,23,163
176,177,177,Chris Anderson,66,14.02,23,164
177,178,178,Chad Campbell,95,14.01,29,207
178,179,179,Hideto Tanihara,50,13.95,18,129
179,180,180,Tiger Woods,76,13.91,21,151
180,181,181,Robert Damron,89,13.81,29,210
181,182,182,Ryuji Imada,78,13.79,28,203
182,183,183,Chris Riley,67,13.6,17,125
183,184,184,Retief Goosen,71,13.57,19,140
184,185,185,Jay Williamson,53,13.51,20,148
185,186,186,Davis Love III,80,13.37,23,172
186,187,187,Craig Perks,67,13.1,22,168
187,188,188,Brendan Jones,81,12.95,29,224
188,189,189,Kevin Stadler,96,12.93,34,263
189,190,190,Steve Flesch,90,12.82,20,156
190,191,191,Skip Kendall,80,12.76,25,196
191,192,192,Bill Glasson,54,12.0,18,150
192,193,193,D.A. Points,94,11.98,29,242
193,194,194,Glen Hnatiuk,59,11.97,17,142
194,195,195,James Driscoll,73,11.96,22,184
195,196,196,Rob Rashell,65,11.8,19,161
196,197,197,Greg Owen,84,11.79,23,195
197,198,198,Andrew Magee,82,11.71,24,205
198,199,199,Mark O'Meara,66,11.02,14,127
199,200,200,Dennis Paulson,63,9.4,14,149
200,201,201,Bradley Hughes,52,9.29,13,140
201,202,202,Scott Hend,75,6.82,12,176
