,Par_3_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_3_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_3_Birdie_or_Better_Leaders_PLAYER NAME,Par_3_Birdie_or_Better_Leaders_ROUNDS,Par_3_Birdie_or_Better_Leaders_%,Par_3_Birdie_or_Better_Leaders_PAR 3 BIRDIES OR BETTER,Par_3_Birdie_or_Better_Leaders_PAR 3 HOLES
0,1,1,Corey Pavin,77,18.24,54,296
1,2,2,Chad Campbell,95,17.93,66,368
2,3,3,Bill Glasson,54,17.54,37,211
3,4,4,Brad Faxon,75,17.38,49,282
4,5,5,Ben Crane,78,17.32,53,306
5,6,6,Loren Roberts,54,17.29,37,214
6,7,7,Jim Furyk,94,16.98,63,371
7,8,8,Kent Jones,99,16.88,67,397
8,9,9,Heath Slocum,103,16.71,67,401
9,10,10,Arjun Atwal,65,16.6,44,265
10,11,11,John Daly,78,16.55,49,296
11,12,12,Phil Mickelson,81,16.49,48,291
12,13,13,Jay Williamson,53,16.28,35,215
13,14,14,Kirk Triplett,55,16.27,34,209
14,15,15,Bob Heintz,67,16.24,44,271
15,16,16,Kenny Perry,82,16.09,51,317
16,17,17,Rory Sabbatini,81,16.08,50,311
17,18,18,Mark Wilson,74,16.03,46,287
18,19,19,Scott Hend,75,15.81,46,291
19,20,20,Bob Estes,92,15.69,59,376
20,21,21,Jerry Kelly,101,15.63,63,403
21,22,22,Stephen Ames,82,15.61,49,314
22,23,23,Bart Bryant,91,15.56,56,360
23,24,24,Tim Clark,92,15.36,53,345
24,25,25,Hideto Tanihara,50,15.23,30,197
25,T26,T26,Robert Gamez,91,15.2,57,375
26,T26,T26,Scott Verplank,87,15.2,52,342
27,28,28,Brenden Pappas,51,15.12,31,205
28,29,29,Stewart Cink,98,15.08,54,358
29,30,30,Rod Pampling,89,15.03,49,326
30,31,31,Brett Wetterich,76,14.95,45,301
31,32,32,Pat Perez,89,14.81,52,351
32,33,33,Dudley Hart,84,14.79,50,338
33,34,34,Larry Mize,54,14.78,30,203
34,35,35,Ryan Palmer,101,14.69,57,388
35,36,36,J.L. Lewis,98,14.68,59,402
36,37,37,Patrick Sheehan,114,14.67,66,450
37,38,38,Steve Lowery,100,14.65,57,389
38,T39,T39,Cameron Beckman,96,14.59,55,377
39,T39,T39,Gavin Coles,70,14.59,41,281
40,41,41,Olin Browne,99,14.58,57,391
41,42,42,Neal Lancaster,95,14.55,56,385
42,43,43,Tim Herron,100,14.54,58,399
43,44,44,Robert Allenby,95,14.53,51,351
44,45,45,Davis Love III,80,14.52,44,303
45,46,46,Duffy Waldorf,86,14.51,47,324
46,47,47,Jeff Hart,63,14.46,36,249
47,48,48,Tiger Woods,76,14.44,41,284
48,49,49,Hidemichi Tanaka,106,14.42,60,416
49,50,50,J.P. Hayes,63,14.4,37,257
50,51,51,Jeff Maggert,79,14.33,43,300
51,52,52,Briny Baird,98,14.29,56,392
52,53,53,Joey Sindelar,104,14.22,60,422
53,54,54,Danny Briggs,70,14.18,39,275
54,55,55,Thomas Levet,54,14.15,29,205
55,56,56,Tom Byrum,83,14.11,47,333
56,57,57,John Cook,72,14.04,40,285
57,58,58,Arron Oberholser,65,14.01,36,257
58,59,59,Justin Rose,99,13.99,54,386
59,60,60,Mario Tiziani,67,13.96,37,265
60,61,61,Brian Bateman,98,13.95,54,387
61,62,62,Woody Austin,100,13.9,56,403
62,T63,T63,Glen Day,80,13.88,44,317
63,T63,T63,Matt Kuchar,60,13.88,34,245
64,65,65,Kevin Stadler,96,13.87,52,375
65,66,66,Glen Hnatiuk,59,13.78,31,225
66,67,67,Rich Beem,66,13.77,34,247
67,68,68,Luke Donald,67,13.73,32,233
68,69,69,David Hearn,68,13.72,38,277
69,T70,T70,Lee Janzen,75,13.67,41,300
70,T70,T70,Joe Ogilvie,103,13.67,54,395
71,72,72,José María Olazábal,55,13.66,28,205
72,T73,T73,Mark O'Meara,66,13.64,36,264
73,T73,T73,Adam Scott,72,13.64,36,264
74,T75,T75,Brendan Jones,81,13.56,43,317
75,T75,T75,Stephen Leaney,89,13.56,48,354
76,T75,T75,Bo Van Pelt,112,13.56,61,450
77,T78,T78,Tag Ridings,93,13.55,50,369
78,T78,T78,Steve Stricker,62,13.55,34,251
79,T80,T80,Mark Brooks,72,13.51,40,296
80,T80,T80,Fred Funk,102,13.51,55,407
81,82,82,Sean O'Hair,103,13.49,53,393
82,T83,T83,Fred Couples,72,13.48,36,267
83,T83,T83,Shaun Micheel,81,13.48,43,319
84,85,85,Sergio Garcia,73,13.46,35,260
85,T86,T86,Carlos Franco,78,13.4,41,306
86,T86,T86,John Senden,101,13.4,54,403
87,88,88,Craig Barlow,81,13.33,42,315
88,T89,T89,Jonathan Kaye,77,13.31,39,293
89,T89,T89,David Toms,87,13.31,41,308
90,91,91,Rocco Mediate,73,13.29,40,301
91,92,92,Vaughn Taylor,99,13.28,53,399
92,93,93,Shigeki Maruyama,99,13.27,52,392
93,94,94,Steve Allan,102,13.22,53,401
94,95,95,Tom Lehman,69,13.21,35,265
95,96,96,Harrison Frazar,105,13.17,54,410
96,97,97,Todd Fischer,99,13.16,52,395
97,98,98,Jeff Brehaut,71,13.09,36,275
98,T99,T99,Tommy Armour III,103,13.03,55,422
99,T99,T99,Daniel Chopra,108,13.03,55,422
100,T99,T99,Dean Wilson,86,13.03,46,353
101,102,102,Jeff Sluman,94,12.99,50,385
102,103,103,Hunter Haas,83,12.85,41,319
103,104,104,Zach Johnson,96,12.83,48,374
104,105,105,Roland Thatcher,75,12.79,38,297
105,106,106,Billy Mayfair,114,12.78,57,446
106,107,107,Geoff Ogilvy,97,12.77,47,368
107,T108,T108,Retief Goosen,71,12.71,30,236
108,T108,T108,Paul Gow,78,12.71,38,299
109,T108,T108,Phillip Price,77,12.71,38,299
110,T111,T111,Darron Stiles,78,12.7,39,307
111,T111,T111,Lee Westwood,50,12.7,24,189
112,113,113,Mike Weir,71,12.69,33,260
113,114,114,Charles Warren,89,12.68,45,355
114,115,115,Michael Allen,90,12.67,46,363
115,116,116,John Elliott,58,12.66,29,229
116,117,117,Michael Long,72,12.63,36,285
117,118,118,Jay Haas,54,12.62,26,206
118,119,119,Lucas Glover,88,12.61,44,349
119,120,120,K.J. Choi,78,12.59,36,286
120,121,121,Skip Kendall,80,12.58,40,318
121,122,122,Brian Davis,75,12.54,38,303
122,123,123,Todd Hamilton,94,12.53,45,359
123,124,124,J.J. Henry,102,12.47,51,409
124,125,125,John Huston,90,12.46,44,353
125,126,126,Bernhard Langer,67,12.41,33,266
126,T127,T127,Billy Andrade,83,12.39,42,339
127,T127,T127,José Coceres,56,12.39,27,218
128,T127,T127,Ian Poulter,62,12.39,27,218
129,130,130,Aaron Baddeley,84,12.35,41,332
130,131,131,Matt Gogel,78,12.34,38,308
131,132,132,Mark Hensby,70,12.31,32,260
132,T133,T133,Tom Pernice Jr.,111,12.3,53,431
133,T133,T133,Chris Smith,93,12.3,47,382
134,135,135,Kevin Sutherland,89,12.25,43,351
135,136,136,Mathias Grönberg,60,12.24,29,237
136,137,137,Mark Calcavecchia,92,12.22,44,360
137,T138,T138,Marco Dawson,82,12.2,41,336
138,T138,T138,Richard Johnson,50,12.2,25,205
139,T140,T140,Brian Gay,101,12.16,49,403
140,T140,T140,Bob Tway,87,12.16,40,329
141,T142,T142,Joey Snyder III,102,12.09,48,397
142,T142,T142,Omar Uresti,84,12.09,41,339
143,T144,T144,Jason Bohn,91,12.06,45,373
144,T144,T144,Brandt Jobe,96,12.06,45,373
145,146,146,D.A. Points,94,12.05,44,365
146,T147,T147,Padraig Harrington,50,11.98,23,192
147,T147,T147,Peter Lonard,85,11.98,40,334
148,149,149,Chris Anderson,66,11.95,30,251
149,150,150,Jim Carter,62,11.93,29,243
150,151,151,Chris DiMarco,83,11.9,35,294
151,152,152,Paul Claxton,79,11.88,38,320
