,Average_Putting_Distance_-_All_1_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_1_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_1_putts_PLAYER NAME,Average_Putting_Distance_-_All_1_putts_ROUNDS,Average_Putting_Distance_-_All_1_putts_AVG,Average_Putting_Distance_-_All_1_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_1_putts_TOTAL PUTTS
0,1,1,Jason Day,76,"8' 5""",3670.583,436
1,2,2,Scott Pinckney,87,"8' 3""",3765.167,455
2,3,3,Ben Martin,92,"8' 2""",4515.833,555
3,4,4,Johnson Wagner,86,"8' 1""",4108.0,509
4,T5,T5,J.J. Henry,68,"8' 0""",2781.833,346
5,T5,T5,Zach Johnson,90,"8' 0""",4327.333,542
6,T5,T5,Brooks Koepka,75,"8' 0""",3545.083,445
7,T5,T5,Jhonattan Vegas,97,"8' 0""",4331.917,542
8,T9,T9,Kevin Na,96,"7' 11""",3847.5,488
9,T9,T9,Kyle Reifers,115,"7' 11""",5094.167,645
10,T9,T9,John Senden,88,"7' 11""",4090.917,518
11,T9,T9,Daniel Summerhays,99,"7' 11""",4624.25,586
12,T9,T9,Michael Thompson,71,"7' 11""",2812.5,354
13,T14,T14,Jason Dufner,105,"7' 10""",4069.083,517
14,T14,T14,Russell Henley,76,"7' 10""",3658.167,467
15,T14,T14,Jordan Spieth,80,"7' 10""",3610.083,462
16,T17,T17,Charles Howell III,91,"7' 9""",4161.75,535
17,T17,T17,Adam Scott,79,"7' 9""",2969.75,382
18,T19,T19,Robert Garrigus,69,"7' 8""",2850.917,371
19,T19,T19,Chris Stroud,82,"7' 8""",3709.75,486
20,T19,T19,Hudson Swafford,104,"7' 8""",4777.167,623
21,T22,T22,Robert Allenby,51,"7' 7""",1955.1670000000001,258
22,T22,T22,Blayne Barber,84,"7' 7""",3809.0,500
23,T22,T22,Kevin Kisner,97,"7' 7""",4072.833,539
24,T22,T22,Patton Kizzire,93,"7' 7""",3966.75,525
25,T22,T22,Henrik Norlander,71,"7' 7""",2701.583,358
26,T22,T22,Louis Oosthuizen,63,"7' 7""",2077.75,275
27,T22,T22,Dicky Pride,55,"7' 7""",2376.333,315
28,T29,T29,Ernie Els,66,"7' 6""",3134.167,418
29,T29,T29,Andres Gonzales,80,"7' 6""",3228.0,430
30,T29,T29,David Hearn,95,"7' 6""",4259.417,569
31,T29,T29,Billy Horschel,73,"7' 6""",2922.0,390
32,T29,T29,Smylie Kaufman,91,"7' 6""",3747.167,498
33,T29,T29,Shane Lowry,57,"7' 6""",1869.9170000000001,250
