,Putting_from_-__20_RANK THIS WEEK,Putting_from_-__20_RANK LAST WEEK,Putting_from_-__20_PLAYER NAME,Putting_from_-__20_ROUNDS,Putting_from_-__20_% MADE,Putting_from_-__20_ATTEMPTS,Putting_from_-__20_PUTTS MADE
0,1,1,Jordan Spieth,80,12.19,320,39
1,2,2,Dicky Pride,55,12.16,222,27
2,3,3,Jason Day,76,11.91,319,38
3,4,4,Luke Guthrie,57,10.34,261,27
4,5,5,Daniel Summerhays,99,10.26,468,48
5,6,6,D.A. Points,55,10.19,206,21
6,7,7,Zach Johnson,90,9.88,415,41
7,8,8,Brooks Koepka,75,9.85,335,33
8,9,9,Ernie Els,66,9.6,302,29
9,10,10,Kevin Na,96,9.47,380,36
10,11,11,Ben Martin,92,9.45,487,46
11,T12,T12,Charles Howell III,91,9.29,506,47
12,T12,T12,Ryan Moore,86,9.29,366,34
13,14,14,Johnson Wagner,86,9.24,498,46
14,15,15,Jason Dufner,105,9.19,457,42
15,16,16,Camilo Villegas,83,9.07,430,39
16,17,17,Shane Lowry,57,9.05,221,20
17,18,18,Andrew Loupe,75,9.02,377,34
18,19,19,Michael Kim,100,8.86,508,45
19,20,20,Rod Pampling,54,8.76,194,17
20,21,21,Russell Henley,76,8.75,423,37
21,22,22,Brendon Todd,66,8.73,275,24
22,23,23,Steve Stricker,53,8.66,254,22
23,T24,T24,Colt Knost,90,8.59,419,36
24,T24,T24,George McNeill,51,8.59,256,22
25,26,26,Derek Fathauer,94,8.58,408,35
26,27,27,Harris English,97,8.55,456,39
27,28,28,Tim Wilkinson,72,8.51,282,24
28,29,29,Kyle Reifers,115,8.5,588,50
29,30,30,Freddie Jacobson,86,8.47,425,36
30,31,31,Michael Thompson,71,8.41,309,26
31,32,32,Jhonattan Vegas,97,8.33,504,42
32,33,33,J.B. Holmes,77,8.31,313,26
33,34,34,Tom Hoge,81,8.28,302,25
34,35,35,Jonas Blixt,79,8.2,366,30
35,36,36,Billy Horschel,73,8.15,356,29
36,37,37,Peter Malnati,85,8.13,406,33
37,38,38,Kevin Kisner,97,8.09,445,36
38,T39,T39,Matt Kuchar,100,8.05,472,38
39,T39,T39,Francesco Molinari,64,8.05,323,26
40,41,41,Boo Weekley,83,8.03,411,33
41,42,42,Rory Sabbatini,57,8.02,237,19
42,T43,T43,Alex Cejka,71,7.97,276,22
43,T43,T43,Patton Kizzire,93,7.97,464,37
44,45,45,Morgan Hoffmann,71,7.94,340,27
45,46,46,Mark Hubbard,101,7.92,480,38
46,47,47,Retief Goosen,55,7.89,279,22
47,48,48,Robert Allenby,51,7.87,254,20
48,49,49,Steven Bowditch,71,7.77,309,24
49,50,50,Zac Blair,99,7.76,477,37
50,51,51,Robert Garrigus,69,7.75,284,22
51,52,52,Smylie Kaufman,91,7.73,414,32
52,53,53,Brett Stegmaier,87,7.71,493,38
53,54,54,Chris Stroud,82,7.67,378,29
54,55,55,Wes Roach,59,7.66,261,20
55,56,56,Vijay Singh,72,7.63,354,27
56,57,57,David Lingmerth,84,7.62,328,25
57,58,58,Chez Reavie,90,7.6,421,32
58,59,59,Matt Jones,83,7.58,343,26
59,60,60,Adam Scott,79,7.53,332,25
60,61,61,Fabián Gómez,82,7.47,415,31
61,62,62,Patrick Reed,105,7.45,416,31
62,63,63,Paul Casey,77,7.43,377,28
63,64,64,Danny Lee,93,7.41,378,28
64,65,65,Jimmy Walker,85,7.35,381,28
65,66,66,Andres Gonzales,80,7.32,396,29
66,67,67,Aaron Baddeley,93,7.31,438,32
67,68,68,Rory McIlroy,69,7.29,247,18
68,T69,T69,David Hearn,95,7.28,481,35
69,T69,T69,Scott Pinckney,87,7.28,467,34
70,T71,T71,Ángel Cabrera,62,7.17,279,20
71,T71,T71,Sam Saunders,69,7.17,293,21
72,73,73,Luke List,79,7.16,377,27
73,74,74,Ken Duke,58,7.14,224,16
74,75,75,Charley Hoffman,91,7.12,379,27
75,76,76,Jason Gore,78,7.08,353,25
76,T77,T77,Daniel Berger,92,7.07,410,29
77,T77,T77,Tony Finau,95,7.07,467,33
78,T77,T77,Nick Taylor,83,7.07,382,27
79,80,80,Hiroshi Iwata,85,7.06,340,24
80,81,81,K.J. Choi,73,7.03,384,27
81,82,82,Patrick Rodgers,89,7.02,484,34
82,T83,T83,Jason Kokrak,89,7.01,471,33
83,T83,T83,Jamie Lovemark,91,7.01,471,33
84,85,85,Kevin Streelman,82,6.95,374,26
85,86,86,Ricky Barnes,97,6.94,461,32
86,87,87,Hideki Matsuyama,76,6.93,303,21
87,88,88,Stuart Appleby,71,6.9,348,24
88,T89,T89,William McGirt,98,6.87,553,38
89,T89,T89,Bryce Molder,80,6.87,364,25
90,T89,T89,Louis Oosthuizen,63,6.87,262,18
91,T92,T92,Abraham Ancer,51,6.83,205,14
92,T92,T92,Phil Mickelson,75,6.83,322,22
93,94,94,Brian Stuard,66,6.82,337,23
94,95,95,Robert Streb,87,6.81,411,28
95,96,96,Kyle Stanley,92,6.8,456,31
96,97,97,Martin Piller,59,6.79,280,19
97,98,98,Jeff Overton,69,6.78,339,23
98,99,99,Sean O'Hair,89,6.77,502,34
99,100,100,Webb Simpson,70,6.75,326,22
100,101,101,John Senden,88,6.73,490,33
101,102,102,Blayne Barber,84,6.71,447,30
102,103,103,Chad Campbell,90,6.67,465,31
103,104,104,Mark Wilson,66,6.63,347,23
104,105,105,Henrik Norlander,71,6.62,302,20
105,106,106,Charl Schwartzel,73,6.6,318,21
106,107,107,Ryan Palmer,86,6.56,442,29
107,108,108,Scott Langley,65,6.52,322,21
108,109,109,Dawie van der Walt,72,6.5,323,21
109,110,110,Si Woo Kim,113,6.49,539,35
110,111,111,Spencer Levin,104,6.47,510,33
111,112,112,Harold Varner III,92,6.46,480,31
112,113,113,Jim Furyk,52,6.45,279,18
113,T114,T114,Rhein Gibson,58,6.44,264,17
114,T114,T114,Adam Hadwin,93,6.44,497,32
115,116,116,Bubba Watson,72,6.41,312,20
116,117,117,Rob Oppenheim,67,6.38,282,18
117,T118,T118,Scott Brown,88,6.35,394,25
118,T118,T118,Branden Grace,63,6.35,252,16
119,120,120,Luke Donald,81,6.33,332,21
120,121,121,Padraig Harrington,54,6.3,238,15
121,122,122,Marc Leishman,89,6.28,382,24
122,123,123,Jim Herman,93,6.21,435,27
123,124,124,Erik Compton,65,6.2,274,17
124,125,125,Brian Harman,104,6.18,534,33
125,126,126,Thomas Aiken,70,6.17,308,19
126,127,127,Cameron Smith,73,6.16,276,17
127,128,128,Bronson Burgoon,83,6.14,391,24
128,129,129,Chesson Hadley,81,6.13,359,22
129,130,130,Seung-Yul Noh,85,6.05,413,25
130,131,131,Hudson Swafford,104,6.03,564,34
131,132,132,Scott Piercy,87,6.02,399,24
132,133,133,Andrew Landry,53,6.01,183,11
133,134,134,Sung Kang,89,5.99,451,27
134,135,135,Brandt Snedeker,93,5.98,435,26
135,136,136,Will MacKenzie,84,5.93,371,22
136,T137,T137,Cameron Tringale,81,5.91,389,23
137,T137,T137,Steve Wheatcroft,85,5.91,423,25
138,T139,T139,Justin Thomas,99,5.9,424,25
139,T139,T139,Willy Wilcox,67,5.9,322,19
140,141,141,Roberto Castro,97,5.89,509,30
141,142,142,Chris Kirk,90,5.87,409,24
142,143,143,Ben Crane,80,5.85,359,21
143,144,144,Jerry Kelly,76,5.84,377,22
144,T145,T145,Dustin Johnson,87,5.83,309,18
145,T145,T145,Gary Woodland,95,5.83,480,28
146,147,147,Jon Curran,99,5.8,483,28
147,148,148,Sergio Garcia,54,5.79,190,11
148,149,149,Emiliano Grillo,93,5.78,450,26
149,150,150,Lucas Glover,75,5.69,404,23
150,151,151,Greg Owen,85,5.68,387,22
151,152,152,Brendon de Jonge,83,5.6,411,23
152,153,153,Billy Hurley III,66,5.59,322,18
153,154,154,Brendan Steele,88,5.57,413,23
154,155,155,Justin Rose,65,5.56,270,15
155,T156,T156,Rickie Fowler,80,5.53,398,22
156,T156,T156,James Hahn,85,5.53,398,22
157,158,158,Troy Merritt,77,5.49,346,19
158,T159,T159,Steve Marino,72,5.39,334,18
159,T159,T159,Carlos Ortiz,79,5.39,334,18
160,161,161,J.J. Henry,68,5.35,411,22
161,162,162,Russell Knox,92,5.29,397,21
162,163,163,D.H. Lee,61,5.28,246,13
163,164,164,Chad Collins,73,5.25,343,18
164,T165,T165,Derek Ernst,59,5.19,231,12
165,T165,T165,David Toms,62,5.19,308,16
166,167,167,Kevin Chappell,93,5.18,444,23
167,168,168,Jason Bohn,67,5.15,330,17
168,169,169,Tyler Aldridge,83,5.09,393,20
169,T170,T170,Martin Laird,82,5.08,453,23
170,T170,T170,Tyrone Van Aswegen,105,5.08,492,25
171,172,172,Geoff Ogilvy,63,4.98,281,14
172,173,173,Graham DeLaet,70,4.94,344,17
173,T174,T174,John Huh,86,4.92,447,22
174,T174,T174,Anirban Lahiri,72,4.92,244,12
175,176,176,Shawn Stefani,91,4.86,473,23
176,177,177,Bill Haas,86,4.8,417,20
177,T178,T178,Stewart Cink,61,4.64,323,15
178,T178,T178,Hunter Mahan,61,4.64,280,13
179,180,180,Graeme McDowell,63,4.63,259,12
180,181,181,Vaughn Taylor,72,4.37,343,15
181,182,182,Whee Kim,82,4.27,375,16
182,183,183,Keegan Bradley,82,4.11,365,15
183,184,184,Kelly Kraft,63,4.07,246,10
184,185,185,Scott Stallings,74,3.79,317,12
