,GIR_Putting_Avg_-__35_RANK THIS WEEK,GIR_Putting_Avg_-__35_RANK LAST WEEK,GIR_Putting_Avg_-__35_PLAYER NAME,GIR_Putting_Avg_-__35_ROUNDS,GIR_Putting_Avg_-__35_% MADE,GIR_Putting_Avg_-__35_ATTEMPTS,GIR_Putting_Avg_-__35_PUTTS MADE
0,1,1,Jason Day,76,0.78,129,10.0
1,2,2,Adam Scott,79,0.73,124,9.0
2,3,3,Michael Kim,100,0.69,188,13.0
3,4,4,Wes Roach,59,0.68,88,6.0
4,5,5,Robert Garrigus,69,0.65,92,6.0
5,6,6,Justin Thomas,99,0.63,143,9.0
6,7,7,Tom Hoge,81,0.62,97,6.0
7,8,8,Ben Martin,92,0.6,184,11.0
8,9,9,Kyle Reifers,115,0.59,219,13.0
9,T10,T10,Luke Guthrie,57,0.58,86,5.0
10,T10,T10,Charley Hoffman,91,0.58,154,9.0
11,T10,T10,Daniel Summerhays,99,0.58,171,10.0
12,T10,T10,Michael Thompson,71,0.58,103,6.0
13,T14,T14,Charles Howell III,91,0.57,210,12.0
14,T14,T14,Boo Weekley,83,0.57,159,9.0
15,T14,T14,Tim Wilkinson,72,0.57,87,5.0
16,17,17,Rod Pampling,54,0.56,71,4.0
17,18,18,Brett Stegmaier,87,0.55,165,9.0
18,T19,T19,Ken Duke,58,0.54,74,4.0
19,T19,T19,Colt Knost,90,0.54,148,8.0
20,T19,T19,Shane Lowry,57,0.54,74,4.0
21,T19,T19,Sam Saunders,69,0.54,92,5.0
22,23,23,Jhonattan Vegas,97,0.53,187,10.0
23,24,24,J.J. Henry,68,0.52,174,9.0
24,25,25,Scott Pinckney,87,0.51,176,9.0
25,T26,T26,Zach Johnson,90,0.5,141,7.0
26,T26,T26,Brendon Todd,66,0.5,100,5.0
27,T28,T28,Chad Collins,73,0.49,122,6.0
28,T28,T28,Matt Jones,83,0.49,142,7.0
29,T28,T28,Rory McIlroy,69,0.49,82,4.0
30,T28,T28,Dicky Pride,55,0.49,81,4.0
31,T28,T28,John Senden,88,0.49,205,10.0
32,T33,T33,J.B. Holmes,77,0.48,125,6.0
33,T33,T33,Justin Rose,65,0.48,104,5.0
34,T33,T33,Jimmy Walker,85,0.48,146,7.0
35,36,36,Dawie van der Walt,72,0.47,128,6.0
36,T37,T37,Kevin Streelman,82,0.46,131,6.0
37,T37,T37,Steve Wheatcroft,85,0.46,174,8.0
38,T39,T39,Derek Fathauer,94,0.45,133,6.0
39,T39,T39,Mark Wilson,66,0.45,132,6.0
40,T41,T41,Hudson Swafford,104,0.44,227,10.0
41,T41,T41,Nick Taylor,83,0.44,135,6.0
42,T43,T43,Alex Cejka,71,0.43,94,4.0
43,T43,T43,Billy Horschel,73,0.43,141,6.0
44,T43,T43,Rory Sabbatini,57,0.43,94,4.0
45,T46,T46,Jason Dufner,105,0.42,168,7.0
46,T46,T46,Padraig Harrington,54,0.42,95,4.0
47,T46,T46,Andrew Loupe,75,0.42,142,6.0
48,T46,T46,Bryce Molder,80,0.42,118,5.0
49,T46,T46,Ryan Moore,86,0.42,120,5.0
50,T46,T46,Camilo Villegas,83,0.42,144,6.0
51,T52,T52,Ben Crane,80,0.41,145,6.0
52,T52,T52,Lucas Glover,75,0.41,146,6.0
53,T52,T52,Kevin Kisner,97,0.41,145,6.0
54,T52,T52,D.A. Points,55,0.41,73,3.0
55,T52,T52,Patrick Reed,105,0.41,145,6.0
56,T57,T57,Graham DeLaet,70,0.4,126,5.0
57,T57,T57,Jason Gore,78,0.4,126,5.0
58,T57,T57,Patton Kizzire,93,0.4,199,8.0
59,T57,T57,Danny Lee,93,0.4,125,5.0
60,T57,T57,William McGirt,98,0.4,201,8.0
61,T57,T57,Jeff Overton,69,0.4,126,5.0
62,T57,T57,Vijay Singh,72,0.4,124,5.0
63,T64,T64,Stuart Appleby,71,0.39,127,5.0
64,T64,T64,Ernie Els,66,0.39,103,4.0
65,T64,T64,Brooks Koepka,75,0.39,127,5.0
66,T64,T64,Francesco Molinari,64,0.39,102,4.0
67,T68,T68,K.J. Choi,73,0.38,131,5.0
68,T68,T68,Luke Donald,81,0.38,130,5.0
69,T68,T68,Bubba Watson,72,0.38,105,4.0
70,T71,T71,Jim Furyk,52,0.37,108,4.0
71,T71,T71,Retief Goosen,55,0.37,107,4.0
72,T71,T71,Mark Hubbard,101,0.37,162,6.0
73,T71,T71,Sung Kang,89,0.37,187,7.0
74,T75,T75,Zac Blair,99,0.36,193,7.0
75,T75,T75,Dustin Johnson,87,0.36,112,4.0
76,T75,T75,Scott Langley,65,0.36,137,5.0
77,T75,T75,David Toms,62,0.36,110,4.0
78,T79,T79,Harris English,97,0.35,173,6.0
79,T79,T79,Russell Knox,92,0.35,141,5.0
80,T79,T79,Jason Kokrak,89,0.35,173,6.0
81,T79,T79,Jordan Spieth,80,0.35,141,5.0
82,T83,T83,Robert Allenby,51,0.34,89,3.0
83,T83,T83,Jon Curran,99,0.34,176,6.0
84,T83,T83,David Hearn,95,0.34,179,6.0
85,T83,T83,Freddie Jacobson,86,0.34,148,5.0
86,T83,T83,Matt Kuchar,100,0.34,178,6.0
87,T83,T83,D.H. Lee,61,0.34,89,3.0
88,T83,T83,Johnson Wagner,86,0.34,174,6.0
89,T90,T90,Ángel Cabrera,62,0.33,90,3.0
90,T90,T90,Andres Gonzales,80,0.33,150,5.0
91,T90,T90,Billy Hurley III,66,0.33,122,4.0
92,T90,T90,Peter Malnati,85,0.33,152,5.0
93,T90,T90,Robert Streb,87,0.33,151,5.0
94,T95,T95,Si Woo Kim,113,0.32,219,7.0
95,T95,T95,Kyle Stanley,92,0.32,158,5.0
96,T95,T95,Harold Varner III,92,0.32,187,6.0
97,T95,T95,Gary Woodland,95,0.32,189,6.0
98,T99,T99,Ricky Barnes,97,0.31,160,5.0
99,T99,T99,Emiliano Grillo,93,0.31,161,5.0
100,T99,T99,Jim Herman,93,0.31,161,5.0
101,T102,T102,Russell Henley,76,0.3,134,4.0
102,T102,T102,Steve Marino,72,0.3,134,4.0
103,T102,T102,Scott Piercy,87,0.3,133,4.0
104,T105,T105,Blayne Barber,84,0.29,170,5.0
105,T105,T105,Daniel Berger,92,0.29,140,4.0
106,T105,T105,Hunter Mahan,61,0.29,105,3.0
107,T105,T105,Kevin Na,96,0.29,137,4.0
108,T105,T105,Steve Stricker,53,0.29,102,3.0
109,T110,T110,Tony Finau,95,0.28,181,5.0
110,T110,T110,Smylie Kaufman,91,0.28,143,4.0
111,T110,T110,Patrick Rodgers,89,0.28,178,5.0
112,T113,T113,Aaron Baddeley,93,0.27,150,4.0
113,T113,T113,Bronson Burgoon,83,0.27,150,4.0
114,T113,T113,Derek Ernst,59,0.27,75,2.0
115,T113,T113,Seung-Yul Noh,85,0.27,147,4.0
116,T113,T113,Sean O'Hair,89,0.27,188,5.0
117,T113,T113,Greg Owen,85,0.27,147,4.0
118,T119,T119,Roberto Castro,97,0.26,194,5.0
119,T119,T119,Martin Laird,82,0.26,194,5.0
120,T119,T119,Luke List,79,0.26,152,4.0
121,T119,T119,Jamie Lovemark,91,0.26,192,5.0
122,T119,T119,Ryan Palmer,86,0.26,156,4.0
123,T119,T119,Brian Stuard,66,0.26,117,3.0
124,T125,T125,Keegan Bradley,82,0.25,118,3.0
125,T125,T125,Chesson Hadley,81,0.25,120,3.0
126,T125,T125,Troy Merritt,77,0.25,119,3.0
127,T128,T128,Morgan Hoffmann,71,0.24,123,3.0
128,T128,T128,John Huh,86,0.24,168,4.0
129,T128,T128,Shawn Stefani,91,0.24,167,4.0
130,T128,T128,Vaughn Taylor,72,0.24,125,3.0
131,T132,T132,Tyler Aldridge,83,0.23,132,3.0
132,T132,T132,Bill Haas,86,0.23,172,4.0
133,T134,T134,Adam Hadwin,93,0.22,181,4.0
134,T134,T134,Whee Kim,82,0.22,138,3.0
135,T134,T134,Marc Leishman,89,0.22,134,3.0
136,T134,T134,Louis Oosthuizen,63,0.22,91,2.0
137,T134,T134,Chez Reavie,90,0.22,138,3.0
138,T134,T134,Brandt Snedeker,93,0.22,182,4.0
139,T140,T140,Jonas Blixt,79,0.21,141,3.0
140,T140,T140,Chad Campbell,90,0.21,191,4.0
141,T140,T140,Erik Compton,65,0.21,96,2.0
142,T140,T140,George McNeill,51,0.21,95,2.0
143,T140,T140,Martin Piller,59,0.21,95,2.0
144,T145,T145,Brendon de Jonge,83,0.2,148,3.0
145,T145,T145,Fabián Gómez,82,0.2,151,3.0
146,T145,T145,Brian Harman,104,0.2,198,4.0
147,T145,T145,Rob Oppenheim,67,0.2,98,2.0
148,T145,T145,Chris Stroud,82,0.2,148,3.0
149,T145,T145,Cameron Tringale,81,0.2,147,3.0
150,T151,T151,James Hahn,85,0.19,161,3.0
151,T151,T151,Henrik Norlander,71,0.19,106,2.0
152,T153,T153,Kevin Chappell,93,0.18,168,3.0
153,T153,T153,Phil Mickelson,75,0.18,114,2.0
154,T153,T153,Scott Stallings,74,0.18,114,2.0
155,T153,T153,Willy Wilcox,67,0.18,111,2.0
156,T157,T157,Thomas Aiken,70,0.17,119,2.0
157,T157,T157,Steven Bowditch,71,0.17,116,2.0
158,T157,T157,Rickie Fowler,80,0.17,174,3.0
159,T157,T157,Jerry Kelly,76,0.17,121,2.0
160,T157,T157,Andrew Landry,53,0.17,58,1.0
161,T157,T157,David Lingmerth,84,0.17,115,2.0
162,T157,T157,Charl Schwartzel,73,0.17,118,2.0
163,T157,T157,Tyrone Van Aswegen,105,0.17,174,3.0
164,T165,T165,Hiroshi Iwata,85,0.16,122,2.0
165,T165,T165,Will MacKenzie,84,0.16,122,2.0
166,T167,T167,Paul Casey,77,0.15,134,2.0
167,T167,T167,Chris Kirk,90,0.15,136,2.0
168,T169,T169,Abraham Ancer,51,0.14,70,1.0
169,T169,T169,Scott Brown,88,0.14,146,2.0
170,T169,T169,Sergio Garcia,54,0.14,72,1.0
171,T172,T172,Kelly Kraft,63,0.11,92,1.0
172,T172,T172,Spencer Levin,104,0.11,187,2.0
173,T172,T172,Hideki Matsuyama,76,0.11,95,1.0
174,T172,T172,Graeme McDowell,63,0.11,92,1.0
175,176,176,Geoff Ogilvy,63,0.1,96,1.0
176,177,177,Webb Simpson,70,0.09,110,1.0
177,T178,T178,Stewart Cink,61,0.08,127,1.0
178,T178,T178,Rhein Gibson,58,0.08,118,1.0
179,T178,T178,Carlos Ortiz,79,0.08,121,1.0
180,181,181,Brendan Steele,88,0.07,140,1.0
181,T182,T182,Jason Bohn,67,0.0,101,
182,T182,T182,Branden Grace,63,0.0,87,
183,T182,T182,Anirban Lahiri,72,0.0,97,
184,T182,T182,Cameron Smith,73,0.0,102,
