,Putting_Average_RANK THIS WEEK,Putting_Average_RANK LAST WEEK,Putting_Average_PLAYER NAME,Putting_Average_ROUNDS,Putting_Average_AVG,Putting_Average_GIR PUTTS,Putting_Average_GREENS HIT,Putting_Average_BIRDIE CONVERSION,Putting_Average_GIR RANK
95,T96,T96,Ken Duke,58,1.776,1023,576,30.26,182
96,T96,T96,Robert Garrigus,69,1.776,1440,811,31.6,14
97,T96,T96,Danny Lee,93,1.776,1840,1036,29.98,137
98,T96,T96,Chez Reavie,90,1.776,1872,1054,28.18,37
99,T96,T96,Dawie van der Walt,72,1.776,1494,841,28.23,62
100,T101,T101,Brendon de Jonge,83,1.777,1701,957,26.78,93
101,T101,T101,Billy Horschel,73,1.777,1516,853,30.08,45
102,T103,T103,Branden Grace,63,1.778,1282,721,28.43,61
103,T103,T103,Russell Henley,76,1.778,1661,934,27.76,T29
104,T103,T103,Sung Kang,89,1.778,1817,1022,29.19,T101
105,T103,T103,John Senden,88,1.778,1895,1066,28.08,21
106,T103,T103,Camilo Villegas,83,1.778,1570,883,28.8,170
107,T108,T108,Padraig Harrington,54,1.7790000000000001,1089,612,28.9,T159
108,T108,T108,Martin Laird,82,1.7790000000000001,1690,950,29.89,47
109,T108,T108,George McNeill,51,1.7790000000000001,1048,589,27.84,131
110,T108,T108,Henrik Norlander,71,1.7790000000000001,1464,823,28.01,32
111,T108,T108,Charl Schwartzel,73,1.7790000000000001,1541,866,29.98,24
112,T108,T108,Webb Simpson,70,1.7790000000000001,1505,846,29.33,T57
113,T114,T114,Blayne Barber,84,1.78,1711,961,28.5,63
114,T114,T114,Steven Bowditch,71,1.78,1239,696,29.11,184
115,T114,T114,Jason Dufner,105,1.78,2293,1288,29.22,T6
116,T114,T114,Louis Oosthuizen,63,1.78,1223,687,27.49,T33
117,T114,T114,Gary Woodland,95,1.78,2004,1126,29.18,23
118,T119,T119,Abraham Ancer,51,1.781,951,534,27.58,174
119,T119,T119,Harris English,97,1.781,2016,1132,28.67,T112
120,T119,T119,Tony Finau,95,1.781,1982,1113,30.87,106
121,T119,T119,Kevin Streelman,82,1.781,1818,1021,28.12,17
122,T119,T119,Bubba Watson,72,1.781,1530,859,29.91,18
123,T124,T124,Emiliano Grillo,93,1.7819999999999998,1978,1110,29.91,27
124,T124,T124,Charley Hoffman,91,1.7819999999999998,1823,1023,28.6,T119
125,T126,T126,Chesson Hadley,81,1.7830000000000001,1655,928,29.05,T101
126,T126,T126,Martin Piller,59,1.7830000000000001,1177,660,26.14,129
127,T126,T126,Scott Stallings,74,1.7830000000000001,1485,833,28.28,82
128,T126,T126,Jhonattan Vegas,97,1.7830000000000001,2081,1167,28.95,10
129,T126,T126,Johnson Wagner,86,1.7830000000000001,1915,1074,27.66,13
130,T131,T131,Chad Collins,73,1.784,1463,820,25.95,168
131,T131,T131,Graeme McDowell,63,1.784,1242,696,29.06,T125
132,T131,T131,Geoff Ogilvy,63,1.784,1206,676,28.44,142
133,T134,T134,James Hahn,85,1.785,1764,988,27.79,T119
134,T134,T134,Francesco Molinari,64,1.785,1335,748,27.25,109
135,T134,T134,Boo Weekley,83,1.785,1810,1014,29.49,41
136,T137,T137,Sergio Garcia,54,1.786,1150,644,29.8,T6
137,T137,T137,Brian Stuard,66,1.786,1343,752,27.96,149
138,T139,T139,Zac Blair,99,1.787,1905,1066,27.14,169
139,T139,T139,John Huh,86,1.787,1810,1013,26.39,77
140,T139,T139,D.A. Points,55,1.787,1072,600,28.98,98
141,T139,T139,Tyrone Van Aswegen,105,1.787,2126,1190,27.92,114
142,T143,T143,Rob Oppenheim,67,1.788,1289,721,26.64,144
143,T143,T143,Scott Piercy,87,1.788,1820,1018,28.71,52
144,T145,T145,Luke Donald,81,1.7890000000000001,1685,942,25.93,118
145,T145,T145,Russell Knox,92,1.7890000000000001,1998,1117,28.32,9
146,T147,T147,Jason Kokrak,89,1.79,1969,1100,28.78,26
147,T147,T147,Steve Marino,72,1.79,1446,808,28.38,85
148,T147,T147,Sam Saunders,69,1.79,1348,753,28.69,128
149,T147,T147,Brendan Steele,88,1.79,1860,1039,28.38,25
150,T151,T151,Andres Gonzales,80,1.791,1664,929,29.09,81
151,T151,T151,Jim Herman,93,1.791,1968,1099,27.06,92
152,T151,T151,Andrew Landry,53,1.791,1021,570,27.42,117
153,T151,T151,Will MacKenzie,84,1.791,1712,956,26.99,70
154,155,155,Chad Campbell,90,1.7919999999999998,1978,1104,27.59,T33
155,T156,T156,Paul Casey,77,1.7930000000000001,1691,943,28.63,2
156,T156,T156,Jerry Kelly,76,1.7930000000000001,1635,912,25.85,66
157,T156,T156,Luke List,79,1.7930000000000001,1669,931,30.39,T54
158,T156,T156,Patrick Rodgers,89,1.7930000000000001,1899,1059,28.79,16
159,160,160,Shane Lowry,57,1.794,1125,627,27.88,123
160,T161,T161,Tyler Aldridge,83,1.795,1673,932,27.13,95
161,T161,T161,Rod Pampling,54,1.795,1034,576,25.57,133
162,T163,T163,Jim Furyk,52,1.797,1148,639,24.29,T29
163,T163,T163,Rory Sabbatini,57,1.797,1123,625,29.12,130
164,T163,T163,Brett Stegmaier,87,1.797,1837,1022,27.52,60
165,166,166,Bronson Burgoon,83,1.8,1696,942,26.65,T75
166,167,167,Scott Pinckney,87,1.801,1902,1056,28.52,20
167,168,168,David Toms,62,1.8019999999999998,1317,731,25.58,96
168,169,169,Whee Kim,82,1.804,1665,923,26.38,89
169,170,170,Keegan Bradley,82,1.805,1854,1027,27.46,12
170,171,171,Jeff Overton,69,1.806,1349,747,26.51,139
171,T172,T172,Shawn Stefani,91,1.8090000000000002,1883,1041,25.43,69
172,T172,T172,Harold Varner III,92,1.8090000000000002,1985,1097,29.16,T75
173,174,174,Robert Streb,87,1.81,1812,1001,26.85,78
174,T175,T175,Bill Haas,86,1.811,1795,991,25.1,T57
175,T175,T175,Mark Wilson,66,1.811,1313,725,25.0,108
176,177,177,Scott Langley,65,1.8119999999999998,1314,725,25.83,138
177,178,178,Stewart Cink,61,1.814,1402,773,27.46,4
178,179,179,Greg Owen,85,1.815,1846,1017,26.9,8
179,180,180,Ángel Cabrera,62,1.817,1279,704,26.46,155
180,181,181,Rhein Gibson,58,1.819,1204,662,26.89,T35
181,182,182,Thomas Aiken,70,1.825,1522,834,25.21,5
182,183,183,Derek Ernst,59,1.828,1241,679,25.48,T79
183,184,184,J.J. Henry,68,1.8419999999999999,1477,802,21.88,49
184,185,185,Robert Allenby,51,1.8430000000000002,1078,585,23.29,140
