,One-Putt_Percentage_-_Round_2_RANK THIS WEEK,One-Putt_Percentage_-_Round_2_RANK LAST WEEK,One-Putt_Percentage_-_Round_2_PLAYER NAME,One-Putt_Percentage_-_Round_2_%,One-Putt_Percentage_-_Round_2_# OF 1 PUTTS,One-Putt_Percentage_-_Round_2_# OF HOLES
150,151,151,Kevin Chappell,36.01,175,486
151,152,152,Martin Laird,35.99,149,414
152,153,153,Scott Pinckney,35.91,181,504
153,154,154,Johnson Wagner,35.9,168,468
154,155,155,Marc Leishman,35.88,155,432
155,156,156,Ángel Cabrera,35.83,129,360
156,157,157,Russell Henley,35.78,161,450
157,158,158,Robert Streb,35.68,167,468
158,159,159,Rory Sabbatini,35.67,122,342
159,160,160,Alex Cejka,35.56,128,360
160,161,161,Scott Langley,35.45,134,378
161,162,162,Rod Pampling,35.42,102,288
162,163,163,Hudson Swafford,35.37,191,540
163,164,164,Graeme McDowell,35.28,127,360
164,165,165,Whee Kim,35.26,165,468
165,166,166,Justin Thomas,35.19,171,486
166,T167,T167,Stewart Cink,35.09,120,342
167,T167,T167,Robert Garrigus,35.09,120,342
168,169,169,Jhonattan Vegas,35.04,164,468
169,170,170,Scott Piercy,35.02,145,414
170,171,171,Sergio Garcia,34.92,88,252
171,172,172,Thomas Aiken,34.85,138,396
172,173,173,Henrik Norlander,34.72,125,360
173,T174,T174,James Hahn,34.62,162,468
174,T174,T174,Kevin Streelman,34.62,162,468
175,176,176,Bubba Watson,34.26,111,324
176,177,177,Keegan Bradley,34.19,160,468
177,178,178,Andres Gonzales,34.16,166,486
178,179,179,Justin Rose,33.99,104,306
179,180,180,George McNeill,33.92,116,342
180,181,181,Robert Allenby,33.82,140,414
181,182,182,Tyler Aldridge,33.76,158,468
182,183,183,Dawie van der Walt,33.1,143,432
183,184,184,Louis Oosthuizen,32.29,93,288
184,185,185,J.J. Henry,30.3,120,396
