,GIR_Putting_-_20-25_RANK THIS WEEK,GIR_Putting_-_20-25_RANK LAST WEEK,GIR_Putting_-_20-25_PLAYER NAME,GIR_Putting_-_20-25_ROUNDS,GIR_Putting_-_20-25_%,GIR_Putting_-_20-25_ATTEMPTS,GIR_Putting_-_20-25_PUTTS MADE
0,1,1,Andrew Loupe,75,21.92,73,16
1,2,2,Jason Day,76,21.13,71,15
2,3,3,Abraham Ancer,51,20.59,34,7
3,4,4,Steve Stricker,53,19.15,47,9
4,5,5,Brendon Todd,66,18.97,58,11
5,6,6,Jordan Spieth,80,18.46,65,12
6,7,7,Freddie Jacobson,86,18.28,93,17
7,8,8,Anirban Lahiri,72,18.0,50,9
8,9,9,Harris English,97,17.65,85,15
9,10,10,Retief Goosen,55,17.46,63,11
10,11,11,Kevin Na,96,17.24,87,15
11,12,12,Charles Howell III,91,17.12,111,19
12,13,13,Dicky Pride,55,17.07,41,7
13,14,14,Hideki Matsuyama,76,16.67,78,13
14,15,15,Patton Kizzire,93,16.48,91,15
15,16,16,Zach Johnson,90,16.35,104,17
16,17,17,Jamie Lovemark,91,16.3,92,15
17,18,18,Jonas Blixt,79,16.25,80,13
18,19,19,Webb Simpson,70,16.22,74,12
19,20,20,Charl Schwartzel,73,16.18,68,11
20,21,21,D.A. Points,55,15.91,44,7
21,22,22,Paul Casey,77,15.73,89,14
22,23,23,Patrick Rodgers,89,15.7,121,19
23,24,24,Cameron Tringale,81,15.66,83,13
24,25,25,Jason Dufner,105,15.57,122,19
25,26,26,Louis Oosthuizen,63,15.56,45,7
26,27,27,George McNeill,51,15.52,58,9
27,28,28,Mark Hubbard,101,15.38,117,18
28,29,29,Steven Bowditch,71,15.25,59,9
29,T30,T30,Ernie Els,66,15.09,53,8
30,T30,T30,Kevin Kisner,97,15.09,106,16
31,T32,T32,Brooks Koepka,75,14.94,87,13
32,T32,T32,Peter Malnati,85,14.94,87,13
33,34,34,Shane Lowry,57,14.89,47,7
34,T35,T35,Fabián Gómez,82,14.81,81,12
35,T35,T35,Matt Kuchar,100,14.81,108,16
36,37,37,Phil Mickelson,75,14.71,68,10
37,38,38,Ryan Moore,86,14.63,82,12
38,39,39,Rod Pampling,54,14.58,48,7
39,40,40,Johnson Wagner,86,14.56,103,15
40,41,41,Alex Cejka,71,14.49,69,10
41,42,42,Colt Knost,90,14.29,91,13
42,43,43,Aaron Baddeley,93,14.15,106,15
43,44,44,Zac Blair,99,14.13,92,13
44,45,45,David Lingmerth,84,14.12,85,12
45,46,46,Luke Guthrie,57,14.0,50,7
46,47,47,Sean O'Hair,89,13.73,102,14
