,Putts_made_Distance_RANK THIS WEEK,Putts_made_Distance_RANK LAST WEEK,Putts_made_Distance_PLAYER NAME,Putts_made_Distance_EVENTS,Putts_made_Distance_DISTANCE IN INCHES
0,1,1,Jason Day,20,60
1,2,2,Jordan Spieth,21,56
2,3,3,Brooks Koepka,21,55
3,4,4,Ben Martin,28,54
4,T5,T5,Luke Guthrie,19,53
5,T5,T5,Zach Johnson,24,53
6,T5,T5,Andrew Loupe,27,53
7,T5,T5,Daniel Summerhays,28,53
8,T9,T9,Ernie Els,21,52
9,T9,T9,Harris English,27,52
10,T9,T9,Fabián Gómez,26,52
11,T9,T9,Russell Henley,25,52
12,T9,T9,Michael Kim,29,52
13,T9,T9,Kevin Kisner,27,52
14,T9,T9,Patton Kizzire,27,52
15,T9,T9,Rory McIlroy,18,52
16,T9,T9,Phil Mickelson,22,52
17,T9,T9,Kevin Na,26,52
18,T9,T9,Sean O'Hair,27,52
19,T9,T9,Dicky Pride,21,52
20,T9,T9,Steve Stricker,15,52
21,T9,T9,Brendon Todd,29,52
22,T9,T9,Camilo Villegas,27,52
23,T24,T24,Zac Blair,31,51
24,T24,T24,Jonas Blixt,26,51
25,T24,T24,Derek Fathauer,30,51
26,T24,T24,Andres Gonzales,28,51
27,T24,T24,Adam Hadwin,27,51
28,T24,T24,David Hearn,29,51
29,T24,T24,Morgan Hoffmann,25,51
30,T24,T24,Tom Hoge,26,51
31,T24,T24,J.B. Holmes,22,51
32,T24,T24,Freddie Jacobson,26,51
33,T24,T24,Dustin Johnson,22,51
34,T24,T24,Colt Knost,26,51
35,T24,T24,Andrew Landry,18,51
36,T24,T24,Peter Malnati,32,51
37,T24,T24,Steve Marino,24,51
38,T24,T24,Ryan Moore,23,51
39,T24,T24,Martin Piller,22,51
40,T24,T24,Scott Pinckney,29,51
41,T24,T24,Kyle Reifers,34,51
42,T24,T24,Wes Roach,21,51
43,T24,T24,John Senden,28,51
44,T24,T24,Chris Stroud,27,51
45,T24,T24,Jhonattan Vegas,27,51
46,T24,T24,Johnson Wagner,26,51
47,T48,T48,Aaron Baddeley,28,50
48,T48,T48,Blayne Barber,27,50
49,T48,T48,Steven Bowditch,26,50
50,T48,T48,K.J. Choi,22,50
51,T48,T48,Jason Dufner,28,50
52,T48,T48,Robert Garrigus,21,50
53,T48,T48,Charley Hoffman,26,50
54,T48,T48,Billy Horschel,20,50
55,T48,T48,Charles Howell III,25,50
56,T48,T48,Mark Hubbard,30,50
57,T48,T48,Smylie Kaufman,28,50
58,T48,T48,Matt Kuchar,26,50
59,T48,T48,Shane Lowry,17,50
60,T48,T48,Hideki Matsuyama,23,50
61,T48,T48,Bryce Molder,26,50
62,T48,T48,Rob Oppenheim,21,50
63,T48,T48,Sam Saunders,24,50
64,T48,T48,Adam Scott,20,50
65,T48,T48,Brandt Snedeker,27,50
66,T48,T48,Hudson Swafford,30,50
67,T48,T48,Jimmy Walker,25,50
68,T48,T48,Steve Wheatcroft,26,50
69,T48,T48,Tim Wilkinson,22,50
70,T71,T71,Daniel Berger,26,49
71,T71,T71,Bronson Burgoon,27,49
72,T71,T71,Jon Curran,30,49
73,T71,T71,Retief Goosen,16,49
74,T71,T71,Jason Gore,27,49
75,T71,T71,Emiliano Grillo,25,49
76,T71,T71,Billy Hurley III,20,49
77,T71,T71,Hiroshi Iwata,29,49
78,T71,T71,Sung Kang,29,49
79,T71,T71,Martin Laird,24,49
80,T71,T71,D.H. Lee,22,49
81,T71,T71,Danny Lee,28,49
82,T71,T71,David Lingmerth,24,49
83,T71,T71,Jamie Lovemark,27,49
84,T71,T71,Hunter Mahan,22,49
85,T71,T71,William McGirt,28,49
86,T71,T71,George McNeill,23,49
87,T71,T71,Henrik Norlander,21,49
88,T71,T71,Louis Oosthuizen,17,49
89,T71,T71,Ryan Palmer,23,49
90,T71,T71,Patrick Reed,28,49
91,T71,T71,Rory Sabbatini,20,49
92,T71,T71,Charl Schwartzel,19,49
93,T71,T71,Brian Stuard,20,49
94,T71,T71,Michael Thompson,23,49
95,T71,T71,Cameron Tringale,25,49
96,T71,T71,Boo Weekley,26,49
97,T98,T98,Thomas Aiken,23,48
98,T98,T98,Robert Allenby,23,48
99,T98,T98,Stuart Appleby,23,48
100,T98,T98,Ricky Barnes,29,48
101,T98,T98,Scott Brown,27,48
102,T98,T98,Paul Casey,22,48
103,T98,T98,Alex Cejka,22,48
104,T98,T98,Chad Collins,26,48
105,T98,T98,Erik Compton,24,48
106,T98,T98,Ben Crane,27,48
107,T98,T98,Tony Finau,28,48
108,T98,T98,Chesson Hadley,27,48
109,T98,T98,Brian Harman,31,48
110,T98,T98,Russell Knox,25,48
111,T98,T98,Marc Leishman,25,48
112,T98,T98,Troy Merritt,26,48
113,T98,T98,Seung-Yul Noh,28,48
114,T98,T98,D.A. Points,18,48
115,T98,T98,Chez Reavie,27,48
116,T98,T98,Patrick Rodgers,28,48
117,T98,T98,Justin Rose,18,48
118,T98,T98,Webb Simpson,20,48
119,T98,T98,Vijay Singh,22,48
120,T98,T98,Kyle Stanley,28,48
121,T98,T98,Brett Stegmaier,29,48
122,T98,T98,Dawie van der Walt,25,48
123,T98,T98,Willy Wilcox,23,48
124,T98,T98,Mark Wilson,21,48
125,T126,T126,Tyler Aldridge,28,47
126,T126,T126,Ángel Cabrera,22,47
127,T126,T126,Roberto Castro,27,47
128,T126,T126,Brendon de Jonge,30,47
129,T126,T126,Graham DeLaet,21,47
130,T126,T126,Ken Duke,20,47
131,T126,T126,Rickie Fowler,23,47
132,T126,T126,Jim Furyk,14,47
133,T126,T126,Sergio Garcia,15,47
134,T126,T126,Rhein Gibson,20,47
135,T126,T126,J.J. Henry,24,47
136,T126,T126,Si Woo Kim,34,47
137,T126,T126,Chris Kirk,28,47
138,T126,T126,Jason Kokrak,28,47
139,T126,T126,Kelly Kraft,20,47
140,T126,T126,Scott Langley,22,47
141,T126,T126,Luke List,27,47
142,T126,T126,Francesco Molinari,18,47
143,T126,T126,Carlos Ortiz,29,47
144,T126,T126,Jeff Overton,25,47
145,T126,T126,Scott Piercy,24,47
146,T126,T126,Cameron Smith,24,47
147,T126,T126,Brendan Steele,25,47
148,T126,T126,Nick Taylor,26,47
149,T126,T126,Justin Thomas,28,47
150,T126,T126,David Toms,19,47
151,T152,T152,Jason Bohn,21,46
152,T152,T152,Chad Campbell,28,46
153,T152,T152,Luke Donald,23,46
154,T152,T152,Lucas Glover,23,46
155,T152,T152,Branden Grace,18,46
156,T152,T152,James Hahn,26,46
157,T152,T152,Padraig Harrington,16,46
158,T152,T152,Jim Herman,29,46
159,T152,T152,John Huh,28,46
160,T152,T152,Matt Jones,27,46
161,T152,T152,Whee Kim,27,46
162,T152,T152,Anirban Lahiri,21,46
163,T152,T152,Spencer Levin,32,46
