,Putting_from_15-25_RANK THIS WEEK,Putting_from_15-25_RANK LAST WEEK,Putting_from_15-25_PLAYER NAME,Putting_from_15-25_ROUNDS,Putting_from_15-25_% MADE,Putting_from_15-25_ATTEMPTS,Putting_from_15-25_PUTTS MADE
0,1,1,Jordan Spieth,80,24.31,181,44
1,2,2,Fabián Gómez,82,22.27,238,53
2,3,3,Jason Day,76,22.15,158,35
3,4,4,Charl Schwartzel,73,21.69,189,41
4,5,5,Morgan Hoffmann,71,21.65,194,42
5,6,6,Chris Stroud,82,21.46,261,56
6,7,7,Andrew Loupe,75,20.8,226,47
7,8,8,Ernie Els,66,20.71,169,35
8,9,9,Patton Kizzire,93,20.38,265,54
9,10,10,Steve Stricker,53,20.27,148,30
10,11,11,Zach Johnson,90,20.0,270,54
11,T12,T12,Peter Malnati,85,19.83,237,47
12,T12,T12,Brandt Snedeker,93,19.83,237,47
13,14,14,Jonas Blixt,79,19.82,227,45
14,15,15,Brendon Todd,66,19.75,162,32
15,16,16,Daniel Summerhays,99,19.73,299,59
16,17,17,Harris English,97,19.72,218,43
17,18,18,Henrik Norlander,71,19.44,180,35
18,19,19,Dustin Johnson,87,19.39,196,38
19,20,20,Johnson Wagner,86,19.19,271,52
20,21,21,Luke Guthrie,57,19.01,142,27
21,22,22,Spencer Levin,104,18.84,276,52
22,23,23,Dicky Pride,55,18.7,123,23
23,24,24,Seung-Yul Noh,85,18.65,252,47
24,25,25,Rhein Gibson,58,18.57,140,26
25,26,26,J.B. Holmes,77,18.52,189,35
26,27,27,Matt Kuchar,100,18.32,262,48
27,28,28,Hideki Matsuyama,76,18.3,224,41
28,29,29,Adam Hadwin,93,18.21,291,53
29,30,30,Rory McIlroy,69,18.18,165,30
30,31,31,Paul Casey,77,18.09,199,36
31,32,32,Phil Mickelson,75,17.99,189,34
32,33,33,Tom Hoge,81,17.97,217,39
33,34,34,Ryan Moore,86,17.92,212,38
34,35,35,Ken Duke,58,17.76,152,27
35,36,36,Zac Blair,99,17.74,248,44
36,37,37,Sean O'Hair,89,17.67,300,53
37,38,38,Chris Kirk,90,17.57,239,42
38,39,39,Daniel Berger,92,17.44,258,45
39,40,40,Louis Oosthuizen,63,17.42,155,27
40,T41,T41,Scott Pinckney,87,17.39,253,44
41,T41,T41,Willy Wilcox,67,17.39,184,32
42,43,43,Jason Bohn,67,17.32,231,40
43,T44,T44,Chesson Hadley,81,17.24,232,40
44,T44,T44,Freddie Jacobson,86,17.24,261,45
45,46,46,Bronson Burgoon,83,17.13,216,37
46,47,47,Ricky Barnes,97,17.08,240,41
47,48,48,Charley Hoffman,91,17.03,229,39
48,49,49,Blayne Barber,84,16.94,248,42
49,T50,T50,Carlos Ortiz,79,16.92,201,34
50,T50,T50,Patrick Rodgers,89,16.92,266,45
51,52,52,Ben Martin,92,16.89,302,51
52,53,53,David Hearn,95,16.83,309,52
53,T54,T54,Hiroshi Iwata,85,16.75,209,35
54,T54,T54,Brooks Koepka,75,16.75,203,34
55,56,56,Bill Haas,86,16.74,215,36
56,57,57,Bryce Molder,80,16.73,251,42
57,T58,T58,Kevin Na,96,16.67,240,40
58,T58,T58,Geoff Ogilvy,63,16.67,180,30
59,T58,T58,Tim Wilkinson,72,16.67,174,29
60,61,61,Charles Howell III,91,16.6,247,41
61,62,62,Cameron Tringale,81,16.59,229,38
62,63,63,Patrick Reed,105,16.47,249,41
63,64,64,David Toms,62,16.38,177,29
64,65,65,Chad Campbell,90,16.36,269,44
65,66,66,Colt Knost,90,16.32,239,39
66,67,67,Steve Wheatcroft,85,16.26,203,33
67,68,68,Kelly Kraft,63,16.25,160,26
68,T69,T69,Kevin Kisner,97,16.23,265,43
69,T69,T69,David Lingmerth,84,16.23,228,37
70,T69,T69,Webb Simpson,70,16.23,191,31
71,T72,T72,Tony Finau,95,16.22,259,42
72,T72,T72,Justin Rose,65,16.22,148,24
73,74,74,Erik Compton,65,16.17,167,27
74,75,75,Brian Harman,104,16.16,328,53
75,76,76,Matt Jones,83,16.08,199,32
76,77,77,Danny Lee,93,16.06,249,40
77,78,78,Martin Piller,59,16.05,162,26
78,79,79,Smylie Kaufman,91,16.03,237,38
79,80,80,Martin Laird,82,15.98,219,35
80,81,81,Robert Allenby,51,15.95,163,26
81,82,82,Chad Collins,73,15.94,207,33
82,83,83,Aaron Baddeley,93,15.93,270,43
83,84,84,Hudson Swafford,104,15.9,327,52
84,T85,T85,Anirban Lahiri,72,15.76,165,26
85,T85,T85,Luke List,79,15.76,184,29
86,T85,T85,Michael Thompson,71,15.76,184,29
87,T88,T88,Andrew Landry,53,15.75,127,20
88,T88,T88,Rod Pampling,54,15.75,127,20
89,T90,T90,Rob Oppenheim,67,15.72,159,25
90,T90,T90,Jhonattan Vegas,97,15.72,299,47
91,92,92,Retief Goosen,55,15.65,147,23
92,93,93,Sam Saunders,69,15.59,186,29
93,T94,T94,Andres Gonzales,80,15.56,225,35
94,T94,T94,Scott Langley,65,15.56,180,28
95,96,96,Scott Brown,88,15.54,251,39
96,97,97,George McNeill,51,15.53,161,25
97,98,98,Shane Lowry,57,15.5,129,20
98,99,99,Camilo Villegas,83,15.49,226,35
99,100,100,Robert Garrigus,69,15.42,201,31
100,101,101,Jon Curran,99,15.25,282,43
101,102,102,Jason Dufner,105,15.22,322,49
102,103,103,William McGirt,98,15.21,309,47
103,104,104,Jimmy Walker,85,15.14,218,33
104,105,105,Hunter Mahan,61,15.13,152,23
105,106,106,Greg Owen,85,15.09,232,35
106,T107,T107,Sergio Garcia,54,15.04,113,17
107,T107,T107,D.A. Points,55,15.04,133,20
108,T109,T109,John Senden,88,14.95,281,42
109,T109,T109,Dawie van der Walt,72,14.95,194,29
110,111,111,K.J. Choi,73,14.91,228,34
111,112,112,Jamie Lovemark,91,14.9,255,38
112,113,113,Russell Henley,76,14.89,262,39
113,114,114,Justin Thomas,99,14.87,269,40
114,115,115,Alex Cejka,71,14.84,182,27
115,116,116,Vijay Singh,72,14.81,216,32
116,117,117,Wes Roach,59,14.73,129,19
117,118,118,Sung Kang,89,14.72,231,34
118,119,119,Steven Bowditch,71,14.71,170,25
119,120,120,Russell Knox,92,14.69,245,36
120,121,121,Mark Hubbard,101,14.66,307,45
121,122,122,Nick Taylor,83,14.64,239,35
122,123,123,Brian Stuard,66,14.61,178,26
123,124,124,Adam Scott,79,14.57,199,29
124,125,125,Si Woo Kim,113,14.55,330,48
125,T126,T126,Derek Fathauer,94,14.49,276,40
126,T126,T126,J.J. Henry,68,14.49,207,30
127,128,128,Ángel Cabrera,62,14.44,180,26
128,129,129,Francesco Molinari,64,14.43,194,28
129,T130,T130,Brendan Steele,88,14.29,231,33
130,T130,T130,Harold Varner III,92,14.29,266,38
131,132,132,Lucas Glover,75,14.23,246,35
132,133,133,Jason Gore,78,14.07,199,28
133,T134,T134,Billy Horschel,73,14.06,192,27
134,T134,T134,Robert Streb,87,14.06,249,35
135,T136,T136,Abraham Ancer,51,14.05,121,17
136,T136,T136,Stewart Cink,61,14.05,185,26
137,138,138,Marc Leishman,89,13.98,236,33
138,139,139,Padraig Harrington,54,13.93,122,17
139,140,140,Kyle Stanley,92,13.9,295,41
140,141,141,Chez Reavie,90,13.88,245,34
141,142,142,Graeme McDowell,63,13.82,152,21
142,143,143,James Hahn,85,13.81,210,29
143,144,144,Boo Weekley,83,13.71,248,34
144,T145,T145,Rickie Fowler,80,13.7,219,30
145,T145,T145,Branden Grace,63,13.7,146,20
146,147,147,Michael Kim,100,13.68,285,39
147,148,148,Troy Merritt,77,13.66,205,28
148,149,149,Scott Piercy,87,13.48,230,31
149,150,150,Kyle Reifers,115,13.47,334,45
150,151,151,Ryan Palmer,86,13.43,283,38
151,T152,T152,Billy Hurley III,66,13.33,180,24
152,T152,T152,Jeff Overton,69,13.33,195,26
153,154,154,D.H. Lee,61,13.29,173,23
154,155,155,Brendon de Jonge,83,13.27,211,28
155,156,156,Mark Wilson,66,13.19,182,24
156,T157,T157,Kevin Chappell,93,13.11,244,32
157,T157,T157,Steve Marino,72,13.11,183,24
158,159,159,Jason Kokrak,89,13.03,261,34
159,160,160,Ben Crane,80,13.0,223,29
160,161,161,Keegan Bradley,82,12.92,240,31
161,162,162,Luke Donald,81,12.73,220,28
162,163,163,Tyler Aldridge,83,12.65,245,31
163,164,164,Gary Woodland,95,12.64,261,33
164,165,165,Rory Sabbatini,57,12.5,128,16
165,166,166,Will MacKenzie,84,12.35,251,31
166,167,167,Cameron Smith,73,12.32,138,17
167,168,168,Emiliano Grillo,93,12.26,261,32
168,169,169,Graham DeLaet,70,12.25,204,25
169,170,170,Whee Kim,82,12.15,214,26
170,171,171,Thomas Aiken,70,12.12,165,20
171,172,172,Jim Furyk,52,12.03,158,19
172,173,173,Scott Stallings,74,11.97,234,28
173,174,174,Tyrone Van Aswegen,105,11.89,286,34
174,175,175,Bubba Watson,72,11.48,183,21
175,176,176,Brett Stegmaier,87,11.37,255,29
176,177,177,Jerry Kelly,76,11.17,197,22
177,178,178,Roberto Castro,97,11.11,288,32
178,179,179,Derek Ernst,59,10.76,158,17
179,180,180,Stuart Appleby,71,10.66,197,21
180,181,181,Jim Herman,93,10.63,254,27
181,182,182,Kevin Streelman,82,10.41,221,23
182,183,183,John Huh,86,10.26,273,28
183,184,184,Shawn Stefani,91,9.93,282,28
184,185,185,Vaughn Taylor,72,7.26,234,17
