,3-Putt_Avoidance_-_Round_4_RANK THIS WEEK,3-Putt_Avoidance_-_Round_4_RANK LAST WEEK,3-Putt_Avoidance_-_Round_4_PLAYER NAME,3-Putt_Avoidance_-_Round_4_%,3-Putt_Avoidance_-_Round_4_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_4_TOTAL HOLES
0,1,1,Chris Stroud,0.43,1,234
1,2,2,Luke Guthrie,0.62,1,162
2,3,3,Rickie Fowler,0.69,2,288
3,4,4,Jason Day,0.74,2,270
4,T5,T5,Anirban Lahiri,0.79,2,252
5,T5,T5,Geoff Ogilvy,0.79,1,126
6,7,7,Seung-Yul Noh,0.85,2,234
7,8,8,Brandt Snedeker,0.88,3,342
8,T9,T9,Jason Bohn,0.93,2,216
9,T9,T9,Jordan Spieth,0.93,3,324
10,11,11,Colt Knost,0.98,3,306
11,T12,T12,Retief Goosen,1.01,2,198
12,T12,T12,Steve Marino,1.01,2,198
13,T12,T12,Troy Merritt,1.01,2,198
14,15,15,Bubba Watson,1.04,3,288
15,T16,T16,Rob Oppenheim,1.11,2,180
16,T16,T16,Steve Stricker,1.11,2,180
17,18,18,Patrick Reed,1.21,5,414
18,T19,T19,Marc Leishman,1.23,4,324
19,T19,T19,Brendan Steele,1.23,4,324
20,T21,T21,Martin Laird,1.39,4,288
21,T21,T21,Hunter Mahan,1.39,2,144
22,T21,T21,William McGirt,1.39,5,360
23,T21,T21,Brian Stuard,1.39,3,216
24,25,25,Ricky Barnes,1.46,5,342
25,T26,T26,Billy Horschel,1.48,4,270
26,T26,T26,Phil Mickelson,1.48,4,270
27,T26,T26,Brett Stegmaier,1.48,4,270
28,T29,T29,Matt Jones,1.59,4,252
29,T29,T29,Kevin Na,1.59,6,378
30,T29,T29,Rory Sabbatini,1.59,2,126
31,T29,T29,Daniel Summerhays,1.59,6,378
32,33,33,Andres Gonzales,1.67,3,180
33,T34,T34,Blayne Barber,1.71,4,234
34,T34,T34,Alex Cejka,1.71,4,234
35,T34,T34,Bryce Molder,1.71,4,234
36,T37,T37,Chad Campbell,1.74,5,288
37,T37,T37,James Hahn,1.74,5,288
38,T37,T37,Freddie Jacobson,1.74,5,288
39,40,40,Tony Finau,1.75,6,342
40,T41,T41,Stuart Appleby,1.85,4,216
41,T41,T41,Jonas Blixt,1.85,4,216
42,T41,T41,Bronson Burgoon,1.85,4,216
43,T41,T41,Erik Compton,1.85,3,162
44,T41,T41,Jim Furyk,1.85,4,216
45,T41,T41,Hiroshi Iwata,1.85,4,216
46,T41,T41,Si Woo Kim,1.85,7,378
47,T41,T41,Chris Kirk,1.85,5,270
48,T41,T41,Kelly Kraft,1.85,3,162
49,T41,T41,Andrew Landry,1.85,2,108
50,T41,T41,Spencer Levin,1.85,6,324
51,T41,T41,Peter Malnati,1.85,3,162
52,T41,T41,Carlos Ortiz,1.85,3,162
53,T41,T41,Scott Stallings,1.85,3,162
54,T55,T55,Charles Howell III,1.94,7,360
55,T55,T55,Tyrone Van Aswegen,1.94,7,360
56,57,57,Luke Donald,1.96,6,306
57,58,58,Rory McIlroy,1.98,5,252
58,59,59,Cameron Smith,2.02,4,198
59,60,60,Mark Hubbard,2.05,7,342
60,T61,T61,Roberto Castro,2.12,8,378
61,T61,T61,Kevin Kisner,2.12,8,378
62,T61,T61,Justin Thomas,2.12,8,378
63,T64,T64,Billy Hurley III,2.14,5,234
64,T64,T64,Vijay Singh,2.14,5,234
65,66,66,Matt Kuchar,2.17,9,414
66,T67,T67,Abraham Ancer,2.22,2,90
67,T67,T67,Jerry Kelly,2.22,6,270
68,69,69,David Hearn,2.29,7,306
69,T70,T70,Tyler Aldridge,2.31,5,216
70,T70,T70,Ernie Els,2.31,5,216
71,T70,T70,Vaughn Taylor,2.31,5,216
72,T70,T70,Tim Wilkinson,2.31,5,216
73,T74,T74,Adam Hadwin,2.34,8,342
74,T74,T74,Zach Johnson,2.34,8,342
75,T76,T76,K.J. Choi,2.38,6,252
76,T76,T76,Sung Kang,2.38,6,252
77,T76,T76,D.H. Lee,2.38,3,126
78,T76,T76,Will MacKenzie,2.38,6,252
79,T76,T76,Francesco Molinari,2.38,6,252
80,81,81,Scott Brown,2.43,7,288
81,T82,T82,Chad Collins,2.47,4,162
