,Putting_from_-_10-15_RANK THIS WEEK,Putting_from_-_10-15_RANK LAST WEEK,Putting_from_-_10-15_PLAYER NAME,Putting_from_-_10-15_ROUNDS,Putting_from_-_10-15_% MADE,Putting_from_-_10-15_ATTEMPTS,Putting_from_-_10-15_PUTTS MADE
136,137,137,Brendan Steele,88,26.88,186,50
137,138,138,Chez Reavie,90,26.84,231,62
138,139,139,D.A. Points,55,26.61,109,29
139,140,140,Jason Bohn,67,26.49,151,40
140,141,141,Rory Sabbatini,57,26.47,102,27
141,142,142,Brett Stegmaier,87,26.46,189,50
142,143,143,Charles Howell III,91,26.34,224,59
143,144,144,J.B. Holmes,77,26.32,171,45
144,145,145,Cameron Smith,73,26.27,118,31
145,146,146,Jeff Overton,69,26.21,145,38
146,147,147,Matt Jones,83,26.16,172,45
147,148,148,Harold Varner III,92,26.15,218,57
148,149,149,Jerry Kelly,76,26.06,142,37
149,150,150,Carlos Ortiz,79,25.99,177,46
150,151,151,James Hahn,85,25.96,208,54
151,152,152,Alex Cejka,71,25.85,147,38
152,153,153,Troy Merritt,77,25.79,190,49
153,154,154,Scott Piercy,87,25.73,171,44
154,155,155,Jason Dufner,105,25.59,211,54
155,156,156,Chris Kirk,90,25.49,204,52
156,157,157,Justin Rose,65,25.35,142,36
157,158,158,Kevin Streelman,82,25.26,190,48
158,159,159,Colt Knost,90,25.25,198,50
159,160,160,Bill Haas,86,25.16,155,39
160,T161,T161,Abraham Ancer,51,25.0,100,25
161,T161,T161,Chad Campbell,90,25.0,208,52
162,T161,T161,Sergio Garcia,54,25.0,88,22
163,T161,T161,Ben Martin,92,25.0,228,57
164,165,165,Keegan Bradley,82,24.86,173,43
165,166,166,Mark Wilson,66,24.85,165,41
166,167,167,Geoff Ogilvy,63,24.8,125,31
167,168,168,Padraig Harrington,54,24.79,121,30
168,169,169,Justin Thomas,99,24.78,230,57
169,170,170,Ernie Els,66,24.66,146,36
170,171,171,Dawie van der Walt,72,24.59,183,45
171,172,172,J.J. Henry,68,24.58,179,44
172,173,173,Robert Allenby,51,24.19,124,30
173,174,174,Daniel Berger,92,24.15,207,50
174,175,175,Danny Lee,93,24.06,212,51
175,T176,T176,Rhein Gibson,58,24.03,129,31
176,T176,T176,Scott Langley,65,24.03,129,31
177,178,178,Erik Compton,65,23.74,139,33
178,179,179,David Toms,62,23.64,165,39
179,180,180,Patrick Rodgers,89,23.53,170,40
180,181,181,Jason Kokrak,89,23.37,184,43
181,182,182,Will MacKenzie,84,23.24,185,43
182,183,183,Spencer Levin,104,22.71,207,47
183,184,184,Kevin Chappell,93,22.32,224,50
184,185,185,Francesco Molinari,64,21.15,156,33
