,Putting_from_-_20-25_RANK THIS WEEK,Putting_from_-_20-25_RANK LAST WEEK,Putting_from_-_20-25_PLAYER NAME,Putting_from_-_20-25_ROUNDS,Putting_from_-_20-25_% MADE,Putting_from_-_20-25_ATTEMPTS,Putting_from_-_20-25_PUTTS MADE
0,1,1,Dicky Pride,55,22.0,50,11
1,2,2,Andrew Loupe,75,21.98,91,20
2,3,3,Jordan Spieth,80,20.55,73,15
3,4,4,Jason Day,76,20.27,74,15
4,5,5,Abraham Ancer,51,19.05,42,8
5,6,6,Steve Stricker,53,18.87,53,10
6,7,7,Patton Kizzire,93,18.69,107,20
7,8,8,Harris English,97,18.56,97,18
8,9,9,Brendon Todd,66,18.46,65,12
9,10,10,Jonas Blixt,79,17.71,96,17
10,11,11,Charl Schwartzel,73,17.57,74,13
11,12,12,Johnson Wagner,86,17.36,121,21
12,13,13,Morgan Hoffmann,71,17.33,75,13
13,14,14,Freddie Jacobson,86,17.12,111,19
14,15,15,Charles Howell III,91,16.81,119,20
15,16,16,Retief Goosen,55,16.67,72,12
16,17,17,Webb Simpson,70,16.25,80,13
17,18,18,Zach Johnson,90,16.0,125,20
18,19,19,Hideki Matsuyama,76,15.91,88,14
19,T20,T20,Anirban Lahiri,72,15.79,57,9
20,T20,T20,Kevin Na,96,15.79,95,15
21,22,22,Peter Malnati,85,15.74,108,17
22,T23,T23,Ernie Els,66,15.63,64,10
23,T23,T23,Luke Guthrie,57,15.63,64,10
24,25,25,Alex Cejka,71,15.58,77,12
25,26,26,Rhein Gibson,58,15.38,52,8
26,27,27,Zac Blair,99,15.24,105,16
27,28,28,Jamie Lovemark,91,14.95,107,16
28,T29,T29,Fabián Gómez,82,14.89,94,14
29,T29,T29,Ryan Moore,86,14.89,94,14
30,31,31,Colt Knost,90,14.85,101,15
31,T32,T32,Shane Lowry,57,14.81,54,8
32,T32,T32,Rod Pampling,54,14.81,54,8
33,T34,T34,Jason Dufner,105,14.71,136,20
34,T34,T34,George McNeill,51,14.71,68,10
35,36,36,Matt Kuchar,100,14.63,123,18
36,37,37,Vijay Singh,72,14.61,89,13
37,38,38,Patrick Rodgers,89,14.6,137,20
38,T39,T39,Andres Gonzales,80,14.58,96,14
39,T39,T39,D.A. Points,55,14.58,48,7
40,41,41,Camilo Villegas,83,14.53,117,17
41,42,42,Rory Sabbatini,57,14.52,62,9
42,43,43,Daniel Summerhays,99,14.41,118,17
43,44,44,Sean O'Hair,89,14.17,120,17
44,45,45,Chris Stroud,82,14.15,106,15
45,46,46,Paul Casey,77,14.14,99,14
46,47,47,Mark Hubbard,101,14.08,142,20
47,48,48,Tony Finau,95,14.02,107,15
48,49,49,Brandt Snedeker,93,14.0,100,14
49,50,50,Brooks Koepka,75,13.98,93,13
50,T51,T51,Robert Allenby,51,13.92,79,11
51,T51,T51,Matt Jones,83,13.92,79,11
52,53,53,Dawie van der Walt,72,13.89,72,10
53,54,54,Kevin Kisner,97,13.82,123,17
54,55,55,Louis Oosthuizen,63,13.79,58,8
55,56,56,Billy Horschel,73,13.68,95,13
56,57,57,Scott Brown,88,13.59,103,14
57,58,58,Jhonattan Vegas,97,13.48,141,19
58,59,59,Tom Hoge,81,13.41,82,11
59,60,60,Russell Henley,76,13.33,120,16
60,61,61,David Lingmerth,84,13.27,98,13
61,62,62,Cameron Tringale,81,13.19,91,12
62,63,63,Steven Bowditch,71,13.16,76,10
63,64,64,Graeme McDowell,63,13.04,69,9
64,T65,T65,Bronson Burgoon,83,13.0,100,13
65,T65,T65,Sung Kang,89,13.0,100,13
66,67,67,Willy Wilcox,67,12.94,85,11
67,68,68,Derek Fathauer,94,12.9,124,16
68,T69,T69,Brendon de Jonge,83,12.87,101,13
69,T69,T69,Nick Taylor,83,12.87,101,13
70,71,71,Henrik Norlander,71,12.82,78,10
71,T72,T72,J.B. Holmes,77,12.66,79,10
72,T72,T72,Luke List,79,12.66,79,10
73,T72,T72,Phil Mickelson,75,12.66,79,10
74,75,75,Smylie Kaufman,91,12.61,111,14
75,T76,T76,Greg Owen,85,12.5,96,12
76,T76,T76,Harold Varner III,92,12.5,112,14
77,78,78,Brian Harman,104,12.33,146,18
78,79,79,Blayne Barber,84,12.26,106,13
79,80,80,Stewart Cink,61,12.16,74,9
80,81,81,Chris Kirk,90,12.15,107,13
81,T82,T82,David Hearn,95,12.12,132,16
82,T82,T82,Brett Stegmaier,87,12.12,132,16
83,84,84,Aaron Baddeley,93,12.1,124,15
84,85,85,Hiroshi Iwata,85,12.05,83,10
85,T86,T86,Geoff Ogilvy,63,12.0,75,9
86,T86,T86,Brian Stuard,66,12.0,75,9
87,T88,T88,Seung-Yul Noh,85,11.93,109,13
88,T88,T88,Scott Pinckney,87,11.93,109,13
89,90,90,Ryan Palmer,86,11.9,126,15
90,91,91,Ángel Cabrera,62,11.84,76,9
91,92,92,Charley Hoffman,91,11.83,93,11
92,93,93,Ben Martin,92,11.76,136,16
93,94,94,Jason Kokrak,89,11.71,111,13
94,95,95,Tim Wilkinson,72,11.69,77,9
95,96,96,Michael Kim,100,11.68,137,16
96,97,97,Danny Lee,93,11.65,103,12
97,98,98,Chad Campbell,90,11.61,112,13
98,99,99,Luke Donald,81,11.58,95,11
99,T100,T100,Ken Duke,58,11.54,52,6
100,T100,T100,Bill Haas,86,11.54,104,12
101,102,102,Brendan Steele,88,11.46,96,11
102,103,103,Spencer Levin,104,11.45,131,15
103,104,104,Rickie Fowler,80,11.34,97,11
104,T105,T105,Jason Bohn,67,11.32,106,12
105,T105,T105,Marc Leishman,89,11.32,106,12
106,T105,T105,Patrick Reed,105,11.32,106,12
107,108,108,Branden Grace,63,11.27,71,8
108,109,109,Erik Compton,65,11.25,80,9
109,110,110,Troy Merritt,77,11.24,89,10
110,T111,T111,Daniel Berger,92,11.11,117,13
111,T111,T111,Chesson Hadley,81,11.11,99,11
112,T111,T111,Francesco Molinari,64,11.11,90,10
113,T111,T111,Martin Piller,59,11.11,81,9
114,115,115,Jim Furyk,52,10.96,73,8
115,116,116,Gary Woodland,95,10.92,119,13
116,117,117,Adam Scott,79,10.84,83,9
117,118,118,Ricky Barnes,97,10.81,111,12
118,119,119,Jerry Kelly,76,10.75,93,10
119,120,120,Kyle Reifers,115,10.74,149,16
120,121,121,Jon Curran,99,10.69,131,14
121,122,122,Jason Gore,78,10.64,94,10
122,T123,T123,Robert Garrigus,69,10.53,76,8
123,T123,T123,Padraig Harrington,54,10.53,57,6
124,T123,T123,Scott Langley,65,10.53,76,8
125,T123,T123,Jeff Overton,69,10.53,95,10
126,127,127,K.J. Choi,73,10.48,105,11
127,128,128,Kyle Stanley,92,10.37,135,14
128,129,129,Justin Thomas,99,10.26,117,12
129,130,130,Bryce Molder,80,10.17,118,12
130,131,131,Jimmy Walker,85,10.13,79,8
131,T132,T132,Sergio Garcia,54,10.0,50,5
132,T132,T132,Steve Marino,72,10.0,80,8
133,T132,T132,Cameron Smith,73,10.0,60,6
134,T132,T132,Robert Streb,87,10.0,110,11
135,136,136,Kevin Streelman,82,9.9,101,10
136,137,137,Sam Saunders,69,9.88,81,8
137,138,138,Michael Thompson,71,9.86,71,7
138,139,139,Lucas Glover,75,9.8,102,10
139,140,140,Adam Hadwin,93,9.76,123,12
140,141,141,Wes Roach,59,9.68,62,6
141,142,142,Si Woo Kim,113,9.63,135,13
142,143,143,Thomas Aiken,70,9.59,73,7
143,144,144,Dustin Johnson,87,9.52,84,8
144,145,145,Tyrone Van Aswegen,105,9.49,137,13
145,146,146,David Toms,62,9.46,74,7
146,147,147,Russell Knox,92,9.43,106,10
147,148,148,Stuart Appleby,71,9.28,97,9
148,149,149,Kevin Chappell,93,9.26,108,10
149,T150,T150,John Senden,88,9.17,120,11
150,T150,T150,Boo Weekley,83,9.17,109,10
151,152,152,Chad Collins,73,9.09,88,8
152,153,153,Mark Wilson,66,8.99,89,8
153,154,154,Ben Crane,80,8.89,90,8
154,T155,T155,Scott Piercy,87,8.33,120,10
155,T155,T155,Justin Rose,65,8.33,60,5
156,157,157,Rob Oppenheim,67,8.22,73,6
157,158,158,Andrew Landry,53,8.2,61,5
158,T159,T159,Carlos Ortiz,79,7.95,88,7
159,T159,T159,Scott Stallings,74,7.95,88,7
160,161,161,Chez Reavie,90,7.92,101,8
161,162,162,Derek Ernst,59,7.81,64,5
162,163,163,William McGirt,98,7.69,130,10
163,164,164,Hudson Swafford,104,7.64,144,11
164,165,165,Kelly Kraft,63,7.58,66,5
165,166,166,Jim Herman,93,7.44,121,9
166,167,167,Roberto Castro,97,7.41,135,10
167,168,168,Steve Wheatcroft,85,7.37,95,7
168,169,169,Rory McIlroy,69,7.35,68,5
169,170,170,James Hahn,85,7.32,82,6
170,171,171,John Huh,86,7.14,112,8
171,172,172,D.H. Lee,61,7.04,71,5
172,173,173,Emiliano Grillo,93,7.0,100,7
173,174,174,Keegan Bradley,82,6.93,101,7
174,175,175,J.J. Henry,68,6.74,89,6
175,176,176,Martin Laird,82,6.59,91,6
176,177,177,Shawn Stefani,91,6.52,138,9
177,178,178,Tyler Aldridge,83,6.19,113,7
178,179,179,Hunter Mahan,61,6.15,65,4
179,180,180,Will MacKenzie,84,6.14,114,7
180,181,181,Billy Hurley III,66,5.63,71,4
181,182,182,Whee Kim,82,5.62,89,5
182,183,183,Bubba Watson,72,5.21,96,5
183,184,184,Graham DeLaet,70,4.65,86,4
184,185,185,Vaughn Taylor,72,2.38,84,2
