,Average_Putting_Distance_-_GIR_1_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_1_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_1_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_1_Putts_ROUNDS,Average_Putting_Distance_-_GIR_1_Putts_AVG,Average_Putting_Distance_-_GIR_1_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_1_Putts_TOTAL PUTTS
0,1,1,J.J. Henry,68,"12' 5""",1869.75,151
1,2,2,Zach Johnson,90,"12' 4""",2981.667,242
2,3,3,Michael Thompson,71,"12' 1""",2039.25,169
3,T4,T4,Robert Allenby,51,"12' 0""",1118.333,93
4,T4,T4,Scott Pinckney,87,"12' 0""",2560.833,213
5,T4,T4,Brendon Todd,66,"12' 0""",1580.3329999999999,132
6,7,7,Ernie Els,66,"11' 10""",1918.1670000000001,162
7,T8,T8,Jason Day,76,"11' 9""",2496.0,213
8,T8,T8,Charles Howell III,91,"11' 9""",2916.25,248
9,T8,T8,Ben Martin,92,"11' 9""",3098.25,263
10,T8,T8,Kyle Reifers,115,"11' 9""",3456.417,294
11,T12,T12,Zac Blair,99,"11' 8""",2586.75,222
12,T12,T12,Luke Guthrie,57,"11' 8""",1620.8329999999999,139
13,T12,T12,Shane Lowry,57,"11' 8""",1271.833,109
14,T12,T12,Kevin Na,96,"11' 8""",2733.5,234
15,T16,T16,John Senden,88,"11' 6""",2830.583,246
16,T16,T16,Steve Stricker,53,"11' 6""",1656.3329999999999,144
17,T16,T16,Johnson Wagner,86,"11' 6""",2720.083,237
18,T19,T19,Rob Oppenheim,67,"11' 5""",1650.6670000000001,145
19,T19,T19,Jordan Spieth,80,"11' 5""",2412.917,211
20,T19,T19,Daniel Summerhays,99,"11' 5""",2916.167,255
21,T19,T19,Jhonattan Vegas,97,"11' 5""",2952.0,259
22,T19,T19,Mark Wilson,66,"11' 5""",1575.0,138
23,T24,T24,Colt Knost,90,"11' 4""",2323.25,205
24,T24,T24,George McNeill,51,"11' 4""",1500.5829999999999,132
25,T24,T24,Dicky Pride,55,"11' 4""",1499.0,132
26,T24,T24,Sam Saunders,69,"11' 4""",1740.8329999999999,154
27,T28,T28,Russell Henley,76,"11' 3""",2460.083,218
28,T28,T28,Peter Malnati,85,"11' 3""",2405.917,214
29,T28,T28,William McGirt,98,"11' 3""",3187.5,283
30,T28,T28,Robert Streb,87,"11' 3""",2010.5829999999999,179
31,T28,T28,Camilo Villegas,83,"11' 3""",2187.5,195
32,T33,T33,Jason Dufner,105,"11' 2""",2832.75,253
33,T33,T33,Harris English,97,"11' 2""",2457.167,220
34,T33,T33,Francesco Molinari,64,"11' 2""",1835.9170000000001,165
35,T36,T36,Ángel Cabrera,62,"11' 0""",1401.8329999999999,127
36,T36,T36,Robert Garrigus,69,"11' 0""",2056.917,187
37,T36,T36,Andres Gonzales,80,"11' 0""",2108.667,192
38,T36,T36,Scott Langley,65,"11' 0""",1511.1670000000001,137
39,T36,T36,Henrik Norlander,71,"11' 0""",1809.3329999999999,165
40,T36,T36,Wes Roach,59,"11' 0""",1513.5,138
41,T36,T36,Boo Weekley,83,"11' 0""",2510.833,229
42,T36,T36,Steve Wheatcroft,85,"11' 0""",2274.5,207
43,T44,T44,K.J. Choi,73,"10' 11""",2312.25,212
44,T44,T44,Charley Hoffman,91,"10' 11""",2483.583,228
45,T44,T44,Matt Jones,83,"10' 11""",1980.1670000000001,181
46,T44,T44,Michael Kim,100,"10' 11""",2877.667,263
47,T44,T44,Patton Kizzire,93,"10' 11""",2536.083,233
48,T44,T44,Brooks Koepka,75,"10' 11""",2447.333,225
