,Putts_Made_Per_Event_Over_20_RANK THIS WEEK,Putts_Made_Per_Event_Over_20_RANK LAST WEEK,Putts_Made_Per_Event_Over_20_PLAYER NAME,Putts_Made_Per_Event_Over_20_ROUNDS,Putts_Made_Per_Event_Over_20_PUTTS MADE
0,T1,T1,Jason Day,76,2.4
1,T1,T1,Jordan Spieth,80,2.4
2,3,3,Zach Johnson,90,2.1
3,T4,T4,Charles Howell III,91,2.0
4,T4,T4,Daniel Summerhays,99,2.0
5,T6,T6,Jason Dufner,105,1.9
6,T6,T6,Harris English,97,1.9
7,T6,T6,Brooks Koepka,75,1.9
8,T6,T6,Ryan Moore,86,1.9
9,T6,T6,Johnson Wagner,86,1.9
10,T11,T11,Paul Casey,77,1.8
11,T11,T11,Billy Horschel,73,1.8
12,T11,T11,Matt Kuchar,100,1.8
13,T11,T11,Ben Martin,92,1.8
14,T11,T11,Kevin Na,96,1.8
15,T11,T11,Adam Scott,79,1.8
16,T11,T11,Jhonattan Vegas,97,1.8
17,T18,T18,Ernie Els,66,1.7
18,T18,T18,Michael Kim,100,1.7
19,T18,T18,Kevin Kisner,97,1.7
20,T18,T18,Shane Lowry,57,1.7
21,T18,T18,Kyle Reifers,115,1.7
22,T23,T23,Retief Goosen,55,1.6
23,T23,T23,Luke Guthrie,57,1.6
24,T23,T23,Patton Kizzire,93,1.6
25,T23,T23,Colt Knost,90,1.6
26,T23,T23,Dicky Pride,55,1.6
27,T23,T23,Steve Stricker,53,1.6
28,T23,T23,Camilo Villegas,83,1.6
29,T30,T30,Daniel Berger,92,1.5
30,T30,T30,Jim Furyk,52,1.5
31,T30,T30,Russell Henley,76,1.5
32,T30,T30,Freddie Jacobson,86,1.5
33,T30,T30,William McGirt,98,1.5
34,T30,T30,Francesco Molinari,64,1.5
35,T30,T30,Louis Oosthuizen,63,1.5
36,T30,T30,Charl Schwartzel,73,1.5
37,T30,T30,Brett Stegmaier,87,1.5
38,T39,T39,Tony Finau,95,1.4
39,T39,T39,J.B. Holmes,77,1.4
40,T39,T39,Mark Hubbard,101,1.4
41,T39,T39,Smylie Kaufman,91,1.4
42,T39,T39,David Lingmerth,84,1.4
43,T39,T39,Rory McIlroy,69,1.4
44,T39,T39,Scott Pinckney,87,1.4
45,T39,T39,D.A. Points,55,1.4
46,T39,T39,Patrick Reed,105,1.4
47,T39,T39,Patrick Rodgers,89,1.4
48,T39,T39,Vijay Singh,72,1.4
49,T39,T39,Bubba Watson,72,1.4
50,T39,T39,Boo Weekley,83,1.4
51,T52,T52,Aaron Baddeley,93,1.3
52,T52,T52,Zac Blair,99,1.3
53,T52,T52,Jonas Blixt,79,1.3
54,T52,T52,K.J. Choi,73,1.3
55,T52,T52,Derek Fathauer,94,1.3
56,T52,T52,Fabián Gómez,82,1.3
57,T52,T52,Branden Grace,63,1.3
58,T52,T52,Emiliano Grillo,93,1.3
59,T52,T52,David Hearn,95,1.3
60,T52,T52,Charley Hoffman,91,1.3
61,T52,T52,Jason Kokrak,89,1.3
62,T52,T52,Danny Lee,93,1.3
63,T52,T52,Marc Leishman,89,1.3
64,T52,T52,Andrew Loupe,75,1.3
65,T52,T52,Jamie Lovemark,91,1.3
66,T52,T52,Sean O'Hair,89,1.3
67,T52,T52,Ryan Palmer,86,1.3
68,T52,T52,Scott Piercy,87,1.3
69,T52,T52,Chez Reavie,90,1.3
70,T52,T52,John Senden,88,1.3
71,T52,T52,Webb Simpson,70,1.3
72,T52,T52,Robert Streb,87,1.3
73,T52,T52,Michael Thompson,71,1.3
74,T52,T52,Jimmy Walker,85,1.3
75,T52,T52,Tim Wilkinson,72,1.3
76,T52,T52,Gary Woodland,95,1.3
77,T78,T78,Blayne Barber,84,1.2
78,T78,T78,Ricky Barnes,97,1.2
79,T78,T78,Chad Campbell,90,1.2
80,T78,T78,Roberto Castro,97,1.2
81,T78,T78,Alex Cejka,71,1.2
82,T78,T78,Luke Donald,81,1.2
83,T78,T78,Rickie Fowler,80,1.2
84,T78,T78,Sergio Garcia,54,1.2
85,T78,T78,Robert Garrigus,69,1.2
86,T78,T78,Andres Gonzales,80,1.2
87,T78,T78,Adam Hadwin,93,1.2
88,T78,T78,Morgan Hoffmann,71,1.2
89,T78,T78,Russell Knox,92,1.2
90,T78,T78,Spencer Levin,104,1.2
91,T78,T78,Hideki Matsuyama,76,1.2
92,T78,T78,Phil Mickelson,75,1.2
93,T78,T78,Rod Pampling,54,1.2
94,T78,T78,Rory Sabbatini,57,1.2
95,T78,T78,Kyle Stanley,92,1.2
96,T78,T78,Brendan Steele,88,1.2
97,T78,T78,Chris Stroud,82,1.2
98,T78,T78,Brian Stuard,66,1.2
99,T78,T78,Hudson Swafford,104,1.2
100,T78,T78,Nick Taylor,83,1.2
101,T78,T78,Harold Varner III,92,1.2
102,T78,T78,Mark Wilson,66,1.2
103,T104,T104,Thomas Aiken,70,1.1
104,T104,T104,Stuart Appleby,71,1.1
105,T104,T104,Steven Bowditch,71,1.1
106,T104,T104,Ángel Cabrera,62,1.1
107,T104,T104,Brian Harman,104,1.1
108,T104,T104,Padraig Harrington,54,1.1
109,T104,T104,Jim Herman,93,1.1
110,T104,T104,Tom Hoge,81,1.1
111,T104,T104,Dustin Johnson,87,1.1
112,T104,T104,Matt Jones,83,1.1
113,T104,T104,Jerry Kelly,76,1.1
114,T104,T104,Si Woo Kim,113,1.1
115,T104,T104,Scott Langley,65,1.1
116,T104,T104,Luke List,79,1.1
117,T104,T104,Peter Malnati,85,1.1
118,T104,T104,Bryce Molder,80,1.1
119,T104,T104,Henrik Norlander,71,1.1
120,T104,T104,Wes Roach,59,1.1
121,T104,T104,Justin Rose,65,1.1
122,T104,T104,Brandt Snedeker,93,1.1
123,T104,T104,Kevin Streelman,82,1.1
124,T104,T104,Justin Thomas,99,1.1
125,T104,T104,Steve Wheatcroft,85,1.1
126,T127,T127,Robert Allenby,51,1.0
127,T127,T127,Scott Brown,88,1.0
128,T127,T127,Bronson Burgoon,83,1.0
129,T127,T127,Kevin Chappell,93,1.0
130,T127,T127,Jon Curran,99,1.0
131,T127,T127,Rhein Gibson,58,1.0
132,T127,T127,Lucas Glover,75,1.0
133,T127,T127,Jason Gore,78,1.0
134,T127,T127,Bill Haas,86,1.0
135,T127,T127,James Hahn,85,1.0
136,T127,T127,J.J. Henry,68,1.0
137,T127,T127,Billy Hurley III,66,1.0
138,T127,T127,Hiroshi Iwata,85,1.0
139,T127,T127,Sung Kang,89,1.0
140,T127,T127,Chris Kirk,90,1.0
141,T127,T127,Martin Laird,82,1.0
142,T127,T127,Will MacKenzie,84,1.0
143,T127,T127,George McNeill,51,1.0
144,T127,T127,Seung-Yul Noh,85,1.0
145,T127,T127,Rob Oppenheim,67,1.0
146,T127,T127,Jeff Overton,69,1.0
147,T127,T127,Martin Piller,59,1.0
148,T127,T127,Sam Saunders,69,1.0
149,T127,T127,Cameron Tringale,81,1.0
150,T127,T127,Dawie van der Walt,72,1.0
151,T152,T152,Abraham Ancer,51,0.9
152,T152,T152,Jason Bohn,67,0.9
153,T152,T152,Stewart Cink,61,0.9
154,T152,T152,Erik Compton,65,0.9
155,T152,T152,Ben Crane,80,0.9
156,T152,T152,Brendon de Jonge,83,0.9
157,T152,T152,Graham DeLaet,70,0.9
158,T152,T152,Ken Duke,58,0.9
159,T152,T152,Chesson Hadley,81,0.9
160,T152,T152,Steve Marino,72,0.9
161,T152,T152,Cameron Smith,73,0.9
162,T152,T152,Shawn Stefani,91,0.9
163,T152,T152,Brendon Todd,66,0.9
164,T152,T152,David Toms,62,0.9
165,T152,T152,Tyrone Van Aswegen,105,0.9
166,T152,T152,Willy Wilcox,67,0.9
167,T168,T168,Tyler Aldridge,83,0.8
168,T168,T168,John Huh,86,0.8
169,T168,T168,Anirban Lahiri,72,0.8
170,T168,T168,Andrew Landry,53,0.8
171,T168,T168,Graeme McDowell,63,0.8
172,T168,T168,Troy Merritt,77,0.8
173,T168,T168,Carlos Ortiz,79,0.8
174,T168,T168,Greg Owen,85,0.8
175,T176,T176,Keegan Bradley,82,0.7
176,T176,T176,Chad Collins,73,0.7
177,T176,T176,Derek Ernst,59,0.7
178,T176,T176,Whee Kim,82,0.7
179,T176,T176,D.H. Lee,61,0.7
180,T176,T176,Hunter Mahan,61,0.7
181,T176,T176,Geoff Ogilvy,63,0.7
182,T176,T176,Vaughn Taylor,72,0.7
183,184,184,Kelly Kraft,63,0.6
184,185,185,Scott Stallings,74,0.5
