,Putting_from_-_15-20_RANK THIS WEEK,Putting_from_-_15-20_RANK LAST WEEK,Putting_from_-_15-20_PLAYER NAME,Putting_from_-_15-20_ROUNDS,Putting_from_-_15-20_% MADE,Putting_from_-_15-20_ATTEMPTS,Putting_from_-_15-20_PUTTS MADE
0,1,1,Fabián Gómez,82,27.08,144,39
1,2,2,Jordan Spieth,80,26.85,108,29
2,3,3,Dustin Johnson,87,26.79,112,30
3,4,4,Chris Stroud,82,26.45,155,41
4,5,5,Rory McIlroy,69,25.77,97,25
5,6,6,Spencer Levin,104,25.52,145,37
6,7,7,Henrik Norlander,71,24.51,102,25
7,8,8,Adam Hadwin,93,24.4,168,41
8,9,9,Morgan Hoffmann,71,24.37,119,29
9,10,10,Charl Schwartzel,73,24.35,115,28
10,11,11,Brandt Snedeker,93,24.09,137,33
11,12,12,Steve Wheatcroft,85,24.07,108,26
12,13,13,Carlos Ortiz,79,23.89,113,27
13,T14,T14,Jason Day,76,23.81,84,20
14,T14,T14,Ernie Els,66,23.81,105,25
15,16,16,Seung-Yul Noh,85,23.78,143,34
16,17,17,Zach Johnson,90,23.45,145,34
17,18,18,Peter Malnati,85,23.26,129,30
18,19,19,Daniel Summerhays,99,23.2,181,42
19,T20,T20,J.B. Holmes,77,22.73,110,25
20,T20,T20,Andrew Landry,53,22.73,66,15
21,22,22,Daniel Berger,92,22.7,141,32
22,23,23,Martin Laird,82,22.66,128,29
23,24,24,Bryce Molder,80,22.56,133,30
24,25,25,Ricky Barnes,97,22.48,129,29
25,T26,T26,Jason Bohn,67,22.4,125,28
26,T26,T26,Hudson Swafford,104,22.4,183,41
27,28,28,Kelly Kraft,63,22.34,94,21
28,29,29,Rob Oppenheim,67,22.09,86,19
29,30,30,Paul Casey,77,22.0,100,22
30,31,31,Chris Kirk,90,21.97,132,29
31,32,32,Hunter Mahan,61,21.84,87,19
32,33,33,Phil Mickelson,75,21.82,110,24
33,34,34,Chesson Hadley,81,21.8,133,29
34,35,35,Luke Guthrie,57,21.79,78,17
35,36,36,Bill Haas,86,21.62,111,24
36,37,37,Justin Rose,65,21.59,88,19
37,38,38,Matt Kuchar,100,21.58,139,30
38,39,39,Scott Pinckney,87,21.53,144,31
39,40,40,Patton Kizzire,93,21.52,158,34
40,41,41,Jonas Blixt,79,21.37,131,28
41,42,42,David Toms,62,21.36,103,22
42,43,43,Willy Wilcox,67,21.21,99,21
43,44,44,Ben Martin,92,21.08,166,35
44,45,45,Steve Stricker,53,21.05,95,20
45,46,46,Chad Collins,73,21.01,119,25
46,47,47,Ken Duke,58,21.0,100,21
47,48,48,Martin Piller,59,20.99,81,17
48,49,49,Tom Hoge,81,20.74,135,28
49,T50,T50,Bronson Burgoon,83,20.69,116,24
50,T50,T50,Erik Compton,65,20.69,87,18
51,T52,T52,William McGirt,98,20.67,179,37
52,T52,T52,Johnson Wagner,86,20.67,150,31
53,54,54,Harris English,97,20.66,121,25
54,T55,T55,Brendon Todd,66,20.62,97,20
55,T55,T55,Tim Wilkinson,72,20.62,97,20
56,57,57,Charley Hoffman,91,20.59,136,28
57,58,58,Rhein Gibson,58,20.45,88,18
58,59,59,Blayne Barber,84,20.42,142,29
59,T60,T60,David Hearn,95,20.34,177,36
60,T60,T60,J.J. Henry,68,20.34,118,24
61,T60,T60,Ryan Moore,86,20.34,118,24
62,63,63,Patrick Reed,105,20.28,143,29
63,T64,T64,Andrew Loupe,75,20.0,135,27
64,T64,T64,Sean O'Hair,89,20.0,180,36
65,T64,T64,Geoff Ogilvy,63,20.0,105,21
66,T64,T64,Sam Saunders,69,20.0,105,21
67,68,68,Hideki Matsuyama,76,19.85,136,27
68,69,69,Hiroshi Iwata,85,19.84,126,25
69,70,70,Chad Campbell,90,19.75,157,31
70,71,71,Louis Oosthuizen,63,19.59,97,19
71,72,72,Zac Blair,99,19.58,143,28
72,73,73,Michael Thompson,71,19.47,113,22
73,74,74,Wes Roach,59,19.4,67,13
74,75,75,Patrick Rodgers,89,19.38,129,25
75,76,76,John Senden,88,19.25,161,31
76,T77,T77,Brian Harman,104,19.23,182,35
77,T77,T77,Scott Langley,65,19.23,104,20
78,79,79,Jon Curran,99,19.21,151,29
79,T80,T80,Aaron Baddeley,93,19.18,146,28
80,T80,T80,Danny Lee,93,19.18,146,28
81,T82,T82,Brooks Koepka,75,19.09,110,21
82,T82,T82,Scott Piercy,87,19.09,110,21
83,T84,T84,Sergio Garcia,54,19.05,63,12
84,T84,T84,Smylie Kaufman,91,19.05,126,24
85,86,86,Cameron Tringale,81,18.84,138,26
86,87,87,Russell Knox,92,18.71,139,26
87,88,88,K.J. Choi,73,18.7,123,23
88,89,89,David Lingmerth,84,18.46,130,24
89,90,90,Justin Thomas,99,18.42,152,28
90,91,91,Robert Garrigus,69,18.4,125,23
91,92,92,Bubba Watson,72,18.39,87,16
92,93,93,Billy Hurley III,66,18.35,109,20
93,94,94,Kevin Kisner,97,18.31,142,26
94,95,95,Tyler Aldridge,83,18.18,132,24
95,96,96,Luke List,79,18.1,105,19
96,97,97,Chez Reavie,90,18.06,144,26
97,98,98,Jimmy Walker,85,17.99,139,25
98,99,99,James Hahn,85,17.97,128,23
99,100,100,Si Woo Kim,113,17.95,195,35
100,101,101,Robert Allenby,51,17.86,84,15
101,102,102,Graham DeLaet,70,17.8,118,21
102,103,103,Tony Finau,95,17.76,152,27
103,104,104,Jhonattan Vegas,97,17.72,158,28
104,105,105,D.H. Lee,61,17.65,102,18
105,106,106,Will MacKenzie,84,17.52,137,24
106,107,107,Matt Jones,83,17.5,120,21
107,108,108,Colt Knost,90,17.39,138,24
108,109,109,Lucas Glover,75,17.36,144,25
109,110,110,Freddie Jacobson,86,17.33,150,26
110,111,111,Francesco Molinari,64,17.31,104,18
