,Putting_from_-__10_RANK THIS WEEK,Putting_from_-__10_RANK LAST WEEK,Putting_from_-__10_PLAYER NAME,Putting_from_-__10_ROUNDS,Putting_from_-__10_% MADE,Putting_from_-__10_ATTEMPTS,Putting_from_-__10_PUTTS MADE
44,45,45,Martin Piller,59,16.13,496,80
45,46,46,Ricky Barnes,97,16.07,809,130
46,47,47,Rob Oppenheim,67,16.04,505,81
47,48,48,Robert Garrigus,69,16.03,574,92
48,49,49,Paul Casey,77,15.99,638,102
49,50,50,William McGirt,98,15.96,965,154
50,51,51,John Senden,88,15.95,884,141
51,52,52,Johnson Wagner,86,15.89,837,133
52,53,53,Brian Harman,104,15.88,951,151
53,T54,T54,Adam Hadwin,93,15.87,901,143
54,T54,T54,Hunter Mahan,61,15.87,504,80
55,56,56,Zac Blair,99,15.79,836,132
56,57,57,Andres Gonzales,80,15.78,716,113
57,T58,T58,Scott Brown,88,15.75,724,114
58,T58,T58,D.A. Points,55,15.75,400,63
59,60,60,Michael Kim,100,15.72,884,139
60,61,61,Henrik Norlander,71,15.71,560,88
61,62,62,Rod Pampling,54,15.68,370,58
62,63,63,Ryan Palmer,86,15.67,823,129
63,T64,T64,Aaron Baddeley,93,15.66,760,119
64,T64,T64,Ben Martin,92,15.66,881,138
65,66,66,Sam Saunders,69,15.64,518,81
66,67,67,Steven Bowditch,71,15.63,531,83
67,68,68,Patton Kizzire,93,15.59,789,123
68,T69,T69,Retief Goosen,55,15.58,475,74
69,T69,T69,D.H. Lee,61,15.58,475,74
70,71,71,Luke List,79,15.57,655,102
71,72,72,Kyle Reifers,115,15.56,1041,162
72,73,73,David Lingmerth,84,15.54,624,97
73,T74,T74,George McNeill,51,15.53,470,73
74,T74,T74,Kyle Stanley,92,15.53,837,130
75,76,76,Steve Marino,72,15.45,589,91
76,T77,T77,Sean O'Hair,89,15.38,897,138
77,T77,T77,Scott Pinckney,87,15.38,826,127
78,79,79,Hudson Swafford,104,15.34,1017,156
79,80,80,Russell Henley,76,15.33,763,117
80,81,81,Hiroshi Iwata,85,15.29,641,98
81,82,82,Chesson Hadley,81,15.27,694,106
82,83,83,Jhonattan Vegas,97,15.26,878,134
83,84,84,Webb Simpson,70,15.24,597,91
84,85,85,Vijay Singh,72,15.23,663,101
85,T86,T86,Ángel Cabrera,62,15.15,515,78
86,T86,T86,Louis Oosthuizen,63,15.15,462,70
87,T88,T88,Chad Collins,73,15.09,656,99
88,T88,T88,Mark Hubbard,101,15.09,868,131
89,90,90,Chez Reavie,90,15.08,796,120
90,91,91,Jamie Lovemark,91,15.07,823,124
91,92,92,Blayne Barber,84,15.03,805,121
92,T93,T93,Jon Curran,99,15.02,839,126
93,T93,T93,Seung-Yul Noh,85,15.02,719,108
94,95,95,Si Woo Kim,113,14.94,977,146
95,96,96,Adam Scott,79,14.92,610,91
96,97,97,Kelly Kraft,63,14.89,470,70
97,98,98,Jimmy Walker,85,14.83,708,105
98,99,99,Cameron Tringale,81,14.82,722,107
99,100,100,Charles Howell III,91,14.8,858,127
100,101,101,Brian Stuard,66,14.76,603,89
101,102,102,Greg Owen,85,14.73,733,108
102,103,103,Billy Horschel,73,14.71,605,89
103,T104,T104,Tyler Aldridge,83,14.64,724,106
104,T104,T104,Daniel Berger,92,14.64,758,111
105,T104,T104,Jason Dufner,105,14.64,854,125
106,107,107,Jason Gore,78,14.63,629,92
107,108,108,Bronson Burgoon,83,14.62,684,100
108,109,109,Billy Hurley III,66,14.6,589,86
109,110,110,Carlos Ortiz,79,14.58,624,91
110,111,111,Colt Knost,90,14.57,755,110
111,112,112,Danny Lee,93,14.54,736,107
112,113,113,Matt Jones,83,14.49,635,92
113,114,114,Brendon de Jonge,83,14.43,714,103
114,115,115,Stuart Appleby,71,14.33,621,89
115,116,116,Willy Wilcox,67,14.29,574,82
116,117,117,Emiliano Grillo,93,14.27,827,118
117,118,118,Ben Crane,80,14.26,673,96
118,119,119,Alex Cejka,71,14.2,528,75
119,T120,T120,Branden Grace,63,14.12,432,61
120,T120,T120,Wes Roach,59,14.12,432,61
121,122,122,Martin Laird,82,14.1,773,109
122,123,123,Chris Kirk,90,14.09,745,105
123,124,124,Robert Allenby,51,14.07,462,65
124,125,125,Marc Leishman,89,14.05,676,95
125,126,126,Jason Bohn,67,14.03,606,85
126,T127,T127,Justin Rose,65,14.0,500,70
127,T127,T127,Steve Wheatcroft,85,14.0,700,98
128,129,129,Bubba Watson,72,13.99,536,75
129,T130,T130,Tony Finau,95,13.93,804,112
130,T130,T130,Anirban Lahiri,72,13.93,488,68
131,132,132,Nick Taylor,83,13.87,685,95
132,133,133,Graham DeLaet,70,13.74,633,87
133,134,134,Chad Campbell,90,13.73,830,114
134,135,135,Rhein Gibson,58,13.72,481,66
135,T136,T136,Jim Furyk,52,13.69,504,69
136,T136,T136,Lucas Glover,75,13.69,738,101
137,138,138,Thomas Aiken,70,13.68,541,74
138,139,139,Justin Thomas,99,13.65,806,110
139,140,140,Whee Kim,82,13.61,698,95
140,141,141,Erik Compton,65,13.6,500,68
141,142,142,Spencer Levin,104,13.57,862,117
142,143,143,Dawie van der Walt,72,13.54,628,85
143,144,144,Russell Knox,92,13.52,688,93
144,T145,T145,James Hahn,85,13.49,734,99
145,T145,T145,Tyrone Van Aswegen,105,13.49,897,121
146,147,147,Robert Streb,87,13.46,713,96
147,148,148,David Toms,62,13.37,576,77
148,149,149,Roberto Castro,97,13.35,929,124
149,T150,T150,Luke Donald,81,13.22,605,80
150,T150,T150,Mark Wilson,66,13.22,605,80
151,T152,T152,Padraig Harrington,54,13.21,424,56
152,T152,T152,Francesco Molinari,64,13.21,583,77
153,154,154,Sergio Garcia,54,13.2,341,45
154,155,155,Troy Merritt,77,13.19,652,86
155,156,156,Jeff Overton,69,13.18,584,77
156,157,157,Harold Varner III,92,13.15,852,112
157,T158,T158,Rickie Fowler,80,13.12,686,90
158,T158,T158,Jim Herman,93,13.12,747,98
159,T160,T160,Scott Piercy,87,13.09,680,89
160,T160,T160,Rory Sabbatini,57,13.09,405,53
161,T162,T162,Sung Kang,89,13.04,744,97
162,T162,T162,Scott Stallings,74,13.04,629,82
163,164,164,Gary Woodland,95,12.98,832,108
164,165,165,Scott Langley,65,12.97,555,72
165,166,166,Brendan Steele,88,12.94,734,95
166,T167,T167,Derek Ernst,59,12.92,449,58
167,T167,T167,Geoff Ogilvy,63,12.92,511,66
168,169,169,Vaughn Taylor,72,12.86,653,84
169,170,170,Will MacKenzie,84,12.84,693,89
170,171,171,Kevin Streelman,82,12.72,684,87
171,172,172,J.J. Henry,68,12.71,708,90
172,173,173,Patrick Rodgers,89,12.64,783,99
173,T174,T174,Graeme McDowell,63,12.55,470,59
174,T174,T174,Brett Stegmaier,87,12.55,805,101
175,T176,T176,Abraham Ancer,51,12.5,384,48
176,T176,T176,Cameron Smith,73,12.5,472,59
177,178,178,John Huh,86,12.48,817,102
178,179,179,Bill Haas,86,12.15,683,83
179,180,180,Shawn Stefani,91,12.14,824,100
180,181,181,Keegan Bradley,82,12.11,677,82
181,182,182,Stewart Cink,61,12.06,564,68
182,183,183,Jason Kokrak,89,12.05,805,97
183,184,184,Kevin Chappell,93,11.82,804,95
184,185,185,Jerry Kelly,76,11.4,623,71
