,Putting_-_Inside_10_RANK THIS WEEK,Putting_-_Inside_10_RANK LAST WEEK,Putting_-_Inside_10_PLAYER NAME,Putting_-_Inside_10_ROUNDS,Putting_-_Inside_10_% MADE,Putting_-_Inside_10_ATTEMPTS,Putting_-_Inside_10_PUTTS MADE
0,1,1,Kevin Kisner,97,90.3,1299,1173
1,2,2,Colt Knost,90,90.25,1261,1138
2,3,3,Andrew Landry,53,89.93,586,527
3,4,4,Aaron Baddeley,93,89.92,1329,1195
4,5,5,Phil Mickelson,75,89.79,1058,950
5,6,6,Billy Hurley III,66,89.66,1074,963
6,7,7,Martin Piller,59,89.62,819,734
7,8,8,Bryce Molder,80,89.46,1196,1070
8,9,9,Brian Harman,104,89.37,1646,1471
9,10,10,Freddie Jacobson,86,89.16,1273,1135
10,11,11,William McGirt,98,89.13,1582,1410
11,12,12,David Toms,62,89.07,988,880
12,13,13,Rickie Fowler,80,89.05,1178,1049
13,14,14,Jim Furyk,52,88.92,803,714
14,15,15,Charles Howell III,91,88.91,1416,1259
15,16,16,Ben Crane,80,88.88,1196,1063
16,17,17,Ryan Moore,86,88.87,1168,1038
17,T18,T18,Emiliano Grillo,93,88.86,1329,1181
18,T18,T18,Daniel Summerhays,99,88.86,1418,1260
19,T20,T20,Martin Laird,82,88.85,1282,1139
20,T20,T20,Troy Merritt,77,88.85,1202,1068
21,22,22,Patrick Reed,105,88.81,1403,1246
22,23,23,Kelly Kraft,63,88.78,802,712
23,T24,T24,Jon Curran,99,88.77,1540,1367
24,T24,T24,Adam Hadwin,93,88.77,1585,1407
25,26,26,Marc Leishman,89,88.69,1194,1059
26,T27,T27,Jason Day,76,88.68,945,838
27,T27,T27,Chris Kirk,90,88.68,1360,1206
28,29,29,Zach Johnson,90,88.67,1298,1151
29,30,30,Gary Woodland,95,88.65,1419,1258
30,31,31,Retief Goosen,55,88.64,880,780
31,32,32,Derek Fathauer,94,88.63,1363,1208
32,33,33,Jimmy Walker,85,88.59,1288,1141
33,34,34,Harris English,97,88.58,1305,1156
34,35,35,Brendon Todd,66,88.57,980,868
35,36,36,Matt Kuchar,100,88.53,1404,1243
36,37,37,Mark Hubbard,101,88.52,1524,1349
37,38,38,Brendon de Jonge,83,88.51,1192,1055
38,39,39,Luke Donald,81,88.48,1094,968
39,T40,T40,Spencer Levin,104,88.46,1516,1341
40,T40,T40,Peter Malnati,85,88.46,1343,1188
41,42,42,Patton Kizzire,93,88.43,1348,1192
42,T43,T43,Thomas Aiken,70,88.42,881,779
43,T43,T43,Erik Compton,65,88.42,924,817
44,T45,T45,David Lingmerth,84,88.4,1095,968
45,T45,T45,John Senden,88,88.4,1414,1250
46,T47,T47,Russell Henley,76,88.29,1255,1108
47,T47,T47,Ben Martin,92,88.29,1452,1282
48,49,49,Hudson Swafford,104,88.28,1664,1469
49,T50,T50,Paul Casey,77,88.27,1040,918
50,T50,T50,Jordan Spieth,80,88.27,1023,903
51,52,52,Mark Wilson,66,88.24,1020,900
