,Putting_-_Inside_10_RANK THIS WEEK,Putting_-_Inside_10_RANK LAST WEEK,Putting_-_Inside_10_PLAYER NAME,Putting_-_Inside_10_ROUNDS,Putting_-_Inside_10_% MADE,Putting_-_Inside_10_ATTEMPTS,Putting_-_Inside_10_PUTTS MADE
52,T53,T53,Michael Kim,100,88.22,1554,1371
53,T53,T53,Brandt Snedeker,93,88.22,1350,1191
54,55,55,Alex Cejka,71,88.17,938,827
55,T56,T56,Daniel Berger,92,88.16,1318,1162
56,T56,T56,Jonas Blixt,79,88.16,1216,1072
57,58,58,Scott Langley,65,88.13,986,869
58,T59,T59,Ricky Barnes,97,88.07,1467,1292
59,T59,T59,David Hearn,95,88.07,1492,1314
60,T59,T59,Justin Thomas,99,88.07,1391,1225
61,T62,T62,John Huh,86,88.03,1454,1280
62,T62,T62,Wes Roach,59,88.03,802,706
63,64,64,Dawie van der Walt,72,88.02,1035,911
64,65,65,Seung-Yul Noh,85,88.0,1275,1122
65,T66,T66,Sung Kang,89,87.97,1372,1207
66,T66,T66,Sean O'Hair,89,87.97,1554,1367
67,T68,T68,Anirban Lahiri,72,87.96,897,789
68,T68,T68,Brett Stegmaier,87,87.96,1404,1235
69,T68,T68,Steve Stricker,53,87.96,814,716
70,T71,T71,Stuart Appleby,71,87.94,1235,1086
71,T71,T71,Chad Collins,73,87.94,1177,1035
72,73,73,Jason Bohn,67,87.92,1101,968
73,74,74,Whee Kim,82,87.9,1207,1061
74,75,75,Tyrone Van Aswegen,105,87.85,1630,1432
75,76,76,J.J. Henry,68,87.8,1115,979
76,77,77,Johnson Wagner,86,87.7,1382,1212
77,78,78,D.H. Lee,61,87.68,844,740
78,79,79,Graeme McDowell,63,87.66,843,739
79,80,80,Luke Guthrie,57,87.65,826,724
80,81,81,Patrick Rodgers,89,87.63,1326,1162
81,T82,T82,Billy Horschel,73,87.62,1042,913
82,T82,T82,Camilo Villegas,83,87.62,1300,1139
83,84,84,Kevin Chappell,93,87.58,1465,1283
84,85,85,Willy Wilcox,67,87.57,1062,930
85,86,86,Jason Gore,78,87.56,1093,957
86,87,87,Zac Blair,99,87.54,1493,1307
87,T88,T88,Russell Knox,92,87.53,1219,1067
88,T88,T88,Shawn Stefani,91,87.53,1451,1270
89,90,90,Jim Herman,93,87.51,1313,1149
90,T91,T91,Hunter Mahan,61,87.49,911,797
91,T91,T91,Ryan Palmer,86,87.49,1431,1252
92,93,93,Dustin Johnson,87,87.48,1134,992
93,94,94,Danny Lee,93,87.47,1301,1138
94,95,95,Jerry Kelly,76,87.46,1140,997
95,96,96,Graham DeLaet,70,87.45,1084,948
96,97,97,Andres Gonzales,80,87.43,1177,1029
97,98,98,Adam Scott,79,87.42,1033,903
98,T99,T99,Jason Kokrak,89,87.41,1390,1215
99,T99,T99,Cameron Smith,73,87.41,874,764
100,101,101,Scott Pinckney,87,87.37,1299,1135
101,102,102,Bronson Burgoon,83,87.36,1187,1037
102,T103,T103,Scott Brown,88,87.32,1278,1116
103,T103,T103,Stewart Cink,61,87.32,923,806
104,105,105,Scott Piercy,87,87.31,1198,1046
105,T106,T106,Hiroshi Iwata,85,87.3,1228,1072
106,T106,T106,Nick Taylor,83,87.3,1236,1079
107,108,108,Lucas Glover,75,87.27,1257,1097
108,T109,T109,Roberto Castro,97,87.26,1641,1432
109,T109,T109,Jhonattan Vegas,97,87.26,1484,1295
110,111,111,Steve Wheatcroft,85,87.24,1317,1149
111,112,112,Branden Grace,63,87.2,789,688
112,113,113,Brooks Koepka,75,87.18,1092,952
113,114,114,Blayne Barber,84,87.16,1371,1195
114,T115,T115,Tyler Aldridge,83,87.15,1245,1085
115,T115,T115,Ernie Els,66,87.15,1035,902
116,117,117,K.J. Choi,73,87.13,1212,1056
117,118,118,Si Woo Kim,113,87.12,1825,1590
118,T119,T119,Rhein Gibson,58,87.08,828,721
119,T119,T119,Chez Reavie,90,87.08,1409,1227
120,121,121,Kyle Reifers,115,87.07,1779,1549
121,122,122,Bill Haas,86,87.05,1212,1055
122,T123,T123,Fabián Gómez,82,87.03,1349,1174
123,T123,T123,Louis Oosthuizen,63,87.03,779,678
124,125,125,Kevin Streelman,82,87.01,1193,1038
125,126,126,Shane Lowry,57,87.0,654,569
126,T127,T127,James Hahn,85,86.97,1297,1128
127,T127,T127,Morgan Hoffmann,71,86.97,1090,948
128,129,129,Brian Stuard,66,86.96,1120,974
129,130,130,Kyle Stanley,92,86.91,1451,1261
130,T131,T131,Sergio Garcia,54,86.9,580,504
131,T131,T131,Hideki Matsuyama,76,86.9,1069,929
132,133,133,Vijay Singh,72,86.88,1212,1053
133,134,134,Smylie Kaufman,91,86.87,1302,1131
134,135,135,Francesco Molinari,64,86.86,1073,932
135,T136,T136,Chesson Hadley,81,86.8,1227,1065
136,T136,T136,Chris Stroud,82,86.8,1265,1098
137,138,138,Chad Campbell,90,86.78,1490,1293
138,139,139,Keegan Bradley,82,86.77,1202,1043
139,140,140,Henrik Norlander,71,86.76,967,839
140,141,141,Scott Stallings,74,86.75,1177,1021
141,142,142,Tim Wilkinson,72,86.73,927,804
142,143,143,Ángel Cabrera,62,86.7,902,782
143,144,144,Steve Marino,72,86.68,1021,885
144,145,145,Tony Finau,95,86.67,1455,1261
145,146,146,Brendan Steele,88,86.61,1292,1119
146,147,147,Cameron Tringale,81,86.6,1321,1144
147,148,148,Andrew Loupe,75,86.55,1219,1055
148,149,149,Harold Varner III,92,86.54,1493,1292
149,T150,T150,Jamie Lovemark,91,86.49,1540,1332
150,T150,T150,Sam Saunders,69,86.49,955,826
151,152,152,Dicky Pride,55,86.45,760,657
152,153,153,Will MacKenzie,84,86.35,1260,1088
153,154,154,Geoff Ogilvy,63,86.32,950,820
154,155,155,Justin Rose,65,86.31,935,807
155,156,156,Matt Jones,83,86.29,1174,1013
156,T157,T157,Robert Allenby,51,86.25,778,671
157,T157,T157,Kevin Na,96,86.25,1265,1091
158,159,159,Derek Ernst,59,86.22,820,707
159,160,160,Steven Bowditch,71,86.2,1036,893
160,T161,T161,Charley Hoffman,91,86.19,1303,1123
161,T161,T161,Robert Streb,87,86.19,1231,1061
162,163,163,Michael Thompson,71,86.17,976,841
163,164,164,Padraig Harrington,54,86.14,837,721
164,165,165,Jeff Overton,69,86.0,1107,952
165,166,166,Rory McIlroy,69,85.97,891,766
166,T167,T167,Jason Dufner,105,85.94,1487,1278
167,T167,T167,Robert Garrigus,69,85.94,1010,868
168,169,169,Abraham Ancer,51,85.93,725,623
169,T170,T170,Tom Hoge,81,85.9,1177,1011
170,T170,T170,Luke List,79,85.9,1227,1054
171,T172,T172,Rob Oppenheim,67,85.82,945,811
172,T172,T172,Bubba Watson,72,85.82,973,835
173,174,174,Vaughn Taylor,72,85.81,1290,1107
174,175,175,Carlos Ortiz,79,85.76,1145,982
175,176,176,Boo Weekley,83,85.49,1337,1143
176,177,177,J.B. Holmes,77,85.35,1133,967
177,178,178,Rod Pampling,54,85.33,702,599
178,179,179,Charl Schwartzel,73,85.2,1054,898
179,180,180,Webb Simpson,70,84.96,1104,938
180,181,181,D.A. Points,55,84.82,738,626
181,182,182,George McNeill,51,84.49,890,752
182,183,183,Ken Duke,58,84.46,920,777
183,184,184,Rory Sabbatini,57,83.59,774,647
184,185,185,Greg Owen,85,83.33,1326,1105
