,One-Putt_Percentage_-_Round_4_RANK THIS WEEK,One-Putt_Percentage_-_Round_4_RANK LAST WEEK,One-Putt_Percentage_-_Round_4_PLAYER NAME,One-Putt_Percentage_-_Round_4_%,One-Putt_Percentage_-_Round_4_# OF 1 PUTTS,One-Putt_Percentage_-_Round_4_# OF HOLES
0,1,1,Brendon Todd,58.33,21,36
1,2,2,Rory Sabbatini,49.21,62,126
2,3,3,Stuart Appleby,48.61,105,216
3,4,4,Phil Mickelson,48.52,131,270
4,5,5,Seung-Yul Noh,48.29,113,234
5,6,6,Bryce Molder,47.01,110,234
6,7,7,Luke Guthrie,46.91,76,162
7,8,8,J.B. Holmes,46.53,134,288
8,9,9,Jordan Spieth,45.06,146,324
9,10,10,Alex Cejka,44.87,105,234
10,T11,T11,Aaron Baddeley,44.44,136,306
11,T11,T11,Zac Blair,44.44,136,306
12,T11,T11,Mark Hubbard,44.44,152,342
13,T11,T11,Peter Malnati,44.44,72,162
14,T11,T11,Wes Roach,44.44,56,126
15,16,16,David Lingmerth,44.12,135,306
16,17,17,Camilo Villegas,44.02,103,234
17,T18,T18,Jason Bohn,43.98,95,216
18,T18,T18,Tim Wilkinson,43.98,95,216
19,20,20,Freddie Jacobson,43.75,126,288
20,21,21,Chris Kirk,43.7,118,270
21,22,22,Steve Wheatcroft,43.65,110,252
22,23,23,Lucas Glover,43.25,109,252
23,24,24,Brian Harman,43.12,163,378
24,T25,T25,Steven Bowditch,43.06,62,144
25,T25,T25,Hiroshi Iwata,43.06,93,216
26,T25,T25,Hunter Mahan,43.06,62,144
27,28,28,Michael Thompson,42.93,85,198
28,29,29,Geoff Ogilvy,42.86,54,126
29,30,30,Brandt Snedeker,42.69,146,342
30,31,31,Morgan Hoffmann,42.59,69,162
31,32,32,Chez Reavie,42.48,130,306
32,33,33,K.J. Choi,42.46,107,252
33,T34,T34,Ben Crane,42.31,99,234
34,T34,T34,Chris Stroud,42.31,99,234
35,36,36,Ernie Els,42.13,91,216
36,37,37,Anirban Lahiri,42.06,106,252
37,38,38,Jon Curran,41.98,136,324
38,39,39,Cameron Tringale,41.67,105,252
39,40,40,Tom Hoge,41.45,97,234
40,T41,T41,Whee Kim,41.41,82,198
41,T41,T41,Troy Merritt,41.41,82,198
42,43,43,Kelly Kraft,41.36,67,162
43,44,44,Ken Duke,41.27,52,126
44,45,45,Brian Stuard,41.2,89,216
45,46,46,Patrick Reed,41.06,170,414
46,47,47,Sean O'Hair,41.05,133,324
47,48,48,Brooks Koepka,40.97,118,288
48,49,49,Sung Kang,40.87,103,252
49,50,50,Ryan Palmer,40.83,147,360
50,T51,T51,Jonas Blixt,40.74,88,216
51,T51,T51,Si Woo Kim,40.74,154,378
52,T51,T51,Hideki Matsuyama,40.74,110,270
53,T51,T51,Sam Saunders,40.74,66,162
54,T51,T51,Scott Stallings,40.74,66,162
55,T51,T51,Vaughn Taylor,40.74,88,216
56,57,57,Harris English,40.66,161,396
57,T58,T58,Tony Finau,40.64,139,342
58,T58,T58,Adam Hadwin,40.64,139,342
59,60,60,Vijay Singh,40.6,95,234
60,61,61,Rory McIlroy,40.48,102,252
61,62,62,Marc Leishman,40.43,131,324
62,63,63,George McNeill,40.28,29,72
63,64,64,Daniel Summerhays,40.21,152,378
64,65,65,Colt Knost,40.2,123,306
65,T66,T66,Jason Day,40.0,108,270
66,T66,T66,Fabián Gómez,40.0,108,270
67,T68,T68,Brendon de Jonge,39.9,79,198
68,T68,T68,Cameron Smith,39.9,79,198
69,T70,T70,Smylie Kaufman,39.87,122,306
70,T70,T70,Jimmy Walker,39.87,122,306
71,72,72,Luke List,39.81,86,216
72,73,73,Branden Grace,39.74,93,234
73,74,74,Justin Rose,39.68,100,252
74,T75,T75,Andrew Loupe,39.44,71,180
75,T75,T75,Willy Wilcox,39.44,71,180
