,GIR_Putting_-_5-10_RANK THIS WEEK,GIR_Putting_-_5-10_RANK LAST WEEK,GIR_Putting_-_5-10_PLAYER NAME,GIR_Putting_-_5-10_ROUNDS,GIR_Putting_-_5-10_%,GIR_Putting_-_5-10_ATTEMPTS,GIR_Putting_-_5-10_PUTTS MADE
0,1,1,Kevin Kisner,97,62.59,139,87
1,2,2,Seung-Yul Noh,85,62.1,124,77
2,3,3,Brandt Snedeker,93,61.87,139,86
3,4,4,Matt Kuchar,100,60.71,140,85
4,5,5,Aaron Baddeley,93,60.61,132,80
5,6,6,David Toms,62,60.19,103,62
6,T7,T7,Billy Horschel,73,60.0,105,63
7,T7,T7,Mark Hubbard,101,60.0,145,87
8,9,9,Billy Hurley III,66,59.63,109,65
9,10,10,Cameron Tringale,81,59.44,143,85
10,11,11,Wes Roach,59,59.3,86,51
11,12,12,Brooks Koepka,75,59.26,135,80
12,13,13,Jonas Blixt,79,59.23,130,77
13,14,14,Tyrone Van Aswegen,105,59.17,169,100
14,15,15,Freddie Jacobson,86,59.02,122,72
15,16,16,Jason Bohn,67,58.82,119,70
16,17,17,Bryce Molder,80,58.65,104,61
17,18,18,Sung Kang,89,58.59,128,75
18,19,19,Jon Curran,99,58.54,164,96
19,20,20,Daniel Summerhays,99,58.27,127,74
20,21,21,Patrick Rodgers,89,58.14,129,75
21,22,22,Ben Martin,92,58.09,136,79
22,23,23,Adam Hadwin,93,57.78,180,104
23,24,24,Colt Knost,90,57.76,116,67
24,25,25,Kevin Chappell,93,57.64,144,83
25,26,26,Anirban Lahiri,72,57.58,99,57
26,27,27,Ernie Els,66,57.41,108,62
27,28,28,Russell Henley,76,57.36,129,74
28,29,29,Fabián Gómez,82,57.04,142,81
29,30,30,Morgan Hoffmann,71,57.01,107,61
30,31,31,Derek Fathauer,94,56.92,130,74
31,32,32,Jason Day,76,56.48,108,61
32,T33,T33,Emiliano Grillo,93,56.39,133,75
33,T33,T33,Patton Kizzire,93,56.39,133,75
34,35,35,Steven Bowditch,71,56.38,94,53
35,36,36,Stuart Appleby,71,56.3,135,76
36,37,37,Brett Stegmaier,87,56.16,146,82
37,38,38,Sergio Garcia,54,56.14,57,32
38,39,39,Steve Wheatcroft,85,56.12,139,78
