,Putting_from_Inside_5_RANK THIS WEEK,Putting_from_Inside_5_RANK LAST WEEK,Putting_from_Inside_5_PLAYER NAME,Putting_from_Inside_5_ROUNDS,Putting_from_Inside_5_%,Putting_from_Inside_5_ATTEMPTS,Putting_from_Inside_5_PUTTS MADE
118,T118,T118,Scott Stallings,74,96.35,903,870
119,T118,T118,Boo Weekley,83,96.35,1042,1004
120,T121,T121,Tyler Aldridge,83,96.34,955,920
121,T121,T121,Ben Martin,92,96.34,1120,1079
122,123,123,Sam Saunders,69,96.27,723,696
123,T124,T124,Will MacKenzie,84,96.24,983,946
124,T124,T124,Shawn Stefani,91,96.24,1145,1102
125,T126,T126,Paul Casey,77,96.2,841,809
126,T126,T126,Louis Oosthuizen,63,96.2,606,583
127,T126,T126,Patrick Rodgers,89,96.2,1025,986
128,129,129,Alex Cejka,71,96.19,735,707
129,130,130,Abraham Ancer,51,96.17,549,528
130,131,131,Brooks Koepka,75,96.16,808,777
131,T132,T132,Chad Collins,73,96.15,910,875
132,T132,T132,Charley Hoffman,91,96.15,988,950
133,T132,T132,Chris Stroud,82,96.15,987,949
134,135,135,Padraig Harrington,54,96.12,645,620
135,136,136,Vijay Singh,72,96.1,949,912
136,137,137,Steve Wheatcroft,85,96.08,995,956
137,138,138,Fabián Gómez,82,96.06,1016,976
138,139,139,Scott Pinckney,87,96.05,1013,973
139,140,140,Anirban Lahiri,72,96.04,681,654
140,141,141,Chez Reavie,90,96.02,1105,1061
141,T142,T142,Keegan Bradley,82,96.01,952,914
142,T142,T142,Justin Rose,65,96.01,726,697
143,T144,T144,Lucas Glover,75,95.97,992,952
144,T144,T144,Rob Oppenheim,67,95.97,719,690
145,T144,T144,Scott Piercy,87,95.97,943,905
146,147,147,Rory McIlroy,69,95.96,693,665
147,148,148,Zac Blair,99,95.92,1153,1106
148,149,149,Scott Brown,88,95.9,1001,960
149,150,150,Tony Finau,95,95.89,1118,1072
150,151,151,Andrew Loupe,75,95.88,922,884
151,152,152,J.J. Henry,68,95.87,895,858
152,153,153,Carlos Ortiz,79,95.85,867,831
153,154,154,Robert Garrigus,69,95.82,766,734
154,155,155,Billy Horschel,73,95.79,807,773
155,156,156,Stewart Cink,61,95.78,735,704
156,157,157,Sergio Garcia,54,95.76,448,429
157,T158,T158,Tom Hoge,81,95.72,888,850
158,T158,T158,Camilo Villegas,83,95.72,1029,985
159,T160,T160,Steve Marino,72,95.69,766,733
160,T160,T160,Robert Streb,87,95.69,974,932
161,162,162,Mark Wilson,66,95.66,806,771
162,163,163,Robert Allenby,51,95.64,619,592
163,164,164,Charl Schwartzel,73,95.47,817,780
164,165,165,Dicky Pride,55,95.42,590,563
165,T166,T166,Kevin Chappell,93,95.4,1153,1100
166,T166,T166,Matt Jones,83,95.4,935,892
167,168,168,Adam Scott,79,95.37,820,782
168,169,169,Brian Stuard,66,95.34,879,838
169,170,170,Morgan Hoffmann,71,95.33,836,797
170,171,171,Harold Varner III,92,95.24,1155,1100
171,172,172,Steven Bowditch,71,95.21,772,735
172,173,173,George McNeill,51,95.2,688,655
173,174,174,Shane Lowry,57,95.18,519,494
174,T175,T175,Jason Dufner,105,95.13,1151,1095
175,T175,T175,Greg Owen,85,95.13,1027,977
176,177,177,Jeff Overton,69,95.09,856,814
177,178,178,Rhein Gibson,58,94.9,647,614
178,179,179,J.B. Holmes,77,94.84,852,808
179,180,180,D.A. Points,55,94.83,580,550
180,181,181,Geoff Ogilvy,63,94.53,749,708
181,182,182,Rory Sabbatini,57,94.29,595,561
182,183,183,Luke List,79,94.12,986,928
183,184,184,Ken Duke,58,93.95,711,668
184,185,185,Webb Simpson,70,93.84,861,808
