,Putting_from_Inside_5_RANK THIS WEEK,Putting_from_Inside_5_RANK LAST WEEK,Putting_from_Inside_5_PLAYER NAME,Putting_from_Inside_5_ROUNDS,Putting_from_Inside_5_%,Putting_from_Inside_5_ATTEMPTS,Putting_from_Inside_5_PUTTS MADE
0,1,1,Jim Furyk,52,98.57,631,622
1,2,2,Marc Leishman,89,98.34,903,888
2,3,3,Troy Merritt,77,98.32,894,879
3,4,4,Harris English,97,98.1,1002,983
4,5,5,John Senden,88,98.0,1100,1078
5,6,6,Brendon Todd,66,97.97,740,725
6,7,7,Peter Malnati,85,97.95,1024,1003
7,8,8,Brian Harman,104,97.86,1262,1235
8,9,9,Daniel Berger,92,97.82,1011,989
9,10,10,Martin Piller,59,97.78,631,617
10,11,11,Dawie van der Walt,72,97.77,806,788
11,12,12,Martin Laird,82,97.71,1006,983
12,13,13,Sean O'Hair,89,97.7,1174,1147
13,T14,T14,Jon Curran,99,97.69,1167,1140
14,T14,T14,Colt Knost,90,97.69,995,972
15,16,16,Retief Goosen,55,97.65,680,664
16,T17,T17,David Lingmerth,84,97.64,846,826
17,T17,T17,Graeme McDowell,63,97.64,636,621
18,T17,T17,Phil Mickelson,75,97.64,806,787
19,20,20,Kevin Kisner,97,97.6,1001,977
20,21,21,Adam Hadwin,93,97.57,1191,1162
21,T22,T22,Ernie Els,66,97.56,780,761
22,T22,T22,Michael Kim,100,97.56,1189,1160
23,24,24,Patrick Reed,105,97.46,1102,1074
24,25,25,Kelly Kraft,63,97.44,625,609
25,26,26,Bryce Molder,80,97.43,933,909
26,T27,T27,James Hahn,85,97.41,1004,978
27,T27,T27,Scott Langley,65,97.41,773,753
28,29,29,Emiliano Grillo,93,97.39,1036,1009
29,T30,T30,Jordan Spieth,80,97.38,802,781
30,T30,T30,David Toms,62,97.38,763,743
31,32,32,Daniel Summerhays,99,97.35,1094,1065
32,33,33,Andrew Landry,53,97.32,447,435
33,T34,T34,Jason Day,76,97.31,707,688
34,T34,T34,Rickie Fowler,80,97.31,930,905
35,36,36,Jonas Blixt,79,97.3,926,901
36,37,37,Brendon de Jonge,83,97.29,924,899
37,38,38,Andres Gonzales,80,97.26,912,887
38,39,39,Chris Kirk,90,97.24,1052,1023
39,40,40,Bubba Watson,72,97.22,756,735
40,T41,T41,Jason Bohn,67,97.18,852,828
41,T41,T41,Luke Guthrie,57,97.18,639,621
42,T41,T41,Tim Wilkinson,72,97.18,710,690
43,T44,T44,Bronson Burgoon,83,97.17,918,892
44,T44,T44,Graham DeLaet,70,97.17,848,824
45,T44,T44,Kyle Stanley,92,97.17,1131,1099
46,T44,T44,Vaughn Taylor,72,97.17,990,962
47,48,48,Francesco Molinari,64,97.15,843,819
48,T49,T49,Stuart Appleby,71,97.13,940,913
49,T49,T49,Billy Hurley III,66,97.13,835,811
50,T51,T51,Hudson Swafford,104,97.12,1286,1249
51,T51,T51,Justin Thomas,99,97.12,1075,1044
52,53,53,Luke Donald,81,97.1,861,836
53,T54,T54,John Huh,86,97.07,1128,1095
54,T54,T54,Spencer Levin,104,97.07,1196,1161
55,56,56,Willy Wilcox,67,97.03,809,785
56,57,57,Chesson Hadley,81,97.02,939,911
57,58,58,Derek Ernst,59,96.99,631,612
58,59,59,Zach Johnson,90,96.96,1019,988
59,T60,T60,Dustin Johnson,87,96.95,852,826
60,T60,T60,Hunter Mahan,61,96.95,688,667
61,T62,T62,Ricky Barnes,97,96.93,1139,1104
62,T62,T62,Ben Crane,80,96.93,913,885
63,T64,T64,Jerry Kelly,76,96.92,878,851
64,T64,T64,Patton Kizzire,93,96.92,1040,1008
65,T66,T66,Thomas Aiken,70,96.91,680,659
66,T66,T66,Blayne Barber,84,96.91,1035,1003
67,T66,T66,Nick Taylor,83,96.91,972,942
68,69,69,Jason Gore,78,96.9,838,812
69,T70,T70,Kevin Na,96,96.88,960,930
70,T70,T70,Johnson Wagner,86,96.88,1088,1054
71,T72,T72,Danny Lee,93,96.87,990,959
72,T72,T72,Brett Stegmaier,87,96.87,1087,1053
73,T74,T74,Freddie Jacobson,86,96.85,983,952
74,T74,T74,Jimmy Walker,85,96.85,984,953
75,76,76,Gary Woodland,95,96.83,1135,1099
76,T77,T77,Jim Herman,93,96.82,1038,1005
77,T77,T77,William McGirt,98,96.82,1257,1217
78,T77,T77,Kevin Streelman,82,96.82,943,913
79,T80,T80,Roberto Castro,97,96.81,1255,1215
80,T80,T80,Charles Howell III,91,96.81,1130,1094
81,T80,T80,Matt Kuchar,100,96.81,1098,1063
82,T83,T83,K.J. Choi,73,96.78,931,901
83,T83,T83,D.H. Lee,61,96.78,653,632
84,T85,T85,Mark Hubbard,101,96.75,1169,1131
85,T85,T85,Rod Pampling,54,96.75,553,535
86,87,87,Russell Knox,92,96.71,941,910
87,88,88,Smylie Kaufman,91,96.7,1001,968
88,89,89,Cameron Smith,73,96.69,664,642
89,90,90,Tyrone Van Aswegen,105,96.67,1233,1192
90,T91,T91,Erik Compton,65,96.66,718,694
91,T91,T91,Derek Fathauer,94,96.66,1078,1042
92,T91,T91,Seung-Yul Noh,85,96.66,988,955
93,94,94,Henrik Norlander,71,96.64,745,720
94,95,95,Kyle Reifers,115,96.63,1364,1318
95,96,96,Ryan Moore,86,96.62,918,887
96,97,97,Aaron Baddeley,93,96.61,1031,996
97,98,98,Jamie Lovemark,91,96.6,1147,1108
98,99,99,Hideki Matsuyama,76,96.59,821,793
99,100,100,Russell Henley,76,96.57,961,928
100,101,101,Jhonattan Vegas,97,96.53,1124,1085
101,102,102,Si Woo Kim,113,96.52,1407,1358
102,103,103,Brendan Steele,88,96.51,974,940
103,T104,T104,Bill Haas,86,96.49,940,907
104,T104,T104,Wes Roach,59,96.49,599,578
105,106,106,Jason Kokrak,89,96.47,1075,1037
106,107,107,Whee Kim,82,96.46,932,899
107,108,108,Ángel Cabrera,62,96.44,703,678
108,109,109,Michael Thompson,71,96.41,781,753
109,110,110,David Hearn,95,96.4,1167,1125
110,T111,T111,Chad Campbell,90,96.39,1164,1122
111,T111,T111,Branden Grace,63,96.39,610,588
112,T111,T111,Sung Kang,89,96.39,1052,1014
113,114,114,Ryan Palmer,86,96.38,1105,1065
114,T115,T115,Brandt Snedeker,93,96.36,1043,1005
115,T115,T115,Steve Stricker,53,96.36,632,609
116,T115,T115,Cameron Tringale,81,96.36,988,952
117,T118,T118,Hiroshi Iwata,85,96.35,931,897
