,3-Putt_Avoidance_-_20-25_RANK THIS WEEK,3-Putt_Avoidance_-_20-25_RANK LAST WEEK,3-Putt_Avoidance_-_20-25_PLAYER NAME,3-Putt_Avoidance_-_20-25_ROUNDS,3-Putt_Avoidance_-_20-25_%,3-Putt_Avoidance_-_20-25_TOTAL 3 PUTTS,3-Putt_Avoidance_-_20-25_ATTEMPTS,3-Putt_Avoidance_-_20-25_2 PUTT OR BETTER %
0,T1,T1,Thomas Aiken,70,0.0,,71,100.0
1,T1,T1,Tyler Aldridge,83,0.0,,113,100.0
2,T1,T1,Daniel Berger,92,0.0,,116,100.0
3,T1,T1,Jonas Blixt,79,0.0,,96,100.0
4,T1,T1,Paul Casey,77,0.0,,99,100.0
5,T1,T1,Ernie Els,66,0.0,,64,100.0
6,T1,T1,Derek Fathauer,94,0.0,,123,100.0
7,T1,T1,Jim Furyk,52,0.0,,73,100.0
8,T1,T1,Retief Goosen,55,0.0,,72,100.0
9,T1,T1,Luke Guthrie,57,0.0,,64,100.0
10,T1,T1,Colt Knost,90,0.0,,101,100.0
11,T1,T1,Andrew Landry,53,0.0,,61,100.0
12,T1,T1,Steve Marino,72,0.0,,78,100.0
13,T1,T1,Graeme McDowell,63,0.0,,69,100.0
14,T1,T1,William McGirt,98,0.0,,129,100.0
15,T1,T1,Troy Merritt,77,0.0,,89,100.0
16,T1,T1,Rod Pampling,54,0.0,,54,100.0
17,T1,T1,Dicky Pride,55,0.0,,50,100.0
18,T1,T1,Wes Roach,59,0.0,,62,100.0
19,T1,T1,Justin Rose,65,0.0,,60,100.0
20,T1,T1,Cameron Smith,73,0.0,,60,100.0
21,T1,T1,Brendan Steele,88,0.0,,96,100.0
22,T1,T1,Steve Stricker,53,0.0,,53,100.0
23,T1,T1,Vaughn Taylor,72,0.0,,83,100.0
24,T1,T1,Brendon Todd,66,0.0,,65,100.0
25,T1,T1,Dawie van der Walt,72,0.0,,72,100.0
26,T27,T27,Roberto Castro,97,0.74,1.0,135,99.2
27,T27,T27,Kyle Stanley,92,0.74,1.0,135,99.2
28,29,29,Si Woo Kim,113,0.75,1.0,134,99.2
29,30,30,David Hearn,95,0.76,1.0,132,99.2
30,31,31,Johnson Wagner,86,0.83,1.0,120,99.1
31,32,32,Gary Woodland,95,0.84,1.0,119,99.1
32,33,33,Jason Kokrak,89,0.9,1.0,111,99.1
33,T34,T34,Kevin Chappell,93,0.93,1.0,108,99.0
34,T34,T34,Patton Kizzire,93,0.93,1.0,107,99.0
