,Putts_per_Round_-_Round_2_RANK THIS WEEK,Putts_per_Round_-_Round_2_RANK LAST WEEK,Putts_per_Round_-_Round_2_PLAYER NAME,Putts_per_Round_-_Round_2_AVG,Putts_per_Round_-_Round_2_TOTAL PUTTS,Putts_per_Round_-_Round_2_TOTAL ROUNDS
0,1,1,Brendon Todd,27.29,764,28
1,2,2,Billy Hurley III,27.6,552,20
2,3,3,Jonas Blixt,27.72,693,25
3,4,4,Jon Curran,27.77,833,30
4,5,5,Jason Day,27.78,500,18
5,6,6,Steve Stricker,27.8,417,15
6,T7,T7,Chad Collins,27.81,723,26
7,T7,T7,Erik Compton,27.81,584,21
8,9,9,Jordan Spieth,27.85,557,20
9,10,10,Luke Guthrie,27.89,502,18
10,11,11,Rory McIlroy,27.94,475,17
11,12,12,Andrew Landry,28.0,476,17
12,13,13,Padraig Harrington,28.06,449,16
13,14,14,Steven Bowditch,28.08,730,26
14,15,15,Zach Johnson,28.13,647,23
15,16,16,Ryan Moore,28.14,619,22
16,17,17,Freddie Jacobson,28.15,732,26
17,18,18,William McGirt,28.18,789,28
18,19,19,Aaron Baddeley,28.19,761,27
19,20,20,Troy Merritt,28.23,734,26
20,21,21,Colt Knost,28.24,706,25
21,22,22,Ricky Barnes,28.26,763,27
22,23,23,K.J. Choi,28.27,622,22
23,T24,T24,Michael Kim,28.29,792,28
24,T24,T24,Daniel Summerhays,28.29,792,28
25,26,26,Tom Hoge,28.32,708,25
26,27,27,Charl Schwartzel,28.33,510,18
27,28,28,Hiroshi Iwata,28.36,794,28
28,29,29,Bryce Molder,28.4,710,25
29,30,30,Russell Knox,28.42,682,24
30,T31,T31,Retief Goosen,28.44,455,16
31,T31,T31,Adam Hadwin,28.44,768,27
32,T33,T33,D.H. Lee,28.45,569,20
33,T33,T33,Dicky Pride,28.45,569,20
34,T35,T35,Derek Fathauer,28.46,797,28
35,T35,T35,Morgan Hoffmann,28.46,683,24
36,T37,T37,Stuart Appleby,28.5,627,22
37,T37,T37,Brian Stuard,28.5,570,20
38,39,39,Ken Duke,28.53,542,19
39,40,40,Abraham Ancer,28.56,514,18
40,41,41,Kevin Kisner,28.58,743,26
41,42,42,John Huh,28.59,772,27
42,43,43,Graham DeLaet,28.6,572,20
43,44,44,Spencer Levin,28.61,887,31
44,45,45,Willy Wilcox,28.62,601,21
45,46,46,Harris English,28.65,745,26
46,47,47,Roberto Castro,28.67,774,27
47,T48,T48,Kevin Na,28.68,717,25
