,Total_3_Putts_-_20-25_RANK THIS WEEK,Total_3_Putts_-_20-25_RANK LAST WEEK,Total_3_Putts_-_20-25_PLAYER NAME,Total_3_Putts_-_20-25_ROUNDS,Total_3_Putts_-_20-25_TOTAL 3 PUTTS 20'-25',Total_3_Putts_-_20-25_TOTAL 3 PUTTS
0,T1,T1,Ben Martin,92,7,47
1,T1,T1,Jhonattan Vegas,97,7,46
2,T3,T3,Keegan Bradley,82,6,34
3,T3,T3,Patrick Rodgers,89,6,46
4,T3,T3,Steve Wheatcroft,85,6,45
5,T6,T6,Blayne Barber,84,5,45
6,T6,T6,Jason Gore,78,5,37
7,T6,T6,Bill Haas,86,5,34
8,T6,T6,Adam Hadwin,93,5,31
9,T6,T6,Billy Horschel,73,5,32
10,T6,T6,Bryce Molder,80,5,24
11,T6,T6,Francesco Molinari,64,5,28
12,T6,T6,Scott Piercy,87,5,34
13,T6,T6,Scott Pinckney,87,5,56
14,T6,T6,Hudson Swafford,104,5,51
15,T6,T6,Justin Thomas,99,5,38
16,T17,T17,Aaron Baddeley,93,4,38
17,T17,T17,Ben Crane,80,4,28
18,T17,T17,Graham DeLaet,70,4,38
19,T17,T17,Tony Finau,95,4,38
20,T17,T17,Andres Gonzales,80,4,38
21,T17,T17,Chesson Hadley,81,4,35
22,T17,T17,Zach Johnson,90,4,34
23,T17,T17,Jerry Kelly,76,4,28
24,T17,T17,Michael Kim,100,4,46
25,T17,T17,David Lingmerth,84,4,26
26,T17,T17,Luke List,79,4,48
27,T17,T17,Hideki Matsuyama,76,4,36
28,T17,T17,Seung-Yul Noh,85,4,34
29,T17,T17,Ryan Palmer,86,4,49
30,T17,T17,Sam Saunders,69,4,26
31,T17,T17,Vijay Singh,72,4,32
32,T17,T17,Scott Stallings,74,4,31
33,T17,T17,Harold Varner III,92,4,67
34,T35,T35,Robert Allenby,51,3,26
35,T35,T35,Stuart Appleby,71,3,25
36,T35,T35,Steven Bowditch,71,3,36
37,T35,T35,Bronson Burgoon,83,3,33
38,T35,T35,K.J. Choi,73,3,28
39,T35,T35,Jon Curran,99,3,33
40,T35,T35,Luke Donald,81,3,20
41,T35,T35,Jason Dufner,105,3,50
42,T35,T35,Robert Garrigus,69,3,35
43,T35,T35,Lucas Glover,75,3,33
44,T35,T35,James Hahn,85,3,35
45,T35,T35,Russell Henley,76,3,33
46,T35,T35,Tom Hoge,81,3,33
47,T35,T35,Billy Hurley III,66,3,22
48,T35,T35,Russell Knox,92,3,40
49,T35,T35,Martin Laird,82,3,40
50,T35,T35,Jamie Lovemark,91,3,45
51,T35,T35,Will MacKenzie,84,3,42
52,T35,T35,Kevin Na,96,3,28
53,T35,T35,Carlos Ortiz,79,3,33
54,T35,T35,Greg Owen,85,3,53
55,T35,T35,Chez Reavie,90,3,46
56,T35,T35,Kyle Reifers,115,3,43
57,T35,T35,Webb Simpson,70,3,37
58,T35,T35,Brandt Snedeker,93,3,32
59,T35,T35,Shawn Stefani,91,3,43
60,T35,T35,Robert Streb,87,3,42
61,T35,T35,Nick Taylor,83,3,33
62,T35,T35,David Toms,62,3,30
63,T35,T35,Cameron Tringale,81,3,43
64,T35,T35,Tyrone Van Aswegen,105,3,48
65,T35,T35,Camilo Villegas,83,3,38
66,T35,T35,Boo Weekley,83,3,40
67,T68,T68,Ricky Barnes,97,2,24
68,T68,T68,Scott Brown,88,2,27
69,T68,T68,Ángel Cabrera,62,2,30
70,T68,T68,Chad Campbell,90,2,42
71,T68,T68,Stewart Cink,61,2,33
72,T68,T68,Chad Collins,73,2,28
