,Total_1_Putts_-_5-10_RANK THIS WEEK,Total_1_Putts_-_5-10_RANK LAST WEEK,Total_1_Putts_-_5-10_PLAYER NAME,Total_1_Putts_-_5-10_ROUNDS,Total_1_Putts_-_5-10_TOTAL,Total_1_Putts_-_5-10_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_5-10_PCT OF ALL 1-PUTTS
0,1,1,Adam Hadwin,93,203,646,31.4
1,2,2,Tyrone Van Aswegen,105,195,628,31.1
2,3,3,Brian Harman,104,192,690,27.8
3,T4,T4,Jon Curran,99,185,641,28.9
4,T4,T4,Hudson Swafford,104,185,623,29.7
5,6,6,Jamie Lovemark,91,181,596,30.4
6,7,7,Mark Hubbard,101,180,608,29.6
7,8,8,Si Woo Kim,113,177,711,24.9
8,9,9,Kyle Reifers,115,175,645,27.1
9,10,10,Sean O'Hair,89,174,605,28.8
10,11,11,Michael Kim,100,168,627,26.8
11,12,12,Aaron Baddeley,93,167,577,28.9
12,13,13,Roberto Castro,97,164,577,28.4
13,14,14,William McGirt,98,163,618,26.4
14,15,15,Jhonattan Vegas,97,162,542,29.9
15,16,16,Kevin Chappell,93,160,531,30.1
16,T17,T17,Ricky Barnes,97,159,592,26.9
17,T17,T17,Cameron Tringale,81,159,502,31.7
18,T19,T19,Ben Martin,92,158,555,28.5
19,T19,T19,Troy Merritt,77,158,478,33.1
20,21,21,Kevin Kisner,97,157,539,29.1
21,T22,T22,Zac Blair,99,156,592,26.4
22,T22,T22,Sung Kang,89,156,528,29.5
23,T24,T24,Daniel Summerhays,99,155,586,26.5
24,T24,T24,Justin Thomas,99,155,510,30.4
25,T24,T24,Jimmy Walker,85,155,529,29.3
26,T24,T24,Steve Wheatcroft,85,155,522,29.7
27,28,28,Matt Kuchar,100,153,570,26.8
28,29,29,Fabián Gómez,82,152,539,28.2
29,T30,T30,Stuart Appleby,71,151,521,29.0
30,T30,T30,Blayne Barber,84,151,500,30.2
31,T30,T30,Ryan Palmer,86,151,558,27.1
32,T30,T30,Brett Stegmaier,87,151,499,30.3
33,T34,T34,Tony Finau,95,150,526,28.5
34,T34,T34,Hiroshi Iwata,85,150,496,30.2
35,T34,T34,Peter Malnati,85,150,560,26.8
36,T37,T37,Ben Crane,80,149,477,31.2
37,T37,T37,Jason Dufner,105,149,517,28.8
38,T39,T39,Freddie Jacobson,86,148,523,28.3
39,T39,T39,Harold Varner III,92,148,532,27.8
40,41,41,David Hearn,95,147,569,25.8
41,T42,T42,John Huh,86,146,533,27.4
42,T42,T42,Danny Lee,93,146,497,29.4
43,T42,T42,Patrick Reed,105,146,590,24.7
44,T45,T45,Emiliano Grillo,93,145,486,29.8
45,T45,T45,Charley Hoffman,91,145,505,28.7
46,T47,T47,Harris English,97,144,534,27.0
47,T47,T47,Brooks Koepka,75,144,445,32.4
48,T49,T49,Jonas Blixt,79,143,528,27.1
49,T49,T49,Marc Leishman,89,143,464,30.8
50,T49,T49,Spencer Levin,104,143,568,25.2
51,T49,T49,Seung-Yul Noh,85,143,500,28.6
52,T53,T53,Daniel Berger,92,141,489,28.8
53,T53,T53,Derek Fathauer,94,141,574,24.6
54,T53,T53,Chris Kirk,90,141,555,25.4
55,T53,T53,Patton Kizzire,93,141,525,26.9
56,T53,T53,Brandt Snedeker,93,141,553,25.5
57,58,58,Russell Henley,76,140,467,30.0
58,59,59,Chez Reavie,90,139,535,26.0
59,T60,T60,Zach Johnson,90,138,542,25.5
60,T60,T60,Dustin Johnson,87,138,484,28.5
61,T60,T60,Shawn Stefani,91,138,509,27.1
62,63,63,Tyler Aldridge,83,137,450,30.4
