,GIR_Putting_-_15-20_RANK THIS WEEK,GIR_Putting_-_15-20_RANK LAST WEEK,GIR_Putting_-_15-20_PLAYER NAME,GIR_Putting_-_15-20_ROUNDS,GIR_Putting_-_15-20_%,GIR_Putting_-_15-20_ATTEMPTS,GIR_Putting_-_15-20_PUTTS MADE
0,1,1,Jordan Spieth,80,28.41,88,25
1,2,2,Steve Wheatcroft,85,26.19,84,22
2,3,3,Charl Schwartzel,73,26.09,92,24
3,4,4,Fabián Gómez,82,25.23,111,28
4,5,5,Spencer Levin,104,24.79,121,30
5,6,6,Kelly Kraft,63,24.69,81,20
6,7,7,Andrew Landry,53,24.49,49,12
7,8,8,Chris Stroud,82,24.41,127,31
8,9,9,Jason Bohn,67,24.27,103,25
9,10,10,Zach Johnson,90,24.24,132,32
10,11,11,Rory McIlroy,69,24.14,87,21
11,12,12,Rob Oppenheim,67,24.0,75,18
12,13,13,Bryce Molder,80,23.85,109,26
13,14,14,Justin Rose,65,23.61,72,17
14,15,15,Daniel Summerhays,99,23.45,145,34
15,16,16,Brandt Snedeker,93,23.33,120,28
16,17,17,Seung-Yul Noh,85,23.28,116,27
17,18,18,Luke Guthrie,57,23.19,69,16
18,19,19,J.B. Holmes,77,22.92,96,22
19,20,20,Hudson Swafford,104,22.88,153,35
20,21,21,Adam Hadwin,93,22.86,140,32
21,22,22,Dustin Johnson,87,22.73,88,20
22,23,23,Tom Hoge,81,22.64,106,24
23,24,24,Charley Hoffman,91,22.52,111,25
24,25,25,Ken Duke,58,22.5,80,18
25,26,26,Ben Martin,92,22.31,130,29
26,27,27,Hunter Mahan,61,21.88,64,14
27,28,28,Blayne Barber,84,21.62,111,24
28,29,29,David Toms,62,21.52,79,17
29,30,30,Martin Laird,82,21.51,93,20
30,31,31,Matt Kuchar,100,21.49,121,26
31,32,32,William McGirt,98,21.48,149,32
32,33,33,Henrik Norlander,71,21.43,84,18
33,34,34,Steve Stricker,53,21.25,80,17
34,35,35,Chris Kirk,90,21.24,113,24
35,36,36,Chesson Hadley,81,21.19,118,25
36,37,37,Peter Malnati,85,20.95,105,22
37,38,38,J.J. Henry,68,20.83,96,20
38,39,39,Danny Lee,93,20.66,121,25
39,40,40,Brian Harman,104,20.65,155,32
40,41,41,Patton Kizzire,93,20.59,136,28
41,42,42,Daniel Berger,92,20.54,112,23
42,43,43,Carlos Ortiz,79,20.48,83,17
43,44,44,Brooks Koepka,75,20.45,88,18
44,45,45,Ricky Barnes,97,20.37,108,22
45,46,46,Zac Blair,99,20.34,118,24
46,T47,T47,Brendon Todd,66,20.27,74,15
47,T47,T47,Willy Wilcox,67,20.27,74,15
48,49,49,Jason Gore,78,20.24,84,17
49,50,50,Paul Casey,77,20.22,89,18
50,51,51,Morgan Hoffmann,71,20.2,99,20
51,52,52,Scott Brown,88,20.18,109,22
52,T53,T53,Chad Collins,73,20.0,95,19
53,T53,T53,David Hearn,95,20.0,155,31
54,T53,T53,Matt Jones,83,20.0,90,18
55,T53,T53,Ryan Moore,86,20.0,100,20
56,T53,T53,Scott Pinckney,87,20.0,120,24
57,58,58,Hideki Matsuyama,76,19.83,116,23
58,59,59,Jonas Blixt,79,19.61,102,20
59,60,60,Harris English,97,19.59,97,19
60,61,61,Jon Curran,99,19.49,118,23
61,62,62,Jason Day,76,19.44,72,14
62,63,63,Robert Garrigus,69,19.42,103,20
63,64,64,Jhonattan Vegas,97,19.4,134,26
64,T65,T65,Bill Haas,86,19.39,98,19
65,T65,T65,Michael Thompson,71,19.39,98,19
66,T67,T67,Chez Reavie,90,19.38,129,25
67,T67,T67,Johnson Wagner,86,19.38,129,25
68,69,69,Patrick Rodgers,89,19.3,114,22
69,70,70,Ernie Els,66,19.28,83,16
70,T71,T71,Tyler Aldridge,83,19.23,104,20
71,T71,T71,Cameron Tringale,81,19.23,104,20
72,73,73,Camilo Villegas,83,19.1,89,17
73,74,74,Sean O'Hair,89,19.05,147,28
74,75,75,Scott Langley,65,18.99,79,15
75,76,76,James Hahn,85,18.95,95,18
76,77,77,Tim Wilkinson,72,18.75,80,15
77,T78,T78,Louis Oosthuizen,63,18.68,91,17
78,T78,T78,Scott Piercy,87,18.68,91,17
79,T78,T78,Sam Saunders,69,18.68,91,17
80,81,81,Bubba Watson,72,18.67,75,14
81,82,82,John Senden,88,18.66,134,25
82,83,83,Russell Knox,92,18.64,118,22
83,T84,T84,Chad Campbell,90,18.52,135,25
84,T84,T84,D.H. Lee,61,18.52,81,15
85,86,86,Justin Thomas,99,18.18,121,22
86,87,87,Marc Leishman,89,18.1,105,19
87,88,88,Hiroshi Iwata,85,18.09,94,17
88,T89,T89,Tony Finau,95,18.03,122,22
89,T89,T89,Shane Lowry,57,18.03,61,11
90,91,91,Graham DeLaet,70,17.98,89,16
91,92,92,Smylie Kaufman,91,17.92,106,19
92,T93,T93,Billy Hurley III,66,17.89,95,17
93,T93,T93,Phil Mickelson,75,17.89,95,17
94,95,95,Geoff Ogilvy,63,17.72,79,14
95,96,96,Bronson Burgoon,83,17.65,85,15
96,97,97,Luke List,79,17.58,91,16
97,98,98,Robert Allenby,51,17.54,57,10
98,99,99,Kevin Na,96,17.5,120,21
99,100,100,Andrew Loupe,75,17.48,103,18
100,T101,T101,Colt Knost,90,17.43,109,19
101,T101,T101,David Lingmerth,84,17.43,109,19
102,103,103,Harold Varner III,92,17.42,132,23
103,T104,T104,D.A. Points,55,17.39,69,12
104,T104,T104,Boo Weekley,83,17.39,115,20
105,106,106,Greg Owen,85,17.36,121,21
106,T107,T107,Sergio Garcia,54,17.24,58,10
107,T107,T107,Patrick Reed,105,17.24,116,20
108,109,109,Erik Compton,65,17.19,64,11
109,110,110,Andres Gonzales,80,17.12,111,19
110,111,111,Francesco Molinari,64,17.07,82,14
111,112,112,Will MacKenzie,84,16.96,112,19
112,T113,T113,Aaron Baddeley,93,16.81,113,19
113,T113,T113,Jimmy Walker,85,16.81,113,19
114,115,115,Russell Henley,76,16.8,125,21
115,116,116,Lucas Glover,75,16.67,126,21
116,117,117,Nick Taylor,83,16.53,121,20
117,118,118,Brian Stuard,66,16.48,91,15
118,119,119,George McNeill,51,16.44,73,12
119,120,120,Kevin Chappell,93,16.38,116,19
120,121,121,Padraig Harrington,54,16.36,55,9
121,T122,T122,Ben Crane,80,16.35,104,17
122,T122,T122,Vijay Singh,72,16.35,104,17
123,124,124,Wes Roach,59,16.33,49,8
124,125,125,Troy Merritt,77,16.3,92,15
125,126,126,Si Woo Kim,113,16.27,166,27
126,127,127,Derek Fathauer,94,16.24,117,19
127,T128,T128,Luke Donald,81,16.22,111,18
128,T128,T128,Rickie Fowler,80,16.22,111,18
