,3-Putts_per_Round_RANK THIS WEEK,3-Putts_per_Round_RANK LAST WEEK,3-Putts_per_Round_PLAYER NAME,3-Putts_per_Round_ROUNDS,3-Putts_per_Round_AVG,3-Putts_per_Round_TOTAL 3 PUTTS,3-Putts_per_Round_TOTAL ROUNDS
0,1,1,Greg Owen,85,0.8,65,81
1,2,2,Harold Varner III,92,0.77,71,92
2,T3,T3,Luke List,79,0.75,58,77
3,T3,T3,Scott Pinckney,87,0.75,64,85
4,T3,T3,D.A. Points,55,0.75,38,51
5,T6,T6,Rhein Gibson,58,0.72,39,54
6,T6,T6,J.B. Holmes,77,0.72,53,74
7,T6,T6,Rory Sabbatini,57,0.72,39,54
8,9,9,Jeff Overton,69,0.71,46,65
9,T10,T10,Derek Ernst,59,0.7,40,57
10,T10,T10,Dicky Pride,55,0.7,37,53
11,T12,T12,Robert Allenby,51,0.69,35,51
12,T12,T12,Ken Duke,58,0.69,37,54
13,T12,T12,Brooks Koepka,75,0.69,48,70
14,T12,T12,Danny Lee,93,0.69,62,90
15,T12,T12,Michael Thompson,71,0.69,47,68
16,T17,T17,Robert Garrigus,69,0.68,44,65
17,T17,T17,Rory McIlroy,69,0.68,42,62
18,T17,T17,Patrick Rodgers,89,0.68,58,85
19,T20,T20,Thomas Aiken,70,0.67,44,66
20,T20,T20,Robert Streb,87,0.67,56,84
21,T22,T22,Justin Rose,65,0.66,41,62
22,T22,T22,Charl Schwartzel,73,0.66,46,70
23,T22,T22,Webb Simpson,70,0.66,46,70
24,T25,T25,Ángel Cabrera,62,0.65,40,62
25,T25,T25,Graham DeLaet,70,0.65,43,66
26,T25,T25,Jason Dufner,105,0.65,66,102
27,T25,T25,Jason Gore,78,0.65,48,74
28,T25,T25,Shane Lowry,57,0.65,35,54
29,T30,T30,Andrew Loupe,75,0.64,48,75
30,T30,T30,Ryan Palmer,86,0.64,55,86
31,T30,T30,Adam Scott,79,0.64,49,76
32,T33,T33,Sergio Garcia,54,0.63,32,51
33,T33,T33,Fabián Gómez,82,0.63,50,79
34,T33,T33,Jim Herman,93,0.63,59,93
35,T33,T33,David Toms,62,0.63,39,62
36,37,37,Chez Reavie,90,0.62,53,86
37,T38,T38,Stewart Cink,61,0.61,37,61
38,T38,T38,Charley Hoffman,91,0.61,54,88
39,T40,T40,Abraham Ancer,51,0.6,29,48
40,T40,T40,Emiliano Grillo,93,0.6,54,90
41,T40,T40,Hideki Matsuyama,76,0.6,44,73
42,T40,T40,Graeme McDowell,63,0.6,36,60
43,T40,T40,Scott Piercy,87,0.6,50,84
44,T40,T40,Jhonattan Vegas,97,0.6,56,93
45,T40,T40,Boo Weekley,83,0.6,50,83
46,47,47,Billy Horschel,73,0.59,41,70
47,T48,T48,Blayne Barber,84,0.58,46,80
48,T48,T48,Steven Bowditch,71,0.58,41,71
49,T48,T48,Tom Hoge,81,0.58,45,77
50,T48,T48,Ben Martin,92,0.58,51,88
51,T48,T48,Steve Wheatcroft,85,0.58,47,81
52,T48,T48,Mark Wilson,66,0.58,36,62
53,T54,T54,Tyler Aldridge,83,0.57,45,79
54,T54,T54,Morgan Hoffmann,71,0.57,38,67
55,T54,T54,Jamie Lovemark,91,0.57,52,91
56,T54,T54,Hunter Mahan,61,0.57,35,61
57,T54,T54,Jimmy Walker,85,0.57,47,82
58,T59,T59,Chesson Hadley,81,0.56,44,79
59,T59,T59,Russell Knox,92,0.56,50,89
60,T59,T59,Steve Marino,72,0.56,38,68
61,T59,T59,Cameron Tringale,81,0.56,43,77
62,T63,T63,Keegan Bradley,82,0.55,45,82
63,T63,T63,Paul Casey,77,0.55,41,74
64,T63,T63,Andres Gonzales,80,0.55,43,78
65,T63,T63,Chris Kirk,90,0.55,47,85
66,T63,T63,Will MacKenzie,84,0.55,44,80
67,T63,T63,Sam Saunders,69,0.55,36,65
68,T63,T63,Shawn Stefani,91,0.55,48,87
69,T63,T63,Brian Stuard,66,0.55,36,66
70,T71,T71,Henrik Norlander,71,0.54,36,67
71,T71,T71,Geoff Ogilvy,63,0.54,32,59
72,T71,T71,Louis Oosthuizen,63,0.54,30,56
73,T71,T71,Vijay Singh,72,0.54,39,72
74,T71,T71,Cameron Smith,73,0.54,37,69
75,T71,T71,Hudson Swafford,104,0.54,56,104
76,T77,T77,Kevin Chappell,93,0.53,49,93
77,T77,T77,Ernie Els,66,0.53,35,66
78,T77,T77,J.J. Henry,68,0.53,35,66
79,T77,T77,Whee Kim,82,0.53,41,78
80,T77,T77,Jason Kokrak,89,0.53,47,89
81,T77,T77,Martin Laird,82,0.53,41,78
82,T77,T77,George McNeill,51,0.53,27,51
83,T77,T77,Francesco Molinari,64,0.53,34,64
84,T77,T77,Sean O'Hair,89,0.53,47,89
85,T77,T77,Scott Stallings,74,0.53,37,70
86,T77,T77,Kyle Stanley,92,0.53,47,89
87,T77,T77,Justin Thomas,99,0.53,51,96
88,T77,T77,Tyrone Van Aswegen,105,0.53,54,102
89,T77,T77,Camilo Villegas,83,0.53,42,79
90,T91,T91,Harris English,97,0.52,50,97
91,T91,T91,Lucas Glover,75,0.52,39,75
92,T91,T91,Bill Haas,86,0.52,43,82
93,T91,T91,Rob Oppenheim,67,0.52,33,63
94,T91,T91,Carlos Ortiz,79,0.52,39,75
95,T91,T91,Kevin Streelman,82,0.52,43,82
96,97,97,Bronson Burgoon,83,0.51,40,79
97,T98,T98,Chad Campbell,90,0.5,45,90
98,T98,T98,Branden Grace,63,0.5,30,60
99,T98,T98,Smylie Kaufman,91,0.5,44,88
100,T98,T98,Michael Kim,100,0.5,48,96
101,T98,T98,Dawie van der Walt,72,0.5,35,70
102,T103,T103,Zac Blair,99,0.49,47,95
103,T103,T103,James Hahn,85,0.49,42,85
104,T103,T103,John Huh,86,0.49,42,85
105,T103,T103,Sung Kang,89,0.49,43,87
106,T103,T103,Scott Langley,65,0.49,31,63
107,T103,T103,David Lingmerth,84,0.49,40,81
108,T103,T103,Johnson Wagner,86,0.49,42,86
109,T110,T110,Padraig Harrington,54,0.48,26,54
110,T110,T110,Patton Kizzire,93,0.48,43,89
111,T110,T110,Anirban Lahiri,72,0.48,33,69
112,T110,T110,Seung-Yul Noh,85,0.48,39,81
113,T110,T110,Brett Stegmaier,87,0.48,41,85
114,T110,T110,Bubba Watson,72,0.48,33,69
115,T116,T116,Scott Brown,88,0.47,41,88
116,T116,T116,Chad Collins,73,0.47,34,73
117,T116,T116,Zach Johnson,90,0.47,40,86
