,One-Putt_Percentage_-_Round_3_RANK THIS WEEK,One-Putt_Percentage_-_Round_3_RANK LAST WEEK,One-Putt_Percentage_-_Round_3_PLAYER NAME,One-Putt_Percentage_-_Round_3_%,One-Putt_Percentage_-_Round_3_# OF 1 PUTTS,One-Putt_Percentage_-_Round_3_# OF HOLES
0,1,1,Aaron Baddeley,47.84,155,324
1,2,2,Stuart Appleby,47.44,111,234
2,3,3,Steve Wheatcroft,47.06,144,306
3,4,4,Jonas Blixt,46.43,117,252
4,5,5,Scott Langley,46.3,100,216
5,6,6,Jason Day,46.08,141,306
6,7,7,Jordan Spieth,45.99,149,324
7,8,8,Derek Fathauer,45.83,165,360
8,9,9,Erik Compton,45.45,90,198
9,10,10,Russell Henley,45.24,114,252
10,11,11,Steve Stricker,44.87,105,234
11,T12,T12,Abraham Ancer,44.44,56,126
12,T12,T12,D.A. Points,44.44,80,180
13,14,14,Anirban Lahiri,44.07,119,270
14,15,15,Padraig Harrington,43.94,87,198
15,16,16,Zach Johnson,43.92,166,378
16,17,17,Wes Roach,43.83,71,162
17,18,18,J.B. Holmes,43.75,126,288
18,19,19,Hiroshi Iwata,43.7,118,270
19,20,20,Tim Wilkinson,43.65,110,252
20,21,21,David Toms,43.59,102,234
21,22,22,George McNeill,43.52,47,108
22,T23,T23,Jon Curran,43.39,164,378
23,T23,T23,Brian Harman,43.39,164,378
24,T25,T25,Luke Guthrie,43.33,78,180
25,T25,T25,Phil Mickelson,43.33,117,270
26,27,27,Ken Duke,43.21,70,162
27,28,28,Rob Oppenheim,43.16,101,234
28,29,29,Michael Kim,43.12,163,378
29,30,30,Brooks Koepka,43.06,124,288
30,31,31,Jamie Lovemark,42.98,147,342
31,32,32,Chris Kirk,42.81,131,306
32,33,33,Luke List,42.74,100,234
33,34,34,Sean O'Hair,42.59,138,324
34,35,35,Tony Finau,42.5,153,360
35,36,36,Sam Saunders,42.42,84,198
36,37,37,Jason Bohn,42.31,99,234
37,38,38,Ben Martin,42.28,137,324
38,39,39,Graeme McDowell,42.22,76,180
39,40,40,Jimmy Walker,42.16,129,306
40,T41,T41,Jason Gore,42.13,91,216
41,T41,T41,Patrick Reed,42.13,182,432
42,43,43,Danny Lee,42.11,144,342
43,44,44,Freddie Jacobson,41.98,136,324
44,45,45,Billy Hurley III,41.88,98,234
45,T46,T46,Kevin Chappell,41.67,150,360
46,T46,T46,John Huh,41.67,120,288
47,T46,T46,Nick Taylor,41.67,120,288
48,49,49,Sung Kang,41.5,127,306
49,50,50,Cameron Tringale,41.48,112,270
50,51,51,Steven Bowditch,41.41,82,198
51,52,52,Dustin Johnson,41.39,149,360
52,53,53,Kevin Kisner,41.27,156,378
53,54,54,Brandt Snedeker,41.23,141,342
54,55,55,Willy Wilcox,41.2,89,216
55,56,56,Ben Crane,41.03,96,234
56,57,57,Daniel Summerhays,40.91,162,396
57,T58,T58,K.J. Choi,40.74,110,270
58,T58,T58,Ernie Els,40.74,88,216
59,T58,T58,Fabián Gómez,40.74,110,270
60,T58,T58,Peter Malnati,40.74,88,216
61,62,62,Patton Kizzire,40.64,139,342
62,63,63,Adam Hadwin,40.56,146,360
63,64,64,Dawie van der Walt,40.4,80,198
64,65,65,Chesson Hadley,40.37,109,270
