,Putting_from_10_RANK THIS WEEK,Putting_from_10_RANK LAST WEEK,Putting_from_10_PLAYER NAME,Putting_from_10_ROUNDS,Putting_from_10_% MADE,Putting_from_10_ATTEMPTS,Putting_from_10_PUTTS MADE
0,1,1,Brooks Koepka,75,60.98,41,25
1,2,2,Luke Donald,81,60.61,33,20
2,3,3,Ernie Els,66,58.33,36,21
3,4,4,Kevin Kisner,97,57.89,57,33
4,T5,T5,Kevin Chappell,93,57.14,42,24
5,T5,T5,Chad Collins,73,57.14,35,20
6,T5,T5,Cameron Smith,73,57.14,28,16
7,8,8,Ben Martin,92,56.52,46,26
8,9,9,Adam Hadwin,93,56.16,73,41
9,10,10,David Toms,62,56.1,41,23
10,11,11,K.J. Choi,73,55.26,38,21
11,12,12,Jason Day,76,55.17,29,16
12,13,13,Louis Oosthuizen,63,55.0,20,11
13,14,14,Hiroshi Iwata,85,54.72,53,29
14,15,15,J.J. Henry,68,54.29,35,19
15,16,16,Billy Horschel,73,53.85,26,14
16,T17,T17,Hideki Matsuyama,76,53.66,41,22
17,T17,T17,Webb Simpson,70,53.66,41,22
18,19,19,Marc Leishman,89,53.06,49,26
19,20,20,Matt Jones,83,52.94,34,18
20,21,21,Graham DeLaet,70,52.78,36,19
21,22,22,Chris Kirk,90,52.63,38,20
22,23,23,Charles Howell III,91,52.38,42,22
23,T24,T24,Aaron Baddeley,93,52.27,44,23
24,T24,T24,Billy Hurley III,66,52.27,44,23
25,26,26,Derek Fathauer,94,51.85,54,28
26,27,27,Brandt Snedeker,93,51.72,58,30
27,T28,T28,Luke Guthrie,57,50.0,32,16
28,T28,T28,Morgan Hoffmann,71,50.0,40,20
29,T28,T28,Adam Scott,79,50.0,44,22
30,T28,T28,Mark Wilson,66,50.0,30,15
31,32,32,John Huh,86,49.02,51,25
32,33,33,Ryan Moore,86,48.94,47,23
33,T34,T34,Steven Bowditch,71,48.84,43,21
34,T34,T34,Seung-Yul Noh,85,48.84,43,21
35,T36,T36,Henrik Norlander,71,48.78,41,20
36,T36,T36,Chris Stroud,82,48.78,41,20
37,38,38,Graeme McDowell,63,48.57,35,17
38,T39,T39,Erik Compton,65,48.28,29,14
39,T39,T39,Hudson Swafford,104,48.28,58,28
40,41,41,Steve Stricker,53,48.15,27,13
41,T42,T42,Scott Piercy,87,48.0,50,24
42,T42,T42,Wes Roach,59,48.0,25,12
43,T44,T44,Emiliano Grillo,93,47.73,44,21
44,T44,T44,Phil Mickelson,75,47.73,44,21
45,T44,T44,Steve Wheatcroft,85,47.73,44,21
46,47,47,Brian Stuard,66,47.06,51,24
47,48,48,Freddie Jacobson,86,46.94,49,23
48,T49,T49,Zach Johnson,90,46.67,45,21
