,Putts_Made_Per_Event_Over_10_RANK THIS WEEK,Putts_Made_Per_Event_Over_10_RANK LAST WEEK,Putts_Made_Per_Event_Over_10_PLAYER NAME,Putts_Made_Per_Event_Over_10_ROUNDS,Putts_Made_Per_Event_Over_10_PUTTS MADE
0,T1,T1,Jason Day,76,7.6
1,T1,T1,Jordan Spieth,80,7.6
2,T3,T3,Zach Johnson,90,7.1
3,T3,T3,Charl Schwartzel,73,7.1
4,5,5,Kevin Na,96,6.8
5,6,6,Rory McIlroy,69,6.7
6,7,7,Brooks Koepka,75,6.6
7,8,8,Adam Scott,79,6.5
8,T9,T9,Paul Casey,77,6.4
9,T9,T9,Dustin Johnson,87,6.4
10,T11,T11,Matt Kuchar,100,6.3
11,T11,T11,Ryan Moore,86,6.3
12,T13,T13,Kevin Kisner,97,6.2
13,T13,T13,William McGirt,98,6.2
14,15,15,Hideki Matsuyama,76,6.1
15,T16,T16,Patrick Reed,105,6.0
16,T16,T16,Daniel Summerhays,99,6.0
17,T18,T18,Harris English,97,5.9
18,T18,T18,Emiliano Grillo,93,5.9
19,T18,T18,Ryan Palmer,86,5.9
20,T18,T18,Steve Stricker,53,5.9
21,T22,T22,Jim Furyk,52,5.8
22,T22,T22,Shane Lowry,57,5.8
23,T22,T22,Louis Oosthuizen,63,5.8
24,T25,T25,K.J. Choi,73,5.7
25,T25,T25,Jason Dufner,105,5.7
26,T25,T25,Charley Hoffman,91,5.7
27,T25,T25,Smylie Kaufman,91,5.7
28,T29,T29,Daniel Berger,92,5.6
29,T29,T29,Billy Horschel,73,5.6
30,T29,T29,Phil Mickelson,75,5.6
31,T29,T29,Hudson Swafford,104,5.6
32,T29,T29,Jhonattan Vegas,97,5.6
33,T34,T34,Fabián Gómez,82,5.5
34,T34,T34,Adam Hadwin,93,5.5
35,T34,T34,Charles Howell III,91,5.5
36,T34,T34,Brandt Snedeker,93,5.5
37,T34,T34,Chris Stroud,82,5.5
38,T34,T34,Johnson Wagner,86,5.5
39,T40,T40,David Hearn,95,5.4
40,T40,T40,David Lingmerth,84,5.4
41,T40,T40,Kyle Reifers,115,5.4
42,T40,T40,John Senden,88,5.4
43,T40,T40,Webb Simpson,70,5.4
44,T40,T40,Bubba Watson,72,5.4
45,T46,T46,Ernie Els,66,5.3
46,T46,T46,Retief Goosen,55,5.3
47,T46,T46,J.B. Holmes,77,5.3
48,T46,T46,Freddie Jacobson,86,5.3
49,T46,T46,Michael Kim,100,5.3
50,T46,T46,Patton Kizzire,93,5.3
51,T46,T46,Ben Martin,92,5.3
52,T53,T53,Brian Harman,104,5.2
53,T53,T53,Russell Knox,92,5.2
54,T53,T53,Kyle Stanley,92,5.2
55,T56,T56,Robert Garrigus,69,5.1
56,T56,T56,Branden Grace,63,5.1
57,T56,T56,Sean O'Hair,89,5.1
58,T56,T56,Scott Pinckney,87,5.1
59,T56,T56,Vijay Singh,72,5.1
60,T61,T61,Ricky Barnes,97,5.0
61,T61,T61,Jonas Blixt,79,5.0
62,T61,T61,Rickie Fowler,80,5.0
63,T61,T61,Sergio Garcia,54,5.0
64,T61,T61,Colt Knost,90,5.0
65,T61,T61,Martin Laird,82,5.0
66,T61,T61,Marc Leishman,89,5.0
67,T61,T61,Jamie Lovemark,91,5.0
68,T61,T61,Justin Rose,65,5.0
69,T61,T61,Justin Thomas,99,5.0
70,T61,T61,Jimmy Walker,85,5.0
71,T61,T61,Boo Weekley,83,5.0
72,T73,T73,Russell Henley,76,4.9
73,T73,T73,Mark Hubbard,101,4.9
74,T73,T73,Danny Lee,93,4.9
75,T73,T73,Bryce Molder,80,4.9
76,T73,T73,Henrik Norlander,71,4.9
77,T73,T73,Scott Piercy,87,4.9
78,T73,T73,Michael Thompson,71,4.9
79,T73,T73,Camilo Villegas,83,4.9
80,T73,T73,Gary Woodland,95,4.9
81,T82,T82,Aaron Baddeley,93,4.8
82,T82,T82,Blayne Barber,84,4.8
83,T82,T82,Scott Brown,88,4.8
84,T82,T82,Roberto Castro,97,4.8
85,T82,T82,Billy Hurley III,66,4.8
86,T82,T82,Chez Reavie,90,4.8
87,T82,T82,Brendan Steele,88,4.8
88,T89,T89,Zac Blair,99,4.7
89,T89,T89,Jon Curran,99,4.7
90,T89,T89,Derek Fathauer,94,4.7
91,T89,T89,Tony Finau,95,4.7
92,T89,T89,Andres Gonzales,80,4.7
93,T89,T89,Morgan Hoffmann,71,4.7
94,T89,T89,Tom Hoge,81,4.7
95,T89,T89,Brian Stuard,66,4.7
96,T89,T89,Cameron Tringale,81,4.7
97,T89,T89,Tim Wilkinson,72,4.7
98,T99,T99,Graham DeLaet,70,4.6
99,T99,T99,Lucas Glover,75,4.6
100,T99,T99,Luke Guthrie,57,4.6
101,T99,T99,Si Woo Kim,113,4.6
102,T99,T99,Chris Kirk,90,4.6
103,T99,T99,Robert Streb,87,4.6
104,T105,T105,Anirban Lahiri,72,4.5
105,T105,T105,Francesco Molinari,64,4.5
106,T105,T105,Seung-Yul Noh,85,4.5
107,T105,T105,Rob Oppenheim,67,4.5
108,T105,T105,David Toms,62,4.5
109,T110,T110,Chad Campbell,90,4.4
110,T110,T110,Luke Donald,81,4.4
111,T110,T110,Chesson Hadley,81,4.4
112,T110,T110,Andrew Loupe,75,4.4
113,T114,T114,Jason Bohn,67,4.3
114,T114,T114,Ángel Cabrera,62,4.3
115,T114,T114,James Hahn,85,4.3
116,T114,T114,Luke List,79,4.3
117,T114,T114,Steve Marino,72,4.3
118,T114,T114,Tyrone Van Aswegen,105,4.3
119,T114,T114,Harold Varner III,92,4.3
120,T114,T114,Steve Wheatcroft,85,4.3
121,T122,T122,Tyler Aldridge,83,4.2
122,T122,T122,Stuart Appleby,71,4.2
123,T122,T122,Bronson Burgoon,83,4.2
124,T122,T122,Alex Cejka,71,4.2
125,T122,T122,Ben Crane,80,4.2
126,T122,T122,Ken Duke,58,4.2
127,T122,T122,Bill Haas,86,4.2
128,T122,T122,Spencer Levin,104,4.2
129,T122,T122,Peter Malnati,85,4.2
130,T122,T122,Greg Owen,85,4.2
131,T122,T122,Martin Piller,59,4.2
132,T122,T122,D.A. Points,55,4.2
133,T122,T122,Dicky Pride,55,4.2
134,T122,T122,Mark Wilson,66,4.2
135,T136,T136,Thomas Aiken,70,4.1
136,T136,T136,J.J. Henry,68,4.1
137,T136,T136,Jim Herman,93,4.1
138,T136,T136,Kelly Kraft,63,4.1
139,T136,T136,Andrew Landry,53,4.1
140,T136,T136,Rod Pampling,54,4.1
141,T136,T136,Patrick Rodgers,89,4.1
142,T136,T136,Nick Taylor,83,4.1
143,T144,T144,Steven Bowditch,71,4.0
144,T144,T144,Kevin Chappell,93,4.0
145,T144,T144,Stewart Cink,61,4.0
146,T144,T144,Chad Collins,73,4.0
147,T144,T144,Brendon de Jonge,83,4.0
148,T144,T144,Padraig Harrington,54,4.0
149,T144,T144,Matt Jones,83,4.0
150,T144,T144,Whee Kim,82,4.0
151,T144,T144,Hunter Mahan,61,4.0
152,T153,T153,Keegan Bradley,82,3.9
153,T153,T153,Rhein Gibson,58,3.9
154,T153,T153,John Huh,86,3.9
155,T153,T153,Hiroshi Iwata,85,3.9
156,T153,T153,D.H. Lee,61,3.9
157,T153,T153,Will MacKenzie,84,3.9
158,T153,T153,Sam Saunders,69,3.9
159,T153,T153,Brett Stegmaier,87,3.9
160,T153,T153,Dawie van der Walt,72,3.9
161,T153,T153,Willy Wilcox,67,3.9
162,T163,T163,Jason Gore,78,3.8
163,T163,T163,Carlos Ortiz,79,3.8
164,T163,T163,Shawn Stefani,91,3.8
165,T163,T163,Kevin Streelman,82,3.8
166,T167,T167,Sung Kang,89,3.7
167,T167,T167,Jason Kokrak,89,3.7
168,T167,T167,Graeme McDowell,63,3.7
169,T167,T167,Vaughn Taylor,72,3.7
170,T171,T171,Jerry Kelly,76,3.6
171,T171,T171,Scott Langley,65,3.6
172,T171,T171,Troy Merritt,77,3.6
173,T171,T171,Scott Stallings,74,3.6
174,T175,T175,George McNeill,51,3.5
175,T175,T175,Geoff Ogilvy,63,3.5
176,T175,T175,Jeff Overton,69,3.5
177,T175,T175,Brendon Todd,66,3.5
178,T179,T179,Erik Compton,65,3.4
179,T179,T179,Derek Ernst,59,3.4
180,T179,T179,Wes Roach,59,3.4
181,T182,T182,Rory Sabbatini,57,3.3
182,T182,T182,Cameron Smith,73,3.3
183,184,184,Robert Allenby,51,3.1
184,185,185,Abraham Ancer,51,3.0
