,Total_3_Putts_-__25_RANK THIS WEEK,Total_3_Putts_-__25_RANK LAST WEEK,Total_3_Putts_-__25_PLAYER NAME,Total_3_Putts_-__25_ROUNDS,Total_3_Putts_-__25_TOTAL 3 PUTTS > 25',Total_3_Putts_-__25_TOTAL 3 PUTTS
128,T127,T127,Ben Crane,80,21,28
129,T127,T127,Ernie Els,66,21,22
130,T127,T127,Dustin Johnson,87,21,26
131,T127,T127,Whee Kim,82,21,31
132,T127,T127,Graeme McDowell,63,21,22
133,T127,T127,George McNeill,51,21,25
134,T127,T127,Rob Oppenheim,67,21,29
135,T127,T127,Justin Rose,65,21,30
136,T127,T127,Chris Stroud,82,21,28
137,T138,T138,Stuart Appleby,71,20,25
138,T138,T138,Padraig Harrington,54,20,22
139,T138,T138,Matt Jones,83,20,23
140,T138,T138,Dicky Pride,55,20,24
141,T138,T138,Willy Wilcox,67,20,23
142,T143,T143,Hiroshi Iwata,85,19,24
143,T143,T143,Kevin Kisner,97,19,24
144,T143,T143,David Lingmerth,84,19,26
145,T143,T143,Francesco Molinari,64,19,28
146,T143,T143,D.A. Points,55,19,27
147,T143,T143,Bubba Watson,72,19,20
148,T149,T149,Ricky Barnes,97,18,24
149,T149,T149,Jason Bohn,67,18,20
150,T149,T149,Billy Hurley III,66,18,22
151,T149,T149,Geoff Ogilvy,63,18,25
152,T149,T149,Sam Saunders,69,18,26
153,T154,T154,Robert Allenby,51,17,26
154,T154,T154,Scott Brown,88,17,27
155,T154,T154,Luke Guthrie,57,17,18
156,T154,T154,Anirban Lahiri,72,17,23
157,T154,T154,Phil Mickelson,75,17,21
158,T154,T154,Ryan Moore,86,17,20
159,T154,T154,Vaughn Taylor,72,17,25
160,T154,T154,Tim Wilkinson,72,17,22
161,T162,T162,Abraham Ancer,51,16,19
162,T162,T162,Daniel Berger,92,16,19
163,T162,T162,Rickie Fowler,80,16,19
164,T162,T162,Jim Furyk,52,16,18
165,T162,T162,Shane Lowry,57,16,20
166,T162,T162,Hunter Mahan,61,16,20
167,T162,T162,Bryce Molder,80,16,24
168,T162,T162,Martin Piller,59,16,19
169,T162,T162,Wes Roach,59,16,17
170,T171,T171,Alex Cejka,71,15,18
171,T171,T171,Luke Donald,81,15,20
172,T171,T171,Branden Grace,63,15,19
173,T171,T171,Louis Oosthuizen,63,15,20
174,T171,T171,Brendon Todd,66,15,20
175,T176,T176,Jason Day,76,14,18
176,T176,T176,Sergio Garcia,54,14,18
177,T176,T176,Kelly Kraft,63,14,19
178,T179,T179,D.H. Lee,61,13,19
179,T179,T179,Rod Pampling,54,13,14
180,181,181,Retief Goosen,55,12,12
181,182,182,Jordan Spieth,80,11,17
182,183,183,Steve Stricker,53,10,13
183,184,184,Erik Compton,65,7,16
184,185,185,Andrew Landry,53,6,8
