,3-Putt_Avoidance_-_Inside_5_RANK THIS WEEK,3-Putt_Avoidance_-_Inside_5_RANK LAST WEEK,3-Putt_Avoidance_-_Inside_5_PLAYER NAME,3-Putt_Avoidance_-_Inside_5_ROUNDS,3-Putt_Avoidance_-_Inside_5_%,3-Putt_Avoidance_-_Inside_5_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Inside_5_ATTEMPTS,3-Putt_Avoidance_-_Inside_5_2 PUTT OR BETTER %
0,T1,T1,Thomas Aiken,70,0.0,,164,100.0
1,T1,T1,Abraham Ancer,51,0.0,,137,100.0
2,T1,T1,Stuart Appleby,71,0.0,,302,100.0
3,T1,T1,Aaron Baddeley,93,0.0,,313,100.0
4,T1,T1,Ricky Barnes,97,0.0,,329,100.0
5,T1,T1,Daniel Berger,92,0.0,,257,100.0
6,T1,T1,Zac Blair,99,0.0,,333,100.0
7,T1,T1,Jonas Blixt,79,0.0,,287,100.0
8,T1,T1,Jason Bohn,67,0.0,,235,100.0
9,T1,T1,Steven Bowditch,71,0.0,,223,100.0
10,T1,T1,Keegan Bradley,82,0.0,,250,100.0
11,T1,T1,Scott Brown,88,0.0,,269,100.0
12,T1,T1,Bronson Burgoon,83,0.0,,246,100.0
13,T1,T1,Chad Campbell,90,0.0,,315,100.0
14,T1,T1,Roberto Castro,97,0.0,,322,100.0
15,T1,T1,Alex Cejka,71,0.0,,200,100.0
16,T1,T1,Kevin Chappell,93,0.0,,306,100.0
17,T1,T1,Stewart Cink,61,0.0,,167,100.0
18,T1,T1,Chad Collins,73,0.0,,261,100.0
19,T1,T1,Erik Compton,65,0.0,,217,100.0
20,T1,T1,Ben Crane,80,0.0,,250,100.0
21,T1,T1,Jon Curran,99,0.0,,347,100.0
22,T1,T1,Jason Day,76,0.0,,208,100.0
23,T1,T1,Brendon de Jonge,83,0.0,,225,100.0
24,T1,T1,Graham DeLaet,70,0.0,,217,100.0
25,T1,T1,Luke Donald,81,0.0,,245,100.0
26,T1,T1,Jason Dufner,105,0.0,,274,100.0
27,T1,T1,Ken Duke,58,0.0,,215,100.0
28,T1,T1,Ernie Els,66,0.0,,217,100.0
29,T1,T1,Derek Fathauer,94,0.0,,328,100.0
30,T1,T1,Tony Finau,95,0.0,,296,100.0
31,T1,T1,Rickie Fowler,80,0.0,,249,100.0
32,T1,T1,Jim Furyk,52,0.0,,148,100.0
33,T1,T1,Sergio Garcia,54,0.0,,107,100.0
34,T1,T1,Robert Garrigus,69,0.0,,191,100.0
35,T1,T1,Rhein Gibson,58,0.0,,170,100.0
36,T1,T1,Lucas Glover,75,0.0,,244,100.0
37,T1,T1,Andres Gonzales,80,0.0,,224,100.0
38,T1,T1,Retief Goosen,55,0.0,,213,100.0
39,T1,T1,Jason Gore,78,0.0,,229,100.0
40,T1,T1,Branden Grace,63,0.0,,178,100.0
41,T1,T1,Emiliano Grillo,93,0.0,,240,100.0
42,T1,T1,Luke Guthrie,57,0.0,,192,100.0
43,T1,T1,Bill Haas,86,0.0,,231,100.0
44,T1,T1,Chesson Hadley,81,0.0,,247,100.0
45,T1,T1,Adam Hadwin,93,0.0,,323,100.0
46,T1,T1,James Hahn,85,0.0,,258,100.0
47,T1,T1,Brian Harman,104,0.0,,363,100.0
48,T1,T1,Padraig Harrington,54,0.0,,198,100.0
49,T1,T1,Russell Henley,76,0.0,,227,100.0
50,T1,T1,J.J. Henry,68,0.0,,191,100.0
51,T1,T1,Jim Herman,93,0.0,,281,100.0
52,T1,T1,Tom Hoge,81,0.0,,258,100.0
53,T1,T1,J.B. Holmes,77,0.0,,245,100.0
54,T1,T1,Billy Horschel,73,0.0,,220,100.0
55,T1,T1,Charles Howell III,91,0.0,,304,100.0
56,T1,T1,Mark Hubbard,101,0.0,,318,100.0
57,T1,T1,Hiroshi Iwata,85,0.0,,273,100.0
58,T1,T1,Freddie Jacobson,86,0.0,,274,100.0
59,T1,T1,Zach Johnson,90,0.0,,278,100.0
60,T1,T1,Matt Jones,83,0.0,,261,100.0
61,T1,T1,Smylie Kaufman,91,0.0,,259,100.0
62,T1,T1,Jerry Kelly,76,0.0,,229,100.0
63,T1,T1,Whee Kim,82,0.0,,247,100.0
64,T1,T1,Si Woo Kim,113,0.0,,429,100.0
65,T1,T1,Michael Kim,100,0.0,,337,100.0
66,T1,T1,Kevin Kisner,97,0.0,,269,100.0
67,T1,T1,Patton Kizzire,93,0.0,,284,100.0
68,T1,T1,Colt Knost,90,0.0,,284,100.0
69,T1,T1,Russell Knox,92,0.0,,245,100.0
70,T1,T1,Brooks Koepka,75,0.0,,208,100.0
71,T1,T1,Jason Kokrak,89,0.0,,263,100.0
72,T1,T1,Kelly Kraft,63,0.0,,172,100.0
73,T1,T1,Matt Kuchar,100,0.0,,309,100.0
74,T1,T1,Anirban Lahiri,72,0.0,,190,100.0
75,T1,T1,Martin Laird,82,0.0,,277,100.0
76,T1,T1,Andrew Landry,53,0.0,,122,100.0
77,T1,T1,Scott Langley,65,0.0,,221,100.0
78,T1,T1,D.H. Lee,61,0.0,,186,100.0
79,T1,T1,Marc Leishman,89,0.0,,236,100.0
80,T1,T1,Spencer Levin,104,0.0,,335,100.0
81,T1,T1,David Lingmerth,84,0.0,,239,100.0
82,T1,T1,Luke List,79,0.0,,307,100.0
83,T1,T1,Andrew Loupe,75,0.0,,269,100.0
84,T1,T1,Jamie Lovemark,91,0.0,,311,100.0
85,T1,T1,Shane Lowry,57,0.0,,139,100.0
86,T1,T1,Hunter Mahan,61,0.0,,186,100.0
87,T1,T1,Peter Malnati,85,0.0,,294,100.0
88,T1,T1,Ben Martin,92,0.0,,287,100.0
89,T1,T1,Hideki Matsuyama,76,0.0,,234,100.0
90,T1,T1,Graeme McDowell,63,0.0,,166,100.0
91,T1,T1,Rory McIlroy,69,0.0,,199,100.0
92,T1,T1,George McNeill,51,0.0,,189,100.0
93,T1,T1,Troy Merritt,77,0.0,,245,100.0
94,T1,T1,Phil Mickelson,75,0.0,,247,100.0
95,T1,T1,Bryce Molder,80,0.0,,290,100.0
96,T1,T1,Ryan Moore,86,0.0,,268,100.0
97,T1,T1,Kevin Na,96,0.0,,247,100.0
98,T1,T1,Seung-Yul Noh,85,0.0,,271,100.0
99,T1,T1,Sean O'Hair,89,0.0,,312,100.0
100,T1,T1,Geoff Ogilvy,63,0.0,,203,100.0
101,T1,T1,Louis Oosthuizen,63,0.0,,150,100.0
102,T1,T1,Carlos Ortiz,79,0.0,,227,100.0
103,T1,T1,Rod Pampling,54,0.0,,161,100.0
104,T1,T1,Scott Piercy,87,0.0,,246,100.0
105,T1,T1,Martin Piller,59,0.0,,170,100.0
106,T1,T1,Scott Pinckney,87,0.0,,219,100.0
107,T1,T1,Chez Reavie,90,0.0,,304,100.0
108,T1,T1,Patrick Reed,105,0.0,,329,100.0
109,T1,T1,Kyle Reifers,115,0.0,,339,100.0
110,T1,T1,Wes Roach,59,0.0,,169,100.0
111,T1,T1,Patrick Rodgers,89,0.0,,253,100.0
112,T1,T1,Justin Rose,65,0.0,,203,100.0
113,T1,T1,Rory Sabbatini,57,0.0,,152,100.0
114,T1,T1,Charl Schwartzel,73,0.0,,220,100.0
115,T1,T1,John Senden,88,0.0,,265,100.0
