,Putting_from_-__25_RANK THIS WEEK,Putting_from_-__25_RANK LAST WEEK,Putting_from_-__25_PLAYER NAME,Putting_from_-__25_ROUNDS,Putting_from_-__25_% MADE,Putting_from_-__25_ATTEMPTS,Putting_from_-__25_PUTTS MADE
81,82,82,Peter Malnati,85,5.37,298,16
82,T83,T83,Roberto Castro,97,5.35,374,20
83,T83,T83,Adam Hadwin,93,5.35,374,20
84,85,85,Brian Stuard,66,5.34,262,14
85,T86,T86,Mark Hubbard,101,5.33,338,18
86,T86,T86,Jeff Overton,69,5.33,244,13
87,T88,T88,Fabián Gómez,82,5.3,321,17
88,T88,T88,Kyle Stanley,92,5.3,321,17
89,T90,T90,Morgan Hoffmann,71,5.28,265,14
90,T90,T90,Scott Langley,65,5.28,246,13
91,T90,T90,Bryce Molder,80,5.28,246,13
92,T90,T90,Vijay Singh,72,5.28,265,14
93,94,94,David Lingmerth,84,5.22,230,12
94,95,95,Chris Stroud,82,5.15,272,14
95,96,96,Robert Allenby,51,5.14,175,9
96,97,97,Thomas Aiken,70,5.11,235,12
97,98,98,Chad Campbell,90,5.1,353,18
98,99,99,Cameron Smith,73,5.09,216,11
99,100,100,James Hahn,85,5.06,316,16
100,T101,T101,Paul Casey,77,5.04,278,14
101,T101,T101,Graham DeLaet,70,5.04,258,13
102,T103,T103,Alex Cejka,71,5.03,199,10
103,T103,T103,Martin Piller,59,5.03,199,10
104,T105,T105,Scott Piercy,87,5.02,279,14
105,T105,T105,Vaughn Taylor,72,5.02,259,13
106,T107,T107,Tony Finau,95,5.0,360,18
107,T107,T107,Andres Gonzales,80,5.0,300,15
108,109,109,Blayne Barber,84,4.99,341,17
109,110,110,Nick Taylor,83,4.98,281,14
110,T111,T111,Padraig Harrington,54,4.97,181,9
111,T111,T111,J.J. Henry,68,4.97,322,16
112,113,113,Phil Mickelson,75,4.94,243,12
113,114,114,Andrew Landry,53,4.92,122,6
114,T115,T115,Andrew Loupe,75,4.9,286,14
115,T115,T115,Louis Oosthuizen,63,4.9,204,10
116,117,117,Jim Furyk,52,4.85,206,10
117,T118,T118,Ben Crane,80,4.83,269,13
118,T118,T118,Retief Goosen,55,4.83,207,10
119,120,120,Jonas Blixt,79,4.81,270,13
120,T121,T121,Patton Kizzire,93,4.76,357,17
121,T121,T121,Justin Rose,65,4.76,210,10
122,123,123,Spencer Levin,104,4.75,379,18
123,124,124,Martin Laird,82,4.7,362,17
124,125,125,Jamie Lovemark,91,4.67,364,17
125,126,126,Tyler Aldridge,83,4.64,280,13
126,127,127,Harold Varner III,92,4.62,368,17
127,128,128,D.H. Lee,61,4.57,175,8
128,129,129,Carlos Ortiz,79,4.47,246,11
129,130,130,Henrik Norlander,71,4.46,224,10
130,131,131,Sean O'Hair,89,4.45,382,17
131,132,132,Dustin Johnson,87,4.44,225,10
132,133,133,Ryan Palmer,86,4.43,316,14
133,134,134,Branden Grace,63,4.42,181,8
134,135,135,Dawie van der Walt,72,4.38,251,11
135,136,136,Marc Leishman,89,4.35,276,12
136,137,137,Lucas Glover,75,4.3,302,13
137,138,138,Sergio Garcia,54,4.29,140,6
138,139,139,Rhein Gibson,58,4.25,212,9
139,T140,T140,Chesson Hadley,81,4.23,260,11
140,T140,T140,Jerry Kelly,76,4.23,284,12
141,T140,T140,Justin Thomas,99,4.23,307,13
142,143,143,Luke Donald,81,4.22,237,10
143,T144,T144,Derek Ernst,59,4.19,167,7
144,T144,T144,Hunter Mahan,61,4.19,215,9
145,T146,T146,John Huh,86,4.18,335,14
146,T146,T146,Shawn Stefani,91,4.18,335,14
147,148,148,Gary Woodland,95,4.16,361,15
148,149,149,Erik Compton,65,4.12,194,8
149,150,150,Patrick Rodgers,89,4.03,347,14
150,151,151,Sung Kang,89,3.99,351,14
151,152,152,Jon Curran,99,3.98,352,14
152,153,153,Seung-Yul Noh,85,3.95,304,12
153,154,154,Steve Marino,72,3.94,254,10
154,155,155,Chad Collins,73,3.92,255,10
155,T156,T156,Kevin Chappell,93,3.87,336,13
156,T156,T156,Brian Harman,104,3.87,388,15
157,T158,T158,Whee Kim,82,3.85,286,11
158,T158,T158,David Toms,62,3.85,234,9
159,160,160,Brendan Steele,88,3.79,317,12
160,T161,T161,Scott Brown,88,3.78,291,11
161,T161,T161,Bronson Burgoon,83,3.78,291,11
162,T161,T161,Russell Knox,92,3.78,291,11
163,164,164,Cameron Tringale,81,3.69,298,11
164,165,165,Abraham Ancer,51,3.68,163,6
165,166,166,Webb Simpson,70,3.66,246,9
166,167,167,Rickie Fowler,80,3.65,301,11
167,168,168,Chris Kirk,90,3.64,302,11
168,169,169,Brandt Snedeker,93,3.58,335,12
169,170,170,Troy Merritt,77,3.5,257,9
170,171,171,Greg Owen,85,3.44,291,10
171,T172,T172,Tyrone Van Aswegen,105,3.38,355,12
172,T172,T172,Willy Wilcox,67,3.38,237,8
173,174,174,Charl Schwartzel,73,3.28,244,8
174,175,175,Hideki Matsuyama,76,3.26,215,7
175,176,176,Brendon de Jonge,83,3.23,310,10
176,177,177,Keegan Bradley,82,3.03,264,8
177,178,178,Kelly Kraft,63,2.78,180,5
178,179,179,Bill Haas,86,2.56,313,8
179,180,180,Geoff Ogilvy,63,2.43,206,5
180,181,181,Stewart Cink,61,2.41,249,6
181,182,182,Jason Bohn,67,2.23,224,5
182,183,183,Scott Stallings,74,2.18,229,5
183,184,184,Anirban Lahiri,72,1.6,187,3
184,185,185,Graeme McDowell,63,1.58,190,3
