,Putting_from_4-8_RANK THIS WEEK,Putting_from_4-8_RANK LAST WEEK,Putting_from_4-8_PLAYER NAME,Putting_from_4-8_ROUNDS,Putting_from_4-8_% MADE,Putting_from_4-8_ATTEMPTS,Putting_from_4-8_PUTTS MADE
0,1,1,Aaron Baddeley,93,76.74,288,221
1,2,2,Kevin Kisner,97,76.66,287,220
2,3,3,Jimmy Walker,85,76.14,306,233
3,4,4,Brendon Todd,66,75.83,240,182
4,5,5,Troy Merritt,77,75.58,303,229
5,6,6,Phil Mickelson,75,75.57,262,198
6,7,7,Martin Piller,59,75.14,181,136
7,8,8,Harris English,97,75.0,308,231
8,9,9,Russell Henley,76,74.92,295,221
9,T10,T10,Jon Curran,99,74.66,363,271
10,T10,T10,Colt Knost,90,74.66,296,221
11,12,12,Ryan Moore,86,74.62,260,194
12,13,13,Peter Malnati,85,74.58,299,223
13,14,14,Andrew Landry,53,74.44,133,99
14,15,15,Jonas Blixt,79,74.3,284,211
15,16,16,Freddie Jacobson,86,73.99,273,202
16,17,17,Gary Woodland,95,73.97,292,216
17,18,18,David Lingmerth,84,73.95,261,193
18,19,19,Thomas Aiken,70,73.89,180,133
19,20,20,Stuart Appleby,71,73.78,286,211
20,T21,T21,Kelly Kraft,63,73.68,190,140
21,T21,T21,Daniel Summerhays,99,73.68,304,224
22,23,23,Mark Hubbard,101,73.59,337,248
23,24,24,Billy Hurley III,66,73.42,237,174
24,25,25,Camilo Villegas,83,73.36,289,212
25,26,26,Anirban Lahiri,72,73.3,221,162
26,27,27,D.H. Lee,61,73.2,194,142
27,28,28,Jason Day,76,73.17,246,180
28,29,29,Martin Laird,82,73.09,275,201
29,30,30,Daniel Berger,92,72.95,292,213
30,31,31,Steve Wheatcroft,85,72.76,323,235
31,32,32,Brian Harman,104,72.65,362,263
32,33,33,Bryce Molder,80,72.33,253,183
33,34,34,Whee Kim,82,72.3,278,201
34,35,35,Marc Leishman,89,72.16,273,197
35,36,36,Jordan Spieth,80,72.0,225,162
36,T37,T37,Branden Grace,63,71.75,177,127
37,T37,T37,John Senden,88,71.75,308,221
38,39,39,Zach Johnson,90,71.74,276,198
39,40,40,Ricky Barnes,97,71.62,303,217
40,41,41,Adam Hadwin,93,71.61,391,280
41,42,42,Zac Blair,99,71.55,355,254
42,43,43,Charles Howell III,91,71.53,295,211
43,44,44,Sung Kang,89,71.47,340,243
44,T45,T45,Erik Compton,65,71.43,231,165
45,T45,T45,Andrew Loupe,75,71.43,301,215
46,47,47,Michael Kim,100,71.39,339,242
47,48,48,Rickie Fowler,80,71.37,248,177
48,49,49,Matt Kuchar,100,71.34,314,224
49,50,50,Ben Crane,80,71.27,268,191
50,51,51,Dawie van der Walt,72,71.17,222,158
51,52,52,Sean O'Hair,89,71.06,387,275
52,53,53,Hudson Swafford,104,71.0,369,262
53,54,54,Dustin Johnson,87,70.92,282,200
54,55,55,Jhonattan Vegas,97,70.83,336,238
55,56,56,Tyrone Van Aswegen,105,70.81,394,279
56,57,57,Scott Stallings,74,70.79,267,189
57,58,58,Padraig Harrington,54,70.77,195,138
58,59,59,Hiroshi Iwata,85,70.71,297,210
59,60,60,David Hearn,95,70.69,331,234
60,61,61,Stewart Cink,61,70.65,184,130
61,62,62,Retief Goosen,55,70.48,210,148
62,63,63,Brandt Snedeker,93,70.45,308,217
63,64,64,John Huh,86,70.37,324,228
64,65,65,Tony Finau,95,70.31,320,225
65,66,66,Roberto Castro,97,70.16,372,261
66,67,67,Patton Kizzire,93,70.13,318,223
67,68,68,Hunter Mahan,61,70.09,224,157
68,69,69,Jamie Lovemark,91,69.97,363,254
69,70,70,Cameron Smith,73,69.9,196,137
70,71,71,Scott Brown,88,69.89,279,195
71,T72,T72,Morgan Hoffmann,71,69.88,249,174
72,T72,T72,Chris Kirk,90,69.88,322,225
73,74,74,Brian Stuard,66,69.8,255,178
74,75,75,Geoff Ogilvy,63,69.79,192,134
75,76,76,Steve Stricker,53,69.78,182,127
76,77,77,Willy Wilcox,67,69.66,267,186
77,78,78,Scott Pinckney,87,69.63,270,188
78,T79,T79,Jason Gore,78,69.62,237,165
79,T79,T79,Emiliano Grillo,93,69.62,293,204
80,81,81,Louis Oosthuizen,63,69.57,184,128
81,T82,T82,Billy Horschel,73,69.47,262,182
82,T82,T82,Kyle Reifers,115,69.47,380,264
83,T84,T84,Jason Kokrak,89,69.28,306,212
84,T84,T84,Cameron Tringale,81,69.28,319,221
85,86,86,Ángel Cabrera,62,69.19,198,137
86,87,87,Spencer Levin,104,69.16,334,231
87,88,88,Brett Stegmaier,87,69.09,330,228
88,89,89,Derek Fathauer,94,69.07,291,201
89,90,90,Steve Marino,72,69.06,265,183
90,91,91,J.B. Holmes,77,68.91,267,184
91,T92,T92,Ben Martin,92,68.88,331,228
92,T92,T92,William McGirt,98,68.88,331,228
93,94,94,Fabián Gómez,82,68.87,318,219
94,T95,T95,Derek Ernst,59,68.85,183,126
95,T95,T95,Johnson Wagner,86,68.85,305,210
96,97,97,Brooks Koepka,75,68.82,279,192
97,98,98,Jim Furyk,52,68.71,147,101
98,99,99,Seung-Yul Noh,85,68.66,284,195
99,100,100,Ernie Els,66,68.5,254,174
100,101,101,Brendon de Jonge,83,68.48,257,176
101,T102,T102,Jason Bohn,67,68.44,263,180
102,T102,T102,Tom Hoge,81,68.44,263,180
103,T104,T104,K.J. Choi,73,68.32,262,179
104,T104,T104,Russell Knox,92,68.32,262,179
105,106,106,Mark Wilson,66,68.29,205,140
106,107,107,Blayne Barber,84,68.2,305,208
107,108,108,Ryan Palmer,86,68.18,330,225
108,109,109,David Toms,62,68.12,229,156
109,110,110,Danny Lee,93,68.11,301,205
110,111,111,Alex Cejka,71,68.04,194,132
111,112,112,Steven Bowditch,71,68.02,247,168
112,113,113,Bronson Burgoon,83,67.91,268,182
113,114,114,Will MacKenzie,84,67.71,288,195
114,115,115,Chad Collins,73,67.61,284,192
115,116,116,Chesson Hadley,81,67.45,298,201
116,T117,T117,Tyler Aldridge,83,67.38,282,190
117,T117,T117,Patrick Reed,105,67.38,282,190
118,T119,T119,Luke Guthrie,57,67.33,202,136
119,T119,T119,Dicky Pride,55,67.33,202,136
120,121,121,Sam Saunders,69,67.26,226,152
121,122,122,Brendan Steele,88,67.24,290,195
122,123,123,Patrick Rodgers,89,67.21,305,205
123,124,124,Shane Lowry,57,67.13,143,96
124,T125,T125,Kevin Chappell,93,67.08,322,216
125,T125,T125,Kyle Stanley,92,67.08,322,216
126,127,127,Nick Taylor,83,67.01,294,197
127,128,128,Justin Thomas,99,66.88,314,210
128,129,129,Rhein Gibson,58,66.84,193,129
129,130,130,Smylie Kaufman,91,66.77,310,207
130,T131,T131,Paul Casey,77,66.67,201,134
131,T131,T131,Sergio Garcia,54,66.67,135,90
132,T131,T131,Jeff Overton,69,66.67,264,176
133,T131,T131,Chez Reavie,90,66.67,327,218
134,T131,T131,Wes Roach,59,66.67,186,124
135,T131,T131,Adam Scott,79,66.67,213,142
136,137,137,Chris Stroud,82,66.54,272,181
137,138,138,Luke List,79,66.41,262,174
138,139,139,Jerry Kelly,76,66.4,247,164
139,140,140,Kevin Streelman,82,66.39,241,160
140,141,141,Luke Donald,81,66.38,235,156
141,142,142,Graeme McDowell,63,66.33,199,132
142,143,143,Jason Dufner,105,66.19,349,231
143,144,144,Si Woo Kim,113,66.1,413,273
144,145,145,Graham DeLaet,70,66.09,230,152
145,146,146,Vijay Singh,72,66.05,271,179
146,147,147,Rory McIlroy,69,66.04,212,140
147,148,148,Hideki Matsuyama,76,66.0,250,165
148,149,149,Jim Herman,93,65.85,284,187
149,150,150,Harold Varner III,92,65.8,345,227
150,151,151,Andres Gonzales,80,65.75,254,167
151,152,152,Lucas Glover,75,65.69,274,180
152,153,153,Henrik Norlander,71,65.67,201,132
153,154,154,Robert Garrigus,69,65.65,230,151
154,155,155,Scott Langley,65,65.64,195,128
155,156,156,Bill Haas,86,65.43,269,176
156,157,157,J.J. Henry,68,65.09,232,151
157,158,158,Rob Oppenheim,67,65.04,226,147
158,159,159,Robert Allenby,51,65.03,183,119
159,160,160,Francesco Molinari,64,65.02,223,145
