,Putting_from_5-10_RANK THIS WEEK,Putting_from_5-10_RANK LAST WEEK,Putting_from_5-10_PLAYER NAME,Putting_from_5-10_ROUNDS,Putting_from_5-10_%,Putting_from_5-10_ATTEMPTS,Putting_from_5-10_PUTTS MADE
122,123,123,Scott Stallings,74,55.11,274,151
123,124,124,Luke Guthrie,57,55.08,187,103
124,125,125,J.J. Henry,68,55.0,220,121
125,126,126,Jeff Overton,69,54.98,251,138
126,T127,T127,Robert Garrigus,69,54.92,244,134
127,T127,T127,Charley Hoffman,91,54.92,315,173
128,129,129,Louis Oosthuizen,63,54.91,173,95
129,130,130,Shawn Stefani,91,54.9,306,168
130,131,131,Hideki Matsuyama,76,54.84,248,136
131,132,132,John Senden,88,54.78,314,172
132,133,133,Paul Casey,77,54.77,199,109
133,134,134,Lucas Glover,75,54.72,265,145
134,135,135,Chez Reavie,90,54.61,304,166
135,T136,T136,Jason Dufner,105,54.46,336,183
136,T136,T136,Scott Langley,65,54.46,213,116
137,138,138,Bill Haas,86,54.41,272,148
138,139,139,Carlos Ortiz,79,54.32,278,151
139,140,140,Stewart Cink,61,54.26,188,102
140,141,141,Smylie Kaufman,91,54.15,301,163
141,142,142,Abraham Ancer,51,53.98,176,95
142,143,143,Bronson Burgoon,83,53.9,269,145
143,144,144,Johnson Wagner,86,53.74,294,158
144,145,145,Dawie van der Walt,72,53.71,229,123
145,146,146,Vijay Singh,72,53.61,263,141
146,T147,T147,Henrik Norlander,71,53.6,222,119
147,T147,T147,Chris Stroud,82,53.6,278,149
148,149,149,Andres Gonzales,80,53.58,265,142
149,150,150,Rob Oppenheim,67,53.54,226,121
150,151,151,Webb Simpson,70,53.5,243,130
151,152,152,Jim Furyk,52,53.49,172,92
152,153,153,Chesson Hadley,81,53.47,288,154
153,154,154,Kevin Na,96,52.79,305,161
154,155,155,Justin Rose,65,52.63,209,110
155,156,156,Padraig Harrington,54,52.6,192,101
156,157,157,Graham DeLaet,70,52.54,236,124
157,158,158,Tim Wilkinson,72,52.53,217,114
158,159,159,Chad Campbell,90,52.45,326,171
159,160,160,Jim Herman,93,52.36,275,144
160,161,161,Luke List,79,52.28,241,126
161,162,162,Ángel Cabrera,62,52.26,199,104
162,163,163,Ken Duke,58,52.15,209,109
163,164,164,Nick Taylor,83,51.89,264,137
164,165,165,Keegan Bradley,82,51.6,250,129
165,166,166,Will MacKenzie,84,51.26,277,142
166,167,167,James Hahn,85,51.19,293,150
167,168,168,Rory McIlroy,69,51.01,198,101
168,T169,T169,Matt Jones,83,50.63,239,121
169,T169,T169,Kyle Stanley,92,50.63,320,162
170,171,171,Derek Ernst,59,50.26,189,95
171,172,172,Robert Streb,87,50.19,257,129
172,173,173,Kevin Streelman,82,50.0,250,125
173,174,174,Charl Schwartzel,73,49.79,237,118
174,175,175,Robert Allenby,51,49.69,159,79
175,176,176,Francesco Molinari,64,49.13,230,113
176,177,177,Vaughn Taylor,72,48.33,300,145
177,178,178,D.A. Points,55,48.1,158,76
178,179,179,Rory Sabbatini,57,48.04,179,86
179,180,180,George McNeill,51,48.02,202,97
180,181,181,Boo Weekley,83,47.12,295,139
181,182,182,Bubba Watson,72,46.08,217,100
182,183,183,Michael Thompson,71,45.13,195,88
183,184,184,Rod Pampling,54,42.95,149,64
184,185,185,Greg Owen,85,42.81,299,128
