,Putting_from_5-10_RANK THIS WEEK,Putting_from_5-10_RANK LAST WEEK,Putting_from_5-10_PLAYER NAME,Putting_from_5-10_ROUNDS,Putting_from_5-10_%,Putting_from_5-10_ATTEMPTS,Putting_from_5-10_PUTTS MADE
0,1,1,Aaron Baddeley,93,66.78,298,199
1,2,2,Andrew Landry,53,66.19,139,92
2,3,3,Kevin Kisner,97,65.77,298,196
3,4,4,Phil Mickelson,75,64.68,252,163
4,5,5,Billy Hurley III,66,63.6,239,152
5,6,6,Freddie Jacobson,86,63.1,290,183
6,7,7,Wes Roach,59,63.05,203,128
7,8,8,Jason Day,76,63.03,238,150
8,9,9,Ben Crane,80,62.9,283,178
9,10,10,Anirban Lahiri,72,62.5,216,135
10,11,11,Colt Knost,90,62.41,266,166
11,12,12,Martin Piller,59,62.23,188,117
12,13,13,Adam Hadwin,93,62.18,394,245
13,14,14,Jimmy Walker,85,61.84,304,188
14,15,15,Brooks Koepka,75,61.62,284,175
15,16,16,Brian Harman,104,61.46,384,236
16,17,17,Mark Hubbard,101,61.41,355,218
17,18,18,Troy Merritt,77,61.36,308,189
18,T19,T19,Russell Henley,76,61.22,294,180
19,T19,T19,Bryce Molder,80,61.22,263,161
20,21,21,Ben Martin,92,61.14,332,203
21,22,22,David Toms,62,60.89,225,137
22,23,23,Jon Curran,99,60.86,373,227
23,24,24,Brandt Snedeker,93,60.59,307,186
24,25,25,Tyrone Van Aswegen,105,60.45,397,240
25,26,26,Ryan Moore,86,60.4,250,151
26,27,27,Sung Kang,89,60.31,320,193
27,28,28,Mark Wilson,66,60.28,214,129
28,29,29,Daniel Summerhays,99,60.19,324,195
29,30,30,Steve Wheatcroft,85,59.94,322,193
30,31,31,Chad Collins,73,59.93,267,160
31,32,32,Steven Bowditch,71,59.85,264,158
32,33,33,Patton Kizzire,93,59.74,308,184
33,34,34,Erik Compton,65,59.71,206,123
34,35,35,Thomas Aiken,70,59.7,201,120
35,36,36,Steve Marino,72,59.61,255,152
36,37,37,Brendon Todd,66,59.58,240,143
37,38,38,Billy Horschel,73,59.57,235,140
38,39,39,Fabián Gómez,82,59.46,333,198
39,40,40,Morgan Hoffmann,71,59.45,254,151
40,41,41,Chris Kirk,90,59.42,308,183
41,42,42,William McGirt,98,59.38,325,193
42,T43,T43,Zac Blair,99,59.12,340,201
43,T43,T43,Rhein Gibson,58,59.12,181,107
44,45,45,Alex Cejka,71,59.11,203,120
45,46,46,Jonas Blixt,79,58.97,290,171
46,47,47,Hiroshi Iwata,85,58.92,297,175
47,48,48,Whee Kim,82,58.91,275,162
48,49,49,Dustin Johnson,87,58.87,282,166
49,50,50,Matt Kuchar,100,58.82,306,180
50,51,51,Steve Stricker,53,58.79,182,107
51,52,52,Marc Leishman,89,58.76,291,171
52,53,53,Emiliano Grillo,93,58.7,293,172
53,54,54,Kevin Chappell,93,58.65,312,183
54,55,55,Stuart Appleby,71,58.64,295,173
55,56,56,Patrick Rodgers,89,58.47,301,176
56,57,57,Zach Johnson,90,58.42,279,163
57,58,58,Jhonattan Vegas,97,58.33,360,210
58,59,59,Hunter Mahan,61,58.3,223,130
59,60,60,Derek Fathauer,94,58.25,285,166
60,61,61,Brendon de Jonge,83,58.21,268,156
61,62,62,Hudson Swafford,104,58.2,378,220
62,T63,T63,Kelly Kraft,63,58.19,177,103
63,T63,T63,Seung-Yul Noh,85,58.19,287,167
64,65,65,David Hearn,95,58.15,325,189
65,66,66,Cameron Smith,73,58.1,210,122
66,67,67,Rickie Fowler,80,58.06,248,144
67,68,68,Retief Goosen,55,58.0,200,116
68,69,69,Peter Malnati,85,57.99,319,185
69,70,70,Sean O'Hair,89,57.89,380,220
70,71,71,Michael Kim,100,57.81,365,211
71,72,72,Charles Howell III,91,57.69,286,165
72,73,73,Cameron Tringale,81,57.66,333,192
73,74,74,Andrew Loupe,75,57.58,297,171
74,75,75,Danny Lee,93,57.56,311,179
75,76,76,Brett Stegmaier,87,57.41,317,182
76,77,77,Ryan Palmer,86,57.36,326,187
77,78,78,Ricky Barnes,97,57.32,328,188
78,79,79,Willy Wilcox,67,57.31,253,145
79,80,80,Justin Thomas,99,57.28,316,181
80,T81,T81,Blayne Barber,84,57.14,336,192
81,T81,T81,Patrick Reed,105,57.14,301,172
82,83,83,Harris English,97,57.1,303,173
83,84,84,David Lingmerth,84,57.03,249,142
84,T85,T85,Jamie Lovemark,91,57.0,393,224
85,T85,T85,Graeme McDowell,63,57.0,207,118
86,87,87,Tyler Aldridge,83,56.9,290,165
87,88,88,Jason Gore,78,56.86,255,145
88,89,89,Camilo Villegas,83,56.83,271,154
89,90,90,Sergio Garcia,54,56.82,132,75
90,91,91,Adam Scott,79,56.81,213,121
91,92,92,Harold Varner III,92,56.8,338,192
92,93,93,John Huh,86,56.75,326,185
93,94,94,Luke Donald,81,56.65,233,132
94,95,95,Scott Pinckney,87,56.64,286,162
95,96,96,J.B. Holmes,77,56.58,281,159
96,97,97,D.H. Lee,61,56.54,191,108
97,98,98,Martin Laird,82,56.52,276,156
98,99,99,Jason Kokrak,89,56.51,315,178
99,100,100,Russell Knox,92,56.47,278,157
100,101,101,Brian Stuard,66,56.43,241,136
101,102,102,Daniel Berger,92,56.35,307,173
102,103,103,Scott Brown,88,56.32,277,156
103,104,104,Brendan Steele,88,56.29,318,179
104,105,105,Spencer Levin,104,56.25,320,180
105,T106,T106,Jason Bohn,67,56.22,249,140
106,T106,T106,Roberto Castro,97,56.22,386,217
107,108,108,Tony Finau,95,56.08,337,189
108,109,109,Sam Saunders,69,56.03,232,130
109,110,110,Gary Woodland,95,55.99,284,159
110,111,111,Branden Grace,63,55.87,179,100
111,112,112,Jerry Kelly,76,55.73,262,146
112,113,113,Geoff Ogilvy,63,55.72,201,112
113,114,114,Tom Hoge,81,55.71,289,161
114,115,115,Kyle Reifers,115,55.66,415,231
115,116,116,Shane Lowry,57,55.56,135,75
116,117,117,Si Woo Kim,113,55.5,418,232
117,T118,T118,Ernie Els,66,55.29,255,141
118,T118,T118,Scott Piercy,87,55.29,255,141
119,T118,T118,Dicky Pride,55,55.29,170,94
120,121,121,Jordan Spieth,80,55.2,221,122
121,122,122,K.J. Choi,73,55.16,281,155
