,Putting_from_8_RANK THIS WEEK,Putting_from_8_RANK LAST WEEK,Putting_from_8_PLAYER NAME,Putting_from_8_ROUNDS,Putting_from_8_% MADE,Putting_from_8_ATTEMPTS,Putting_from_8_PUTTS MADE
0,1,1,Anirban Lahiri,72,74.42,43,32
1,2,2,Roberto Castro,97,71.62,74,53
2,3,3,Jon Curran,99,70.13,77,54
3,4,4,Mark Hubbard,101,68.57,70,48
4,5,5,Ricky Barnes,97,67.74,62,42
5,6,6,Colt Knost,90,67.69,65,44
6,7,7,Brendon Todd,66,67.5,40,27
7,8,8,Luke List,79,67.44,43,29
8,9,9,Kevin Kisner,97,67.39,46,31
9,T10,T10,Aaron Baddeley,93,66.67,57,38
10,T10,T10,Ben Crane,80,66.67,54,36
11,T10,T10,Sergio Garcia,54,66.67,18,12
12,T10,T10,Branden Grace,63,66.67,24,16
13,T10,T10,Freddie Jacobson,86,66.67,45,30
14,15,15,Hudson Swafford,104,66.25,80,53
15,16,16,Tyler Aldridge,83,66.13,62,41
16,T17,T17,Zach Johnson,90,65.79,38,25
17,T17,T17,Ben Martin,92,65.79,76,50
18,19,19,Bryce Molder,80,65.22,46,30
19,20,20,Seung-Yul Noh,85,64.81,54,35
20,21,21,Jason Day,76,64.71,51,33
21,22,22,Zac Blair,99,63.79,58,37
22,23,23,Harold Varner III,92,63.77,69,44
23,24,24,Camilo Villegas,83,63.64,55,35
24,T25,T25,Erik Compton,65,63.16,38,24
25,T25,T25,Ryan Moore,86,63.16,38,24
26,T27,T27,Padraig Harrington,54,62.86,35,22
27,T27,T27,Steve Stricker,53,62.86,35,22
28,29,29,Tyrone Van Aswegen,105,62.69,67,42
29,30,30,Jonas Blixt,79,61.82,55,34
30,31,31,Brandt Snedeker,93,61.54,52,32
31,32,32,Retief Goosen,55,61.36,44,27
32,33,33,Hiroshi Iwata,85,61.22,49,30
33,34,34,Wes Roach,59,60.71,28,17
34,35,35,David Lingmerth,84,60.66,61,37
35,36,36,Robert Garrigus,69,60.53,38,23
36,37,37,Kyle Reifers,115,60.26,78,47
37,38,38,Chad Collins,73,59.62,52,31
38,39,39,David Toms,62,59.52,42,25
39,40,40,Adam Hadwin,93,59.46,74,44
40,41,41,William McGirt,98,59.38,64,38
41,T42,T42,Scott Pinckney,87,59.26,54,32
42,T42,T42,Jimmy Walker,85,59.26,54,32
43,44,44,Danny Lee,93,59.02,61,36
44,45,45,Emiliano Grillo,93,58.46,65,38
45,T46,T46,Daniel Berger,92,58.33,60,35
46,T46,T46,Scott Brown,88,58.33,48,28
47,T46,T46,Brooks Koepka,75,58.33,60,35
48,49,49,Charl Schwartzel,73,58.14,43,25
49,50,50,Fabián Gómez,82,58.06,62,36
50,51,51,Jason Gore,78,58.0,50,29
51,52,52,Rhein Gibson,58,57.89,38,22
52,53,53,Whee Kim,82,57.81,64,37
53,T54,T54,Billy Hurley III,66,57.78,45,26
54,T54,T54,Mark Wilson,66,57.78,45,26
55,T56,T56,Francesco Molinari,64,57.69,52,30
56,T56,T56,Cameron Smith,73,57.69,52,30
57,58,58,Thomas Aiken,70,57.58,33,19
58,59,59,Gary Woodland,95,57.41,54,31
59,60,60,David Hearn,95,57.35,68,39
60,61,61,Sean O'Hair,89,57.33,75,43
61,T62,T62,Abraham Ancer,51,57.14,35,20
62,T62,T62,Jason Bohn,67,57.14,42,24
63,T62,T62,Andrew Landry,53,57.14,21,12
64,T62,T62,Phil Mickelson,75,57.14,42,24
65,T62,T62,Tim Wilkinson,72,57.14,42,24
66,67,67,J.J. Henry,68,56.86,51,29
