,Driving_Pct._280-300_Measured_RANK THIS WEEK,Driving_Pct._280-300_Measured_RANK LAST WEEK,Driving_Pct._280-300_Measured_PLAYER NAME,Driving_Pct._280-300_Measured_ROUNDS,Driving_Pct._280-300_Measured_%,Driving_Pct._280-300_Measured_TOTAL DRIVES FOR 280-300,Driving_Pct._280-300_Measured_TOTAL DRVS - OVERALL,Driving_Pct._280-300_Measured_RELATIVE TO PAR
0,1,1,Brendon de Jonge,109,52.63,100,190,-0.11
1,T2,T2,Ian Poulter,57,50.0,42,84,-0.05
2,T2,T2,Nicholas Thompson,85,50.0,77,154,+0.01
3,4,4,John Rollins,84,49.34,75,152,-0.07
4,5,5,Matt Jones,83,49.3,70,142,+0.01
5,T6,T6,Jordan Spieth,102,48.78,80,164,-0.08
6,T6,T6,Chris Stroud,88,48.78,80,164,-0.25
7,8,8,Henrik Stenson,56,48.68,37,76,-0.32
8,9,9,Scott Brown,100,47.92,92,192,-0.18
9,10,10,Lee Westwood,57,47.73,42,88,-0.07
10,11,11,Jonathan Byrd,76,47.22,68,144,-0.22
11,12,12,Brandt Snedeker,89,47.18,67,142,-0.07
12,13,13,Chad Campbell,57,47.17,50,106,-0.18
13,T14,T14,Hunter Mahan,88,46.67,70,150,-0.11
14,T14,T14,John Peterson,62,46.67,56,120,-0.14
15,16,16,Boo Weekley,73,46.43,52,112,-0.13
16,17,17,Luke Guthrie,85,46.39,77,166,-0.17
17,18,18,Danny Lee,84,46.25,74,160,-0.09
18,19,19,Josh Teater,90,45.83,77,168,-0.12
19,20,20,Will MacKenzie,82,45.73,75,164,-0.03
20,21,21,Sangmoon Bae,76,45.71,64,140,-0.23
21,22,22,Jim Renner,61,45.61,52,114,-0.04
22,23,23,Ben Martin,80,45.39,69,152,-0.10
23,24,24,Jeff Overton,80,44.44,64,144,-0.14
24,25,25,George McNeill,79,44.16,68,154,-0.09
25,26,26,Sergio Garcia,61,43.75,35,80,-0.09
26,27,27,Ernie Els,85,43.65,55,126,-0.11
27,28,28,Trevor Immelman,84,43.59,68,156,-0.28
28,29,29,Ryan Moore,86,43.18,57,132,-0.25
29,30,30,James Hahn,82,43.13,69,160,-0.03
30,31,31,Johnson Wagner,69,43.08,56,130,+0.11
31,32,32,Brian Harman,111,42.99,92,214,-0.10
32,33,33,Bill Haas,107,42.94,73,170,-0.18
33,34,34,Billy Horschel,92,42.36,61,144,-0.03
34,35,35,Russell Henley,92,42.31,66,156,+0.06
35,36,36,Roberto Castro,76,42.19,54,128,-0.26
36,37,37,Matt Kuchar,91,42.11,64,152,-0.23
37,38,38,Erik Compton,88,42.07,69,164,-0.04
38,39,39,Chris Kirk,105,42.05,74,176,-0.22
39,40,40,David Lingmerth,80,41.67,60,144,-0.07
40,41,41,Rickie Fowler,91,41.54,54,130,-0.19
41,42,42,Bronson La'Cassie,51,41.49,39,94,-0.18
42,43,43,Tim Wilkinson,86,41.46,68,164,-0.15
43,44,44,Keegan Bradley,89,41.43,58,140,-0.12
44,45,45,Shawn Stefani,60,41.38,48,116,-0.06
45,46,46,Stewart Cink,91,41.33,62,150,-0.02
46,47,47,Jonas Blixt,64,41.3,38,92,-0.24
47,48,48,Zach Johnson,97,41.28,71,172,-0.18
48,49,49,D.A. Points,75,41.23,47,114,-0.19
49,50,50,Geoff Ogilvy,84,41.03,64,156,-0.09
50,51,51,Briny Baird,50,41.0,41,100,-0.07
51,52,52,Davis Love III,74,40.97,59,144,-0.03
52,53,53,Russell Knox,92,40.76,75,184,-0.21
53,54,54,Vijay Singh,83,40.51,64,158,+0.03
54,55,55,Jason Dufner,57,40.48,34,84,-0.21
55,56,56,Chesson Hadley,84,40.24,66,164,-0.03
56,57,57,J.J. Henry,91,40.23,70,174,-0.23
57,58,58,Kevin Tway,64,40.18,45,112,-0.02
58,59,59,James Driscoll,71,40.14,57,142,-0.25
59,T60,T60,Louis Oosthuizen,50,40.0,24,60,-0.13
60,T60,T60,Kevin Streelman,79,40.0,48,120,E
61,T60,T60,Cameron Tringale,111,40.0,84,210,-0.10
62,63,63,John Senden,99,39.89,71,178,-0.28
63,T64,T64,Tommy Gainey,73,39.86,55,138,-0.05
64,T64,T64,Richard Lee,80,39.86,59,148,-0.15
