,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL DISTANCE
31,T32,T32,Keegan Bradley,89,66.47,208432.8,313585
32,T32,T32,Bud Cauley,56,66.47,144693.3,217687
33,T32,T32,Carl Pettersson,91,66.47,268117.4,403371
34,35,35,Charl Schwartzel,64,66.39,170664.2,257079
35,36,36,Rickie Fowler,91,66.38,194401.7,292840
36,37,37,Lucas Glover,68,66.26,141811.4,214024
37,38,38,John Peterson,62,66.22,170822.0,257942
38,39,39,Tommy Gainey,73,66.2,186774.3,282144
39,40,40,Martin Kaymer,65,66.16,151989.6,229728
40,T41,T41,Ernie Els,85,66.12,194513.2,294198
41,T41,T41,Brendan Steele,89,66.12,214212.0,323962
42,43,43,Phil Mickelson,71,66.09,154147.9,233222
43,44,44,Derek Ernst,80,66.08,195882.6,296433
44,45,45,Kevin Chappell,100,66.06,265907.1,402523
45,T46,T46,Sergio Garcia,61,66.05,127754.9,193424
46,T46,T46,Russell Henley,92,66.05,235792.6,357016
47,T46,T46,Scott Stallings,77,66.05,194546.0,294539
48,49,49,Kevin Streelman,79,66.03,184599.9,279587
49,50,50,Patrick Reed,92,66.02,233296.6,353346
50,51,51,Jordan Spieth,102,65.99,244004.9,369747
51,T52,T52,Martin Laird,66,65.96,168935.4,256132
52,T52,T52,Willy Wilcox,51,65.96,127550.8,193386
53,54,54,Justin Rose,70,65.95,159434.5,241756
54,55,55,Andres Romero,81,65.93,224061.8,339838
55,56,56,Kevin Tway,64,65.92,146327.6,221967
56,57,57,Jim Herman,62,65.91,148176.7,224804
57,58,58,Rory Sabbatini,82,65.88,197269.7,299443
58,59,59,Bill Haas,107,65.84,252838.5,384031
59,60,60,Seung-Yul Noh,92,65.83,232092.3,352547
60,61,61,Shawn Stefani,60,65.82,177837.1,270199
61,62,62,Billy Horschel,92,65.81,212359.7,322685
62,T63,T63,Ryo Ishikawa,75,65.8,187307.2,284647
63,T63,T63,Josh Teater,90,65.8,231375.7,351620
64,T65,T65,Geoff Ogilvy,84,65.79,224986.4,341987
65,T65,T65,Vijay Singh,83,65.79,237316.5,360722
66,67,67,Boo Weekley,73,65.77,174698.0,265636
67,68,68,Henrik Stenson,56,65.7,116910.7,177948
68,T69,T69,Brian Harman,111,65.62,314179.3,478786
69,T69,T69,Marc Leishman,81,65.62,215926.5,329068
70,71,71,Jeff Overton,80,65.61,204205.5,311236
71,72,72,Wes Roach,67,65.57,154030.0,234893
72,T73,T73,Hideki Matsuyama,82,65.5,199931.8,305230
73,T73,T73,Hudson Swafford,75,65.5,181321.8,276807
74,75,75,Davis Love III,74,65.4,191853.2,293345
75,76,76,Chris Kirk,105,65.36,266628.5,407916
76,77,77,Sangmoon Bae,76,65.32,197639.3,302589
77,78,78,Nick Watney,80,65.3,173682.9,265993
78,T79,T79,Jason Dufner,57,65.28,128981.1,197585
79,T79,T79,Camilo Villegas,95,65.28,257116.2,393838
80,81,81,David Lingmerth,80,65.27,204375.8,313100
81,82,82,Matt Kuchar,91,65.23,234914.8,360128
82,T83,T83,Webb Simpson,87,65.22,230078.0,352747
83,T83,T83,Lee Westwood,57,65.22,131356.2,201396
84,T85,T85,Scott Brown,100,65.2,252940.3,387923
85,T85,T85,Martin Flores,85,65.2,205255.7,314818
86,87,87,John Senden,99,65.19,250028.2,383520
87,T88,T88,Brice Garnett,92,65.18,240248.9,368566
88,T88,T88,J.J. Henry,91,65.18,239642.8,367676
89,T88,T88,Troy Merritt,62,65.18,172909.6,265262
90,91,91,Retief Goosen,94,65.17,238399.1,365784
91,92,92,Jonas Blixt,64,65.16,129967.2,199469
92,93,93,Brad Fritsch,50,65.11,121647.5,186833
93,T94,T94,Luke Guthrie,85,65.1,231358.7,355408
94,T94,T94,Kevin Kisner,85,65.1,213359.6,327760
95,T94,T94,Bronson La'Cassie,51,65.1,109646.6,168427
96,T97,T97,Will MacKenzie,82,65.08,219362.5,337081
97,T97,T97,John Rollins,84,65.08,206727.4,317654
98,T99,T99,Ben Martin,80,64.98,189880.2,292233
99,T99,T99,Bo Van Pelt,83,64.98,200312.8,308248
100,101,101,Erik Compton,88,64.95,224766.2,346057
101,102,102,Richard Lee,80,64.92,181987.8,280310
102,103,103,Chesson Hadley,84,64.91,215686.8,332301
103,104,104,Michael Putnam,106,64.88,276079.6,425513
104,T105,T105,James Hahn,82,64.86,223425.6,344450
105,T105,T105,Danny Lee,84,64.86,211765.8,326481
106,T105,T105,Jim Renner,61,64.86,158368.5,244181
107,T108,T108,Aaron Baddeley,74,64.84,177373.5,273572
108,T108,T108,Brendon de Jonge,109,64.84,281128.5,433550
109,110,110,Michael Thompson,74,64.83,178719.6,275687
110,111,111,Ryan Moore,86,64.79,188371.3,290728
111,112,112,Ricky Barnes,92,64.78,239373.2,369493
112,T113,T113,Matt Every,85,64.77,199924.6,308685
113,T113,T113,Chris Stroud,88,64.77,220291.8,340111
114,T113,T113,Andrew Svoboda,77,64.77,202539.4,312727
115,116,116,Russell Knox,92,64.72,250408.5,386932
116,117,117,Tyrone Van Aswegen,79,64.71,199934.6,308954
117,118,118,Stewart Cink,91,64.68,216598.3,334862
118,119,119,Trevor Immelman,84,64.66,204481.1,316248
119,120,120,Ian Poulter,57,64.64,124191.5,192133
120,T121,T121,John Merrick,87,64.59,213214.5,330112
121,T121,T121,Daniel Summerhays,98,64.59,262780.2,406824
122,T123,T123,Justin Hicks,103,64.58,269413.8,417159
123,T123,T123,Pat Perez,84,64.58,221675.7,343241
124,125,125,Chad Campbell,57,64.55,142200.9,220294
125,126,126,Freddie Jacobson,91,64.54,242818.5,376222
126,127,127,Brandt Snedeker,89,64.53,198796.4,308078
127,128,128,Jonathan Byrd,76,64.47,195131.1,302680
128,129,129,Johnson Wagner,69,64.45,177014.7,274649
129,130,130,Greg Chalmers,85,64.37,218957.8,340134
130,131,131,Roberto Castro,76,64.35,176463.5,274237
131,T132,T132,Gonzalo Fernandez-Castaño,83,64.34,212368.2,330090
132,T132,T132,William McGirt,96,64.34,256505.5,398689
133,134,134,Jeff Maggert,54,64.26,132316.3,205923
134,135,135,Cameron Tringale,111,64.24,293356.0,456685
135,136,136,Tim Wilkinson,86,64.22,217841.0,339195
136,137,137,Brian Davis,93,64.18,240666.3,374971
137,138,138,Zach Johnson,97,64.14,256141.1,399350
138,139,139,Robert Allenby,83,64.13,212114.4,330744
139,140,140,George McNeill,79,64.08,211746.7,330465
140,141,141,Scott Langley,95,64.01,234764.9,366759
141,T142,T142,James Driscoll,71,63.99,172862.6,270150
142,T142,T142,Nicholas Thompson,85,63.99,207924.2,324910
143,144,144,Paul Casey,56,63.97,132509.2,207132
144,T145,T145,Brian Stuard,91,63.96,222138.4,347309
145,T145,T145,Mark Wilson,69,63.96,172818.1,270212
146,T145,T145,Y.E. Yang,79,63.96,182880.0,285913
147,148,148,Briny Baird,50,63.93,131937.8,206385
148,149,149,Heath Slocum,71,63.88,191971.3,300526
149,150,150,D.A. Points,75,63.87,165573.6,259224
150,151,151,Charlie Wi,72,63.84,196087.0,307170
151,152,152,Spencer Levin,59,63.81,150271.8,235510
152,153,153,Jerry Kelly,80,63.79,198607.3,311324
153,T154,T154,David Hearn,97,63.77,244287.5,383079
154,T154,T154,John Huh,87,63.77,210311.2,329793
155,156,156,Kevin Na,94,63.74,231699.4,363488
156,157,157,Stuart Appleby,92,63.73,250704.0,393383
157,158,158,Jason Bohn,81,63.72,217376.4,341160
158,159,159,David Toms,64,63.69,161699.5,253899
159,160,160,"Ted Potter, Jr.",68,63.66,179392.8,281804
160,161,161,Brendon Todd,108,63.64,273648.8,429981
161,162,162,Woody Austin,63,63.62,169214.7,265995
162,163,163,Ken Duke,80,63.51,197967.1,311732
163,164,164,Ben Crane,81,63.48,233176.4,367346
164,165,165,Billy Hurley III,86,63.47,216985.2,341868
165,166,166,K.J. Choi,80,63.39,198324.2,312887
166,167,167,Bryce Molder,77,63.37,187938.5,296571
167,168,168,Ben Curtis,77,63.3,189710.2,299707
168,169,169,Brian Gay,81,63.26,186421.1,294702
169,170,170,Chad Collins,78,63.2,178949.3,283163
170,171,171,Graeme McDowell,66,63.0,139064.8,220736
171,172,172,Jim Furyk,84,62.91,193959.8,308302
172,173,173,D.H. Lee,54,62.85,131729.1,209590
173,174,174,Tim Clark,75,62.69,189915.2,302928
174,175,175,Mike Weir,69,62.11,154168.3,248215
175,176,176,Luke Donald,57,62.06,125477.2,202179
176,177,177,Justin Leonard,75,61.96,178691.7,288385
